ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΔΡΕΑΔΕΛΛΗ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΖΕΡΒΟΥ-ΤΕΝΤΟΜΑ ΜΑΡΙΑ του Σταύρου,ΚΟΤΣΑΛΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΜΠΟΥΡΝΟΥΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΛΛΗΣ ΓΕΩΡΓΙΟΣ του Ευστρατίου,Νέα Δημοκρατία,ΑΘΑΝΑΣΙΟΥ ΧΑΡΑΛΑΜΠΟΣ του Χριστόφα,ΒΑΛΣΑΜΙΔΗΣ ΘΕΟΔΩΡΟΣ του Σπυρίδωνος,ΓΟΜΟΣ ΔΗΜΗΤΡΙΟΣ του Ευστρατίου -  Παντελεήμονα,ΜΑΚΡΗ ΕΛΕΝΗ του Φωτίου,ΧΡΥΣΑΦΗ ΜΑΡΙΑ του Μόσχου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΟΥΛΑΚΗ ΜΑΡΙΑ του Ιωάννη,ΓΥΛΑΡΗ ΑΝΑΣΤΑΣΙΑ του Μόσχου,ΧΑΡΑΛΑΜΠΗΣ ΜΑΡΙΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΓΙΑΚΑΛΗΣ ΑΘΑΝΑΣΙΟΣ του Παναγιώτη,ΓΙΑΝΝΟΥΛΕΛΗΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΚΡΟΜΜΥΔΑ ΛΑΜΠΡΙΝΗ του Αναστασίου,ΜΗΛΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΧΟΧΛΑΚΑ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Θεοδώρου,Κ.Κ.Ε.,ΖΑΦΕΙΡΙΟΥ ΙΩΑΝΝΗΣ του Παναγιώτη,ΚΑΚΝΑΒΑΤΟΥ ΖΗΝΟΒΙΑ του Στυλιανού,ΚΛΙΟΜΙΔΙΩΤΗΣ ΘΕΜΙΣΤΟΚΛΗΣ του Ευστρατίου,ΚΟΜΝΗΝΑΚΑ ΜΑΡΙΑ του Αποστόλου,ΠΛΑΝΤΖΟΣ ΣΠΥΡΙΔΩΝ του Νικολάου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΥ ΠΑΝΑΓΙΩΤΗΣ του Σάββα,ΖΟΥΡΕΛΗ ΧΑΡΙΚΛΕΙΑ του Βασιλείου,ΣΥΚΗ ΠΑΝΑΓΙΩΤΑ του Γρηγορίου,Ο.Κ.Δ.Ε.,ΜΑΝΩΛΙΑ ΕΛΕΝΗ του Ιγνατίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΖΑΜΠΡΑΣ ΧΡΗΣΤΟΣ -  ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΖΩΓΡΑΦΙΣΤΟΥ ΧΡΙΣΤΙΝΑ του Κωνσταντίνου,ΚΛΕΙΔΩΝΑ ΙΣΜΗΝΗ του Ιωάννη,ΜΑΝΑΒΗΣ ΝΙΚΟΛΑΟΣ του Αποστόλου,Ελλήνων Συνέλευσις,ΕΛΕΥΘΕΡΑΚΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΕΛΕΥΘΕΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΧΕΛΑ ΕΛΙΣΣΑΒΕΤ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΜΒΕΤΣΟΥ ΜΑΡΙΑΝΘΗ του Ευστρατίου,ΔΗΜΗΤΡΑΝΤΖΟΥ ΡΟΖΑΝΑ του Κωνσταντίνου,ΠΑΠΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Αγγέλου,Κ.Κ.Ε. (μ-λ),ΓΙΑΝΝΟΥΛΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΧΟΥΒΑΡΔΑ ΙΩΑΝΝΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΛΕΟΝΤΗ ΑΝΑΣΤΑΣΙΑ του Ιπποκράτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΙΝΙΚΛΗ ΔΗΜΗΤΡΑ του Παναγιώτη,ΠΑΤΣΙΑΡΙΚΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΠΕΤΡΙΤΖΙΚΛΗ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΤΕΡΖΟΓΛΟΥ ΑΚΥΛΑΣ του Ηλία,Λαϊκή Ενότητα,ΖΕΡΔΕΛΗΣ ΙΩΑΝΝΗΣ του Χριστόφορου,ΚΟΥΤΛΗ ΠΑΠΑΔΟΥΛΑ του Γεωργίου,ΦΟΥΣΚΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΙΩΑΝΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΚΟΛΙΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Ακριβάκη,ΜΠΟΥΡΛΑΚΗΣ ΠΑΡΑΣΧΟΣ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΑΧΤΣΑΒΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,ΛΕΩΝΙΔΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΤΣΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΙΑΜΑΝΤΖΙΟΥΡΑΣ ΣΤΑΥΡΟΣ (ΑΚΗΣ) του Δημητρίου
48 - Λέσβου,148 E.T. Δήμου Μυτιλήνης,624,50,2,0,2,48,8,1,0,0,4,2,21,5,3,5,3,0,3,1,0,0,5,2,0,1,0,2,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
48 - Λέσβου,149 E.T. Δήμου Μυτιλήνης,624,99,1,0,1,98,19,2,4,2,2,5,52,25,6,6,5,1,7,2,1,2,5,1,1,1,0,1,6,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,1,1
48 - Λέσβου,150 E.T. Δήμου Μυτιλήνης,609,42,0,0,0,42,12,0,1,0,4,5,14,4,4,6,0,0,2,0,0,0,3,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
48 - Λέσβου,151 E.T. Δήμου Μυτιλήνης,637,95,1,0,1,94,33,1,1,2,7,2,22,11,3,1,2,0,7,1,0,2,8,2,1,1,1,1,9,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,2,1
48 - Λέσβου,152 E.T. Δήμου Μυτιλήνης,618,118,1,1,2,116,38,5,3,2,4,7,35,13,9,2,2,0,15,6,1,2,5,1,0,1,0,0,7,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,0,1,2,2
48 - Λέσβου,153 E.T. Δήμου Μυτιλήνης,614,74,1,1,2,72,18,4,2,2,4,0,29,15,6,1,1,0,4,1,0,2,1,1,0,0,0,0,5,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,2,1,0,0,1,0,0,0,0,7,2,0,1,0,0,0,0,0,0
48 - Λέσβου,154 E.T. Δήμου Μυτιλήνης,641,119,4,1,5,114,28,12,2,1,3,3,39,14,5,5,4,1,16,3,1,4,6,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,5,1,1,0,2,0,1,0,2,1
48 - Λέσβου,155 E.T. Δήμου Μυτιλήνης,611,90,3,4,7,83,23,4,1,1,3,4,28,9,6,4,1,1,0,0,0,0,5,1,1,0,0,3,8,1,0,0,4,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,3,0
48 - Λέσβου,156 E.T. Δήμου Μυτιλήνης,638,87,1,1,2,85,15,6,2,1,2,0,33,6,9,4,6,2,7,0,1,4,8,2,3,0,1,2,9,1,3,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,3,0,1,0,0,0,0,0,0
48 - Λέσβου,157 E.T. Δήμου Μυτιλήνης,632,108,5,4,9,99,24,4,2,1,5,3,35,16,5,1,7,1,6,1,0,1,3,0,0,0,0,2,11,1,0,1,3,1,3,1,0,0,0,0,2,0,0,0,1,0,0,0,0,7,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,2,1,0,0,1,0
48 - Λέσβου,158 E.T. Δήμου Μυτιλήνης,655,115,5,0,5,110,23,0,1,0,5,6,53,23,12,3,2,3,7,2,1,0,5,0,1,0,1,0,9,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,1,0,1,0,0,0,0,2,1
48 - Λέσβου,159 E.T. Δήμου Δυτικής Λέσβου,466,227,3,2,5,222,68,6,9,1,21,21,77,49,12,1,13,0,5,1,1,1,25,2,0,0,19,3,18,1,1,7,8,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,6,1,1,1,1,0,0,0,0,0,0,0,0,0,6,0,0,5,10,3,2,0,1,0,0,1,2,1
48 - Λέσβου,160 E.T. Δήμου Δυτικής Λέσβου,467,224,4,5,9,215,61,5,5,0,17,17,83,44,15,1,17,1,2,1,0,0,32,3,0,0,24,5,21,0,3,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,2,1,0,0,0,2,0,0,2,3,2,0,0,2,0,0,0,2,2
48 - Λέσβου,161 E.T. Δήμου Δυτικής Λέσβου,465,202,4,1,5,197,64,7,6,2,16,21,77,35,14,5,17,0,7,2,0,3,21,0,0,0,16,1,9,1,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,1,3,0,0,0,3,0,0,3,2,1
48 - Λέσβου,162 E.T. Δήμου Δυτικής Λέσβου,542,257,2,4,6,251,69,9,6,5,1,19,146,49,13,2,21,0,8,1,0,1,3,1,0,0,1,0,6,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,3,1,0,0,2,0,1,0,2,1
48 - Λέσβου,163 E.T. Δήμου Δυτικής Λέσβου,534,278,1,2,3,275,56,9,2,6,11,20,168,34,13,8,111,0,10,3,2,0,7,5,0,0,1,1,3,2,0,0,1,0,2,0,0,0,0,0,5,3,0,0,2,1,1,0,0,7,1,0,3,1,0,0,0,0,0,0,0,0,0,1,0,1,0,11,5,3,0,1,0,1,0,2,1
48 - Λέσβου,164 E.T. Δήμου Δυτικής Λέσβου,512,276,2,1,3,273,61,8,13,1,8,17,156,36,20,0,97,0,10,1,1,1,13,4,1,0,5,1,9,1,0,0,4,0,8,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,5,1,2,1,1,1
48 - Λέσβου,165 E.T. Δήμου Δυτικής Λέσβου,456,200,2,0,2,198,65,8,0,4,13,18,77,39,10,14,10,0,5,3,0,0,23,13,0,0,1,5,13,3,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,2,0,4,1
48 - Λέσβου,166 E.T. Δήμου Δυτικής Λέσβου,437,179,5,2,7,172,50,4,6,2,7,19,78,23,9,10,33,0,2,1,0,0,16,8,0,0,2,5,16,4,0,1,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0
48 - Λέσβου,167 E.T. Δήμου Δυτικής Λέσβου,443,185,4,0,4,181,55,6,5,1,13,21,77,43,10,5,17,0,1,0,0,1,12,5,0,0,1,3,23,5,0,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,1,1
48 - Λέσβου,168 E.T. Δήμου Δυτικής Λέσβου,249,133,2,0,2,131,44,6,4,1,17,8,40,12,6,3,9,1,7,0,2,2,27,10,2,0,7,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0
48 - Λέσβου,169 E.T. Δήμου Δυτικής Λέσβου,259,94,1,0,1,93,34,3,3,0,6,10,37,10,7,9,9,0,2,1,0,0,5,1,0,0,0,2,12,3,0,2,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48 - Λέσβου,170 E.T. Δήμου Μυτιλήνης,604,193,3,2,5,188,37,6,1,0,12,12,90,36,46,2,0,2,7,5,0,1,21,5,10,0,1,3,16,11,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,0,0,4,2
48 - Λέσβου,171 E.T. Δήμου Μυτιλήνης,617,196,2,4,6,190,47,12,2,0,11,9,74,40,23,1,5,0,8,5,1,1,20,3,9,0,0,5,17,8,1,2,4,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,4,1,1,1,0,1,0,0,0,7,1,0,0,2,1,0,0,1,1
48 - Λέσβου,172 E.T. Δήμου Μυτιλήνης,605,194,9,2,11,183,57,14,4,1,11,18,66,27,29,2,1,1,7,5,0,0,17,6,5,0,0,3,21,15,0,1,2,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,2,1
48 - Λέσβου,173 E.T. Δήμου Μυτιλήνης,615,194,3,2,5,189,52,6,4,1,12,14,90,41,34,2,4,0,6,5,0,0,10,2,2,0,0,2,9,6,1,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,4,0,0,2,0,4,0,4,0,1,0,0,0,1,0,0,0,4,1
48 - Λέσβου,174 E.T. Δήμου Μυτιλήνης,601,190,2,2,4,186,72,7,5,0,10,23,53,17,19,3,4,0,5,1,0,0,29,3,12,0,4,7,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,8,1,4,0,1,0,0,0,1,1
48 - Λέσβου,175 E.T. Δήμου Μυτιλήνης,601,190,4,1,5,185,63,11,2,1,13,23,63,36,17,2,5,1,4,2,0,0,19,5,8,0,4,1,20,8,3,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,1,1,0,0,0,2,1,0,0,0,1,0,1,0,2,2,0,0,1,0,1,0,2,2
48 - Λέσβου,176 E.T. Δήμου Μυτιλήνης,615,238,0,3,3,235,65,7,5,1,7,26,100,45,38,2,8,0,6,2,0,0,15,3,4,0,1,5,24,12,1,4,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,1,3,1,0,0,0,3,1,0,2,0,2,0,1,0,6,1,0,0,1,0,0,0,3,0
48 - Λέσβου,177 E.T. Δήμου Μυτιλήνης,600,191,7,2,9,182,51,4,4,2,10,15,76,29,36,1,3,0,8,6,0,1,18,4,12,0,0,2,9,4,0,0,0,0,4,1,0,1,1,0,1,0,0,1,0,0,0,0,0,4,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0,1,0
48 - Λέσβου,178 E.T. Δήμου Μυτιλήνης,609,252,3,2,5,247,64,13,8,1,14,21,104,47,42,5,1,1,11,8,0,0,26,3,8,0,3,5,20,11,1,0,4,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,1,1,0,0,0,0,0,0,0,0,3,2,0,0,3,2,0,0,2,0,1,0,2,0
48 - Λέσβου,179 E.T. Δήμου Μυτιλήνης,470,159,1,0,1,158,50,20,3,1,8,3,71,24,35,4,2,0,1,0,1,0,23,7,0,4,2,5,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,0,0,0,0,0,0,1,1
48 - Λέσβου,180 E.T. Δήμου Μυτιλήνης,436,144,0,2,2,142,13,3,1,0,4,2,106,52,47,1,3,0,4,1,0,2,7,2,3,1,1,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,1,1
48 - Λέσβου,181 E.T. Δήμου Μυτιλήνης,465,198,2,0,2,196,52,14,3,3,13,9,57,23,30,2,0,0,6,4,1,1,58,23,16,2,3,10,8,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,1,0,0,0,2,0
48 - Λέσβου,182 E.T. Δήμου Μυτιλήνης,210,86,0,1,1,85,36,9,2,0,13,3,25,13,5,3,0,0,1,0,0,0,16,7,3,0,0,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
48 - Λέσβου,183 E.T. Δήμου Μυτιλήνης,389,101,3,3,6,95,34,2,1,0,17,4,32,10,15,0,3,0,3,1,0,0,8,1,5,0,1,0,8,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,2,0,1,0,1,1
48 - Λέσβου,184 E.T. Δήμου Μυτιλήνης,457,131,1,1,2,129,42,5,0,1,11,13,44,25,12,2,1,1,2,0,1,1,18,7,0,1,1,6,9,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,2,2,0,0,3,2
48 - Λέσβου,185 E.T. Δήμου Μυτιλήνης,389,159,2,2,4,155,40,4,6,1,10,4,63,25,27,5,3,1,6,1,0,3,12,2,8,0,2,0,24,10,3,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,0
48 - Λέσβου,186 E.T. Δήμου Μυτιλήνης,444,200,1,4,5,195,42,1,2,1,14,14,94,33,49,7,1,0,8,6,0,2,11,2,2,0,4,2,20,11,0,0,4,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0,0,0,2,0,0,0,4,3
48 - Λέσβου,187 E.T. Δήμου Μυτιλήνης,443,207,2,3,5,202,61,6,3,1,15,18,80,30,35,9,1,0,10,2,1,2,20,1,8,0,2,3,17,7,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,3,0,2,0,0,0,1,0
48 - Λέσβου,188 E.T. Δήμου Δυτικής Λέσβου,398,203,6,4,10,193,65,7,15,0,14,18,83,44,21,5,9,0,17,9,2,2,11,4,1,1,0,1,8,4,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
48 - Λέσβου,189 E.T. Δήμου Δυτικής Λέσβου,309,143,0,0,0,143,47,2,10,0,11,13,63,42,12,4,4,1,5,1,0,0,10,2,2,0,0,4,5,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,2,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0
48 - Λέσβου,190 E.T. Δήμου Δυτικής Λέσβου,539,281,1,0,1,280,111,7,24,4,42,9,92,33,43,11,1,0,3,0,0,1,17,5,1,0,0,1,33,4,5,0,10,1,5,1,0,1,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,3,1,1,0,8,3,0,1,0,0,0,0,2,1
48 - Λέσβου,191 E.T. Δήμου Δυτικής Λέσβου,560,261,1,0,1,260,86,10,29,2,14,14,119,29,73,7,1,0,5,2,0,1,14,4,0,0,1,6,27,6,2,0,8,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
48 - Λέσβου,192 E.T. Δήμου Δυτικής Λέσβου,337,153,2,0,2,151,46,4,4,0,16,11,73,27,25,14,1,1,3,0,1,0,6,2,0,1,1,1,11,2,0,0,7,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
48 - Λέσβου,193 E.T. Δήμου Δυτικής Λέσβου,313,139,2,1,3,136,45,10,3,0,16,7,54,15,25,6,3,1,4,0,1,0,10,0,0,0,2,6,7,1,0,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,4,2,0,2,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0
48 - Λέσβου,194 E.T. Δήμου Δυτικής Λέσβου,575,264,5,3,8,256,66,15,2,2,19,5,117,45,36,27,5,0,7,3,1,0,26,9,4,0,1,7,25,2,1,0,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0
48 - Λέσβου,195 E.T. Δήμου Δυτικής Λέσβου,577,219,3,3,6,213,68,9,3,3,22,14,79,18,45,12,2,0,9,2,1,2,27,11,2,0,1,13,13,2,1,1,7,0,3,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,4,3
48 - Λέσβου,196 E.T. Δήμου Δυτικής Λέσβου,558,285,5,2,7,278,95,16,12,3,33,5,95,27,39,17,2,3,13,6,0,4,23,3,3,4,0,6,33,3,0,1,21,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,3,0,0,0,1,1
48 - Λέσβου,197 E.T. Δήμου Δυτικής Λέσβου,576,222,5,2,7,215,65,4,5,2,25,8,88,18,47,13,5,0,4,0,0,2,13,6,2,0,0,2,25,3,1,1,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,4,2
48 - Λέσβου,198 E.T. Δήμου Δυτικής Λέσβου,572,255,1,2,3,252,88,6,7,0,39,17,106,18,52,24,5,0,6,2,0,2,22,9,2,1,1,3,19,1,4,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1
48 - Λέσβου,199 E.T. Δήμου Δυτικής Λέσβου,588,247,9,0,9,238,79,12,9,3,27,14,87,23,38,17,4,0,6,1,1,2,16,7,0,2,0,6,24,0,0,0,20,0,5,3,0,1,0,0,2,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,4,3,0,1,12,2,1,3,0,0,0,0,0,0
48 - Λέσβου,200 E.T. Δήμου Δυτικής Λέσβου,275,95,5,0,5,90,15,2,3,0,6,1,40,19,7,10,1,1,3,1,0,1,10,2,4,0,0,4,16,1,2,0,11,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
48 - Λέσβου,201 E.T. Δήμου Αγίου Ευστρατίου,447,96,2,3,5,91,29,5,2,1,1,8,36,25,3,0,5,1,5,3,0,2,7,1,1,1,0,2,5,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0
48 - Λέσβου,202 E.T. Δήμου Αγίου Ευστρατίου,448,95,2,1,3,92,41,1,0,4,2,19,40,18,1,0,4,5,2,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
48 - Λέσβου,203 E.T. Δήμου Λήμνου,534,158,4,0,4,154,51,4,7,27,0,1,59,29,5,1,1,16,4,3,0,1,19,8,1,2,0,1,9,0,0,0,0,8,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0
48 - Λέσβου,204 E.T. Δήμου Λήμνου,479,302,8,5,13,289,69,5,7,27,3,3,96,35,8,7,2,18,15,5,1,3,46,21,2,4,3,5,19,2,1,0,0,12,5,2,0,0,0,0,2,0,0,0,0,2,1,0,0,12,4,0,2,0,0,0,0,0,4,0,0,1,1,0,0,0,0,13,4,0,0,2,0,0,0,4,3
48 - Λέσβου,205 E.T. Δήμου Λήμνου,476,246,9,1,10,236,58,13,3,23,1,4,99,38,3,14,3,23,26,10,2,7,12,4,1,1,0,2,4,0,0,0,1,2,4,3,1,0,0,0,4,1,0,0,0,1,1,0,0,11,3,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,10,4,1,1,1,0,0,0,5,3
