ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΑΓΙΩΝΑΚΗ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΜΑΝΙΜΑΝΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Ανδρέα,ΜΠΑΛΩΜΕΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Δημητρίου,ΠΟΛΑΚΗΣ ΠΑΥΛΟΣ του Πέτρου,ΣΤΑΘΑΚΗΣ ΓΕΩΡΓΙΟΣ του Μηνά,ΧΑΙΡΕΤΑΚΗΣ ΜΙΧΑΗΛ του Στέφανου,Νέα Δημοκρατία,ΒΟΛΟΥΔΑΚΗΣ ΜΑΝΟΥΣΟΣ - ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΔΙΓΑΛΑΚΗΣ ΒΑΣΙΛΕΙΟΣ του Βασιλείου,ΚΑΣΣΕΛΑΚΗΣ ΙΩΑΝΝΗΣ του Βασιλείου,ΜΠΑΚΟΓΙΑΝΝΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Κωνσταντίνου,ΣΤΑΣΣΙΝΟΥ ΧΡΙΣΤΙΝΑ - ΕΛΒΙΡΑ (ΕΛΒΗ) του Φαίδρου,ΦΡΑΓΚΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Τιμολέοντος,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΓΓΕΛΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Δημητρίου,ΓΑΡΜΠΙΔΑΚΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΚΑΣΣΕΛΑΚΗ ΑΓΓΕΛΙΚΗ του Ευάγγελου,ΚΥΡΙΑΚΟΥ ΧΡΥΣΟΥΛΑ του Σπυρίδωνος,Κίνημα Αλλαγής,ΚΟΥΡΟΥΠΑΚΗ ΕΥΑΓΓΕΛΙΑ του Σταύρου,ΜΙΧΕΛΑΚΗ ΑΝΤΩΝΙΑ του Ιωάννη,ΜΟΥΝΤΑΚΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Μιχαήλ,ΝΤΕΡΜΑΝΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΟΛΙΟΥΔΑΚΗΣ ΓΕΩΡΓΙΟΣ του Παύλου,ΣΤΑΓΚΟΥΡΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Γεωργίου,Κ.Κ.Ε.,ΓΑΥΓΙΩΤΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΛΩΝΙΖΑΚΗΣ ΜΙΛΤΙΑΔΗΣ του Ιωάννη,ΜΑΡΙΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,ΝΤΟΥΝΙΑΔΑΚΗΣ ΙΩΑΝΝΗΣ του Ελευθερίου,ΡΗΓΑΝΑΚΟΣ ΦΩΤΙΟΣ του Δημητρίου,Ένωση Κεντρώων,ΑΡΧΟΝΤΑΚΗΣ ΕΥΤΥΧΙΟΣ του Στυλιανού,ΜΑΝΙΜΑΝΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σπυρίδωνος,ΣΤΑ ΜΑΡΙΑ ΧΡΗΣΤΟΣ του Αλεξάντερ,ΣΩΤΗΡΙΟΥ ΧΡΙΣΤΙΝΑ του Αναστασίου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΓΙΑΝΝΟΥΛΑ του Διονυσίου,Ο.Κ.Δ.Ε.,ΚΟΥΚΟΥΒΙΤΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΛΑΝΑΚΗΣ ΧΡΗΣΤΟΣ του Νικολάου,ΚΑΛΙΤΣΟΥΝΑΚΗ ΜΑΡΙΑ του Ελευθερίου,ΚΟΝΔΥΛΗ - ΣΑΡΙΚΑ ΦΟΙΒΗ του Γεωργίου,ΜΠΙΤΣΑΚΗ ΧΑΡΙΚΛΕΙΑ του Ευτυχίου,ΦΙΩΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Σπυρίδωνα,Ελλήνων Συνέλευσις,ΚΑΤΣΑΝΕΒΑΚΗΣ ΙΑΚΩΒΟΣ του Κωνσταντίνου,ΚΟΥΡΟΥΠΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΠΑΣΑΚΗ ΟΛΓΑ του Νικολάου,ΠΑΥΛΑΚΗ ΜΑΡΙΛΕΝΑ του Γεωργίου,ΣΑΜΙΟΥ ΜΑΡΙΑ του Παναγιώτη,ΧΑΤΖΗΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΚΑΤΣΑΝΗΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,ΛΑΪΛΑΚΙΔΟΥ ΕΛΠΙΣ του Λαζάρου,ΛΥΚΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΠΑΝΑΓΟΠΟΥΛΟΥ ΠΑΝΑΓΙΩΤΑ του Χρήστου,ΠΑΠΑΔΑΚΗΣ ΕΥΣΤΡΑΤΙΟΣ του Εμμανουήλ,Κ.Κ.Ε. (μ-λ),ΑΡΧΟΛΕΩΝ ΑΡΤΕΜΙΟΣ του Κωνσταντίνου,ΚΟΚΟΛΑΝΤΩΝΑΚΗΣ ΝΕΚΤΑΡΙΟΣ του Νικολάου,ΠΑΤΕΡΑΚΗ ΣΟΦΙΑ του Εμμανουήλ,ΠΕΡΑΚΗ ΜΥΡΤΩ του Θεοδώρου,ΠΕΡΡΑΚΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΧΑΡΤΖΟΥΛΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΝΙΚΗ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΝΑΣΤΑΣΑΚΗΣ ΑΝΤΩΝΙΟΣ του Ιωάννη,ΑΠΟΣΤΟΛΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΤΣΑΝΕΒΑΚΗΣ ΑΛΕΞΑΝΔΡΟΣ του Ελευθερίου,ΠΟΥΛΙΟΥ ΕΛΕΝΗ του Αποστόλου,Λαϊκή Ενότητα,ΒΟΥΓΙΟΥΚΑΛΑΚΗ - ΜΠΙΡΜΠΙΛΗ ΕΛΕΝΗ του Ιωάννη,ΚΑΛΛΙΓΙΑΝΝΗ - ΜΠΑΔΟΓΙΑΝΝΗ ΛΟΥΚΙΑ του Γεωργίου,ΜΥΛΩΝΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΤΖΙΝΕΥΡΑΚΗΣ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΜέΡΑ25,ΓΙΑΝΝΟΥΛΑΚΗ ΑΘΗΝΑ του Μιχαήλ,ΓΩΓΑΚΗΣ ΙΑΚΩΒΟΣ του Παναγιώτη,ΣΚΑΜΝΑΚΗΣ ΑΝΤΩΝΙΟΣ του Κυριάκου,ΤΣΙΧΛΑΚΗ ΒΙΡΓΙΝΙΑ του Σοφοκλή,ΦΙΛΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΑΓΝΩΣΤΟΥ ΕΥΘΑΛΙΑ του Γεωργίου,ΚΟΝΤΟΡΟΥΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΑΡΑΝΤΟΓΛΟΥ ΕΛΕΝΗ του Γεωργίου,ΣΠΥΡΙΔΑΚΗΣ ΜΙΝΩΣ του Ευθυμίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΑΝΑΓΙΩΤΑΚΗ ΘΕΑΝΩ (ΝΑΝΑ) του Ιωάννη,ΦΡΟΝΙΜΑΚΗΣ ΙΩΑΝΝΗΣ του Εμμανουήλ,ΧΑΛΑΜΠΑΡΔΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αντώνη
53 - Χανίων,83 E.T. Δήμου Κισσάμου,559,355,3,3,6,349,140,5,11,8,58,32,97,104,42,31,2,50,13,28,7,0,0,0,0,0,18,9,0,8,4,0,1,20,6,8,1,6,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,2,1,3,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,30,13,4,9,10,4,4,0,0,0,0,9,0,0,0
53 - Χανίων,84 E.T. Δήμου Κισσάμου,188,117,2,4,6,111,49,4,1,1,25,10,34,36,14,11,4,22,0,3,2,0,0,0,0,0,6,1,0,5,1,1,1,4,1,2,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,2,0,0,0
53 - Χανίων,85 E.T. Δήμου Κισσάμου,511,322,2,5,7,315,127,9,12,11,33,24,101,130,63,22,3,89,5,26,6,0,0,0,0,0,13,7,3,4,3,4,1,6,2,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,11,5,3,4,3,2,1,0,0,0,0,7,0,0,0
53 - Χανίων,86 E.T. Δήμου Κισσάμου,520,350,4,2,6,344,119,13,9,9,60,34,65,112,48,43,4,88,3,9,16,0,0,0,0,0,21,13,3,13,1,1,1,23,1,10,9,2,4,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,10,3,2,5,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17,3,1,1,4,2,2,0,0,0,0,3,0,0,0
53 - Χανίων,87 E.T. Δήμου Κισσάμου,590,389,4,2,6,383,126,21,10,14,55,40,63,162,66,67,12,108,11,9,12,0,0,0,0,0,25,11,6,13,1,3,5,11,1,5,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,15,2,0,5,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,1,3,3,1,2,0,0,0,0,6,0,0,0
53 - Χανίων,88 E.T. Δήμου Κισσάμου,175,116,2,0,2,114,34,3,1,0,15,8,23,70,25,15,22,45,4,8,5,1,2,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53 - Χανίων,89 E.T. Δήμου Κισσάμου,186,118,0,0,0,118,36,1,2,0,21,13,27,56,29,15,15,17,11,8,2,0,0,0,0,0,10,5,2,7,0,1,3,2,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
53 - Χανίων,90 E.T. Δήμου Κισσάμου,189,125,1,0,1,124,37,6,5,0,16,10,25,60,40,12,6,44,2,5,2,0,0,0,0,0,10,6,2,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,3,0,0,0
53 - Χανίων,91 E.T. Δήμου Κισσάμου,319,174,7,0,7,167,53,5,29,4,13,17,16,68,31,26,4,40,1,8,5,0,0,0,0,0,14,6,1,4,1,1,5,10,4,3,1,3,3,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,2,0,1,4,1,0,0,0,0,0,3,0,0,0
53 - Χανίων,92 E.T. Δήμου Κισσάμου,291,165,2,0,2,163,54,6,25,1,18,10,16,54,32,15,1,36,0,9,6,0,0,0,0,0,13,3,2,5,2,1,3,10,0,3,2,5,3,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,2,0,2,3,0,0,0,0,5,0,0,0
53 - Χανίων,93 E.T. Δήμου Κισσάμου,469,295,5,1,6,289,129,14,11,22,44,38,62,67,35,15,0,41,2,11,7,0,0,0,0,0,31,15,2,13,7,4,1,20,4,8,6,2,6,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,2,0,2,3,6,1,0,0,0,0,10,0,0,0
53 - Χανίων,94 E.T. Δήμου Κισσάμου,373,268,4,1,5,263,113,5,23,4,41,36,65,77,31,13,7,40,6,11,6,0,0,0,0,0,19,5,1,10,0,1,3,11,8,5,3,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,1,3,3,2,0,0,0,0,4,0,0,0
53 - Χανίων,95 E.T. Δήμου Κισσάμου,255,138,1,1,2,136,40,3,8,0,13,10,31,44,12,22,2,37,1,3,3,0,0,0,0,0,20,14,2,8,1,2,1,12,1,1,2,7,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,6,0,0,0
53 - Χανίων,96 E.T. Δήμου Κισσάμου,191,102,2,0,2,100,34,0,3,0,12,8,23,41,19,3,0,25,1,11,6,0,0,0,0,0,8,5,1,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0
53 - Χανίων,97 E.T. Δήμου Κισσάμου,284,179,3,0,3,176,81,11,16,10,32,26,47,41,31,4,4,28,1,7,5,0,0,0,0,0,14,5,2,8,2,2,4,16,1,4,12,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,3,1,2,2,0,0,0,0,0,0,7,0,0,0
53 - Χανίων,98 E.T. Δήμου Κισσάμου,168,108,0,0,0,108,51,3,8,1,26,17,25,25,11,3,0,13,1,4,0,0,0,0,0,0,15,8,5,4,2,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,2,0,0,0
53 - Χανίων,99 E.T. Δήμου Κισσάμου,140,87,0,2,2,85,41,8,3,5,19,11,10,15,7,0,2,7,3,4,3,0,0,0,0,0,15,7,3,3,3,0,3,4,1,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0
53 - Χανίων,100 E.T. Δήμου Κισσάμου,170,112,0,1,1,111,64,2,8,3,18,10,51,21,11,2,1,15,2,5,3,0,0,0,0,0,3,1,1,0,0,0,1,4,1,1,2,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,1,0,1,1,0,0,0,0,0,1,0,0,0
53 - Χανίων,101 E.T. Δήμου Κισσάμου,466,280,4,1,5,275,92,12,14,4,42,27,46,106,66,26,13,69,4,10,6,0,0,0,0,0,25,14,6,4,0,2,2,9,0,6,4,0,2,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,3,2,3,2,2,4,0,0,0,0,8,0,0,0
53 - Χανίων,102 E.T. Δήμου Κισσάμου,337,216,1,2,3,213,88,5,21,4,44,13,47,66,36,12,8,35,1,17,3,0,0,0,0,0,10,6,1,3,3,2,1,18,1,4,8,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11,2,0,1,5,3,0,0,0,0,0,5,0,0,0
53 - Χανίων,103 E.T. Δήμου Κισσάμου,127,93,0,1,1,92,40,4,9,0,19,9,20,43,31,9,5,22,4,4,1,0,0,0,0,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0
53 - Χανίων,104 E.T. Δήμου Πλατανιά,189,111,3,1,4,107,40,3,3,2,31,10,11,41,26,13,5,22,2,2,1,0,0,0,0,0,4,1,0,3,0,0,2,4,0,0,2,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,3,1,1,2,0,0,0,0,0,0,0,0
53 - Χανίων,105 E.T. Δήμου Πλατανιά,435,234,7,4,11,223,95,20,19,23,43,31,17,47,19,16,2,29,0,7,3,0,0,0,0,0,26,9,6,2,10,5,1,16,5,5,7,1,2,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,11,2,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,2,3,3,1,0,0,0,0,3,0,0,0
53 - Χανίων,106 E.T. Δήμου Πλατανιά,387,209,7,5,12,197,89,16,7,11,33,33,23,50,20,10,6,21,2,10,3,0,0,0,0,0,9,4,2,1,3,2,0,13,1,1,4,0,3,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,16,7,2,2,5,6,0,0,0,0,0,3,0,0,0
53 - Χανίων,107 E.T. Δήμου Πλατανιά,398,211,0,1,1,210,86,17,12,13,29,27,15,54,30,8,3,31,6,20,3,0,0,0,0,0,27,7,4,5,12,2,0,12,2,3,6,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,12,2,2,3,2,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,1,2,1,1,2,0,0,0,0,0,1,0,0,0
53 - Χανίων,108 E.T. Δήμου Πλατανιά,178,97,0,0,0,97,40,6,6,6,33,12,9,31,21,1,15,21,2,2,1,0,0,0,0,0,8,5,2,0,1,0,0,6,2,2,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0
53 - Χανίων,109 E.T. Δήμου Πλατανιά,144,85,0,0,0,85,22,1,1,3,15,7,3,30,15,7,4,12,3,8,2,0,0,0,0,0,4,2,0,1,1,0,0,8,1,3,3,3,4,2,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,1,1,0,0,0,0,0,7,0,0,0
53 - Χανίων,110 E.T. Δήμου Πλατανιά,403,237,3,3,6,231,84,20,12,3,47,21,19,67,37,4,12,44,1,8,5,2,3,0,3,0,18,13,4,4,6,1,2,24,4,4,4,12,12,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,12,2,3,4,1,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,3,1,3,4,1,0,0,0,0,0,11,3,4,2
53 - Χανίων,111 E.T. Δήμου Πλατανιά,256,165,3,0,3,162,56,13,6,7,36,10,21,35,33,1,1,11,2,0,4,0,0,0,0,0,10,6,2,2,7,0,0,41,3,17,21,3,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0
53 - Χανίων,112 E.T. Δήμου Πλατανιά,340,215,1,1,2,213,79,10,5,3,52,19,22,41,36,4,2,14,2,3,2,0,0,0,0,0,18,8,3,2,8,2,0,54,3,15,20,10,12,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,3,4,4,2,0,1,0,0,0,0,2,0,0,0
53 - Χανίων,113 E.T. Δήμου Πλατανιά,211,119,0,0,0,119,55,21,0,7,35,17,0,28,10,5,12,17,0,6,1,0,0,0,0,0,6,2,1,1,3,2,0,13,2,4,3,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,4,0,0,0,1,0,0,0,0,0,3,0,0,0
53 - Χανίων,114 E.T. Δήμου Πλατανιά,536,351,1,3,4,347,111,24,18,16,52,32,24,123,47,38,20,75,2,23,3,0,0,0,0,0,18,10,3,5,2,1,0,14,4,4,3,3,5,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,1,3,0,0,1,21,4,2,1,2,16,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,22,7,1,4,1,3,3,0,0,0,0,14,0,0,0
53 - Χανίων,115 E.T. Δήμου Πλατανιά,347,228,4,1,5,223,64,16,7,8,41,26,5,98,43,23,24,51,3,20,3,0,0,0,0,0,14,7,1,4,3,1,0,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,20,10,0,4,3,1,1,0,0,0,0,5,0,0,0
53 - Χανίων,116 E.T. Δήμου Πλατανιά,182,118,2,1,3,115,45,7,2,9,24,14,20,48,33,3,14,28,1,11,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,8,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,3,0,0,0
53 - Χανίων,117 E.T. Δήμου Πλατανιά,142,78,2,1,3,75,25,0,2,1,17,8,7,32,10,18,2,22,0,0,2,0,0,0,0,0,9,3,7,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0
53 - Χανίων,118 E.T. Δήμου Πλατανιά,390,236,2,0,2,234,107,22,17,9,66,41,19,75,34,24,13,41,2,10,4,0,0,0,0,0,19,8,3,7,5,1,2,8,2,4,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5,1,1,2,4,2,0,0,0,0,3,0,0,0
53 - Χανίων,119 E.T. Δήμου Πλατανιά,311,153,0,1,1,152,51,9,6,5,25,33,5,44,16,5,7,33,6,7,7,0,0,0,0,0,16,9,6,1,6,3,0,8,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,1,0,3,3,1,0,0,0,0,0,7,0,0,0
53 - Χανίων,120 E.T. Δήμου Πλατανιά,248,145,1,1,2,143,54,11,5,9,24,20,22,58,21,10,11,32,2,13,8,0,0,0,0,0,8,6,3,4,0,2,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,3,0,0,0,0,0,0,1,0,0,0
53 - Χανίων,121 E.T. Δήμου Πλατανιά,217,147,7,1,8,139,42,6,4,3,26,23,11,45,30,15,6,21,1,3,6,0,0,0,0,0,7,5,1,2,1,0,1,6,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,2,0,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,10,2,0,2,2,4,0,0,0,0,0,1,0,0,0
53 - Χανίων,122 E.T. Δήμου Πλατανιά,351,218,1,1,2,216,80,16,8,4,38,28,25,73,28,21,18,44,6,10,8,0,0,0,0,0,12,4,3,1,0,5,0,8,4,4,3,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,1,2,3,0,1,0,0,0,0,2,0,0,0
53 - Χανίων,123 E.T. Δήμου Πλατανιά,155,78,0,0,0,78,42,3,8,4,21,16,5,14,5,3,1,9,1,2,0,0,0,0,0,0,4,3,0,0,1,1,0,9,0,4,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0
