ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΤΙΑΝΟΣ ΔΙΟΝΥΣΙΟΣ-ΧΑΡΑΛΑΜΠΟΣ του Χρήστου,ΜΠΑΛΑΟΥΡΑΣ ΓΕΡΑΣΙΜΟΣ (ΜΑΚΗΣ) του Δημητρίου,ΜΠΑΞΕΒΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σόλωνα,ΝΟΤΑΡΑ ΚΑΤΕΡΙΝΑ-ΜΥΡΤΩ του Σταύρου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΠΑΡΑΣΚΕΥΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΤΖΑΜΠΑΖΗ ΜΑΡΙΑ του Ηλία,Νέα Δημοκρατία,ΑΥΓΕΡΙΝΟΠΟΥΛΟΥ ΔΙΟΝΥΣΙΑ-ΘΕΟΔΩΡΑ του Ζήσιμου,ΚΑΣΤΡΙΝΟΣ ΑΛΕΞΙΟΣ του Αθανασίου,ΚΟΝΤΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Θεοδώρου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΕΥΓΕΝΙΑ (ΝΤΕΝΗ) του Ιωάννη,ΣΤΑΘΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΜΑΡΙΑ (ΜΑΡΙΑΝΝΑ) του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΡΑΓΩΝΑΣ ΓΕΩΡΓΙΟΣ του Χαραλάμπους,ΚΡΕΣΠΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Χρήστου,ΛΑΒΔΑ ΔΙΟΝΥΣΙΑ του Παναγιώτη,ΧΡΙΣΤΟΦΟΡΟΥ ΣΠΥΡΙΔΟΥΛΑ του Αναστασίου,Κίνημα Αλλαγής,ΒΕΡΓΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Γεωργίου,ΓΙΑΤΡΑ ΖΩΗ του Διονυσίου,ΖΑΦΕΙΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΚΑΤΡΙΝΗΣ ΜΙΧΑΗΛ του Ιωάννη,ΚΟΤΣΙΦΑΣ ΔΙΟΝΥΣΙΟΣ (ΣΑΚΗΣ) του Κωνσταντίνου,ΚΟΥΤΣΟΥΚΟΣ ΓΙΑΝΝΗΣ του Δημητρίου,ΧΡΟΝΗΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη,Κ.Κ.Ε.,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΤΡΥΦΩΝ του Δημητρίου,ΓΙΑΝΝΑΡΟΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΓΙΑΝΝΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Δημοσθένη,ΚΑΡΑΠΑΝΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΞΕΝΟΣΤΑΘΗ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Ηλία,ΠΑΝΑΓΙΩΤΑΡΑ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Νικολάου,ΤΣΑΣΗ ΖΩΙΤΣΑ (ΖΩΗ) του Νικολάου,Ένωση Κεντρώων,ΔΗΛΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΔΟΥΔΟΥΞΗΣ ΔΗΜΗΤΡΗΣ του Σταμάτη,ΜΑΥΡΙΔΟΥ ΠΑΡΘΕΝΑ του Ξενοφώντος,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΠΕΤΡΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΣΤΑΜΑΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χαράλαμπου,ΤΣΑΜΠΡΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΤΣΟΥΜΑ ΣΩΤΗΡΙΑ του Βασιλείου,Ο.Κ.Δ.Ε.,ΤΣΙΑΝΤΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΠΑΧΟΥΡΟΥ ΒΑΣΙΛΙΚΗ του Θεοδώρου,ΣΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ του Παναγιώτη,Ελλήνων Συνέλευσις,ΒΡΥΝΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΧΑΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΑΛΑΣΚΑ ΧΑΡΑΛΑΜΠΙΑ του Διονυσίου,ΠΑΠΑΔΑΤΟΥ-ΛΙΑΝΟΥ ΑΙΚΑΤΕΡΙΝΗ του Διονυσίου,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Αγγελή,Ελληνική Λύση - Κ. Βελόπουλος,ΑΝΑΣΤΑΣΟΠΟΥΛΟΣ ΦΩΤΙΟΣ του Νικολάου,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΚΑΝΕΛΛΑ του Σωτηρίου,ΤΑΚΟΥΜΑΚΗ ΤΡΙΑΝΤΑΦΥΛΛΙΑ του Παναγιώτη,ΦΡΑΓΚΟΣ ΒΑΣΙΛΕΙΟΣ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΙΚΟΓΙΑΝΝΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Γεωργίου,ΖΟΥΛΟΥΜΗ ΚΩΝΣΤΑΝΤΙΝΑ του Χαράλαμπου,ΚΟΥΦΟΠΑΝΤΕΛΗΣ ΜΑΡΙΝΟΣ του Παντελή,Μ-Λ Κ.Κ.Ε.,ΣΟΦΗ ΠΑΡΑΣΚΕΥΟΥΛΑ του Δημητρίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΡΑΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου,Λαϊκή Ενότητα,ΒΑΜΒΑΚΑ ΠΑΝΑΓΙΩΤΑ του Κωνσταντίνου,ΚΑΡΑΜΑΝΗ ΕΛΕΝΗ του Αθανασίου,ΚΟΥΗΣ ΧΡΗΣΤΟΣ-ΧΡΥΣΟΣΤΟΜΟΣ του Διονυσίου,ΠΑΠΙΩΤΗΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΜέΡΑ25,ΚΑΝΕΛΛΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Διονυσίου,ΜΗΤΣΟΠΟΥΛΟΥ ΙΩΑΝΝΑ-ΦΩΤΕΙΝΗ του Γεωργίου,ΡΑΜΜΟΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΣΑΣΣΑΛΟΥ ΕΥΓΕΝΙΑ του Ανδρέα,ΦΩΤΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,Δημιουργία ξανά - Θ. Τζήμερος,ΓΚΙΑΤΑ ΜΑΡΙΑ του Γεωργίου,ΚΑΤΣΙΚΑΔΑΚΟΥ ΙΟΥΛΙΑ του Βασιλείου,ΜΗΤΡΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΠΑΝΤΑΖΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΤΣΑΤΣΑΡΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΟΥΝΙΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα
32 - Ηλείας,135 E.T. Δήμου Αρχαίας Ολυμπίας,508,271,2,0,2,269,87,10,20,8,7,4,4,7,77,29,34,16,15,5,2,10,7,2,3,3,0,0,56,15,7,4,39,3,20,0,16,4,3,1,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,8,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,6,4
32 - Ηλείας,136 E.T. Δήμου Αρχαίας Ολυμπίας,269,170,4,2,6,164,34,8,8,9,6,4,5,5,48,19,10,15,9,2,0,16,0,0,0,0,0,0,62,15,3,5,32,1,25,2,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,2,3,1,0,0,0,0,0,0,2,0
32 - Ηλείας,137 E.T. Δήμου Αρχαίας Ολυμπίας,133,78,0,0,0,78,30,6,4,4,8,7,3,0,30,14,4,7,14,4,0,8,0,0,0,0,0,0,17,0,0,1,14,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,138 E.T. Δήμου Αρχαίας Ολυμπίας,238,169,1,0,1,168,53,28,8,7,9,2,9,4,44,12,7,13,17,0,1,14,4,1,1,1,1,1,59,5,2,8,37,12,27,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,139 E.T. Δήμου Αρχαίας Ολυμπίας,339,168,3,1,4,164,59,13,14,9,10,9,6,4,24,8,8,2,7,2,2,6,1,1,0,0,1,0,70,2,12,4,42,3,32,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,0,0
32 - Ηλείας,140 E.T. Δήμου Αρχαίας Ολυμπίας,280,161,3,0,3,158,40,7,4,4,5,6,12,2,29,8,3,9,3,7,2,15,1,0,0,1,0,0,75,23,1,4,39,6,36,1,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,1,0,0,0,0,0,0,0,0
32 - Ηλείας,141 E.T. Δήμου Αρχαίας Ολυμπίας,282,123,5,1,6,117,55,19,10,7,8,4,25,5,33,4,10,3,7,9,3,23,1,1,0,0,0,0,17,4,2,0,7,0,11,0,6,1,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
32 - Ηλείας,142 E.T. Δήμου Αρχαίας Ολυμπίας,416,225,1,0,1,224,72,48,10,2,8,1,0,6,89,39,14,16,21,6,6,28,8,0,8,0,0,8,30,6,7,1,21,3,12,3,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0
32 - Ηλείας,143 E.T. Δήμου Αρχαίας Ολυμπίας,194,112,2,0,2,110,37,17,13,14,1,6,1,4,39,29,2,3,8,6,4,13,2,1,0,0,1,0,22,3,1,5,15,2,7,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,0,0
32 - Ηλείας,144 E.T. Δήμου Αρχαίας Ολυμπίας,365,226,1,0,1,225,80,38,13,27,5,10,5,7,85,32,11,15,17,9,3,27,4,1,3,1,0,1,36,1,1,1,28,5,12,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,2,2,2,0,2,0,0,0,0,0,0,2,0
32 - Ηλείας,145 E.T. Δήμου Αρχαίας Ολυμπίας,465,275,2,1,3,272,95,44,14,27,21,6,12,7,104,42,10,26,16,2,2,59,5,2,1,0,0,0,51,5,2,2,27,0,26,2,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,2,0
32 - Ηλείας,146 E.T. Δήμου Αρχαίας Ολυμπίας,402,214,2,2,4,210,67,35,6,12,7,1,6,5,92,38,11,21,15,8,6,48,6,3,3,0,0,1,28,5,0,3,15,0,21,1,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,0,0,2,0
32 - Ηλείας,147 E.T. Δήμου Αρχαίας Ολυμπίας,357,195,0,2,2,193,26,14,3,8,4,2,1,2,108,53,12,24,28,6,2,40,3,0,2,1,0,0,38,4,1,3,26,0,12,5,5,0,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,2,0
32 - Ηλείας,148 E.T. Δήμου Αρχαίας Ολυμπίας,245,112,0,1,1,111,39,17,2,7,8,4,12,5,29,13,12,2,4,4,1,2,0,0,0,0,0,0,22,8,0,0,10,0,0,4,14,2,3,3,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,149 E.T. Δήμου Αρχαίας Ολυμπίας,356,167,3,1,4,163,67,34,14,21,11,4,4,5,54,30,3,13,22,6,4,18,2,0,1,0,1,0,18,2,0,1,9,0,10,0,7,4,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,1,3,1,3,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,150 E.T. Δήμου Αρχαίας Ολυμπίας,264,152,0,2,2,150,68,38,10,25,0,5,2,4,37,17,4,3,11,3,2,12,4,1,4,0,1,0,17,1,0,0,8,1,11,0,15,3,5,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0
32 - Ηλείας,151 E.T. Δήμου Αρχαίας Ολυμπίας,317,157,0,0,0,157,32,16,11,4,1,1,6,2,63,29,6,6,26,4,3,28,6,0,4,0,1,5,34,3,0,1,14,0,29,0,5,2,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,1,0,0,0,0,0,3,0
32 - Ηλείας,152 E.T. Δήμου Αρχαίας Ολυμπίας,423,241,3,4,7,234,86,55,22,14,2,5,7,2,91,42,11,14,14,10,1,41,4,1,0,1,1,0,37,1,0,0,24,0,17,1,4,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,153 E.T. Δήμου Αρχαίας Ολυμπίας,314,171,1,0,1,170,69,51,37,7,3,4,7,3,36,13,4,13,8,4,0,14,2,0,1,0,0,1,38,2,1,2,25,0,20,4,17,1,8,6,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
32 - Ηλείας,154 E.T. Δήμου Ζαχάρως,116,60,0,0,0,60,16,4,3,4,2,1,3,1,25,17,5,8,1,2,1,6,4,2,2,2,0,0,4,0,0,1,4,0,0,0,8,0,3,7,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,155 E.T. Δήμου Ζαχάρως,219,147,0,1,1,146,45,26,7,5,2,4,5,8,56,43,4,9,7,2,1,12,1,0,0,0,0,0,28,0,1,13,21,0,10,1,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,5,0,0,3,0,0,0,0,0,0,0,6,2
32 - Ηλείας,156 E.T. Δήμου Ζαχάρως,295,170,1,0,1,169,39,15,14,10,8,3,2,5,50,46,1,6,4,5,1,13,7,1,3,4,1,0,26,2,1,3,14,0,9,6,28,1,4,18,6,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,2,1,1,0,0,0,0,0,3,0
32 - Ηλείας,157 E.T. Δήμου Ζαχάρως,196,103,1,2,3,100,22,6,6,3,4,3,3,2,46,34,5,4,2,0,1,14,3,1,0,0,0,1,17,0,0,1,13,1,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
32 - Ηλείας,158 E.T. Δήμου Ζαχάρως,265,142,2,0,2,140,40,19,10,7,3,3,5,12,65,40,4,6,17,0,2,30,8,0,0,8,4,0,19,1,1,5,13,1,7,0,3,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32 - Ηλείας,159 E.T. Δήμου Ζαχάρως,308,176,2,2,4,172,39,12,10,6,3,2,3,4,83,52,2,4,34,2,1,44,10,1,2,9,2,0,19,0,3,6,14,0,8,0,13,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,3,1
32 - Ηλείας,160 E.T. Δήμου Ζαχάρως,499,288,2,1,3,285,92,38,36,14,10,7,6,12,112,81,14,20,9,2,3,27,7,1,4,1,0,0,36,2,0,3,18,1,12,2,12,1,1,8,5,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,5,2,0,0,0,0,0,0,1,0
32 - Ηλείας,161 E.T. Δήμου Ζαχάρως,510,290,2,3,5,285,91,32,24,11,0,11,9,8,118,100,7,20,11,4,6,31,5,0,3,0,0,0,30,1,1,21,19,0,6,3,10,1,0,8,6,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,1,0,1,16,9,8,3,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,4,0,2,0,0,0,1,0,2,1
32 - Ηλείας,162 E.T. Δήμου Ζαχάρως,496,290,1,5,6,284,95,33,27,30,7,10,8,14,135,108,17,12,13,5,6,40,7,0,5,2,1,0,24,2,0,9,13,1,6,3,6,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,0
32 - Ηλείας,163 E.T. Δήμου Ζαχάρως,491,280,4,0,4,276,67,35,15,11,6,3,10,3,135,114,10,19,11,4,1,17,17,1,8,7,0,1,29,3,2,12,12,2,16,3,9,3,1,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,5,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,0,5,1,1,0,1,0,1,0,2,0
32 - Ηλείας,164 E.T. Δήμου Ζαχάρως,492,282,2,4,6,276,65,36,24,16,7,3,2,6,139,108,12,48,41,6,4,34,10,0,5,6,0,0,27,0,0,15,20,1,13,2,8,0,0,8,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,10,2,0,1,5,0,4,0,0,0,3,1,4,2
32 - Ηλείας,165 E.T. Δήμου Ζαχάρως,495,247,4,0,4,243,78,30,13,19,8,3,12,6,103,77,7,17,13,2,6,30,4,0,3,2,1,0,37,0,1,14,21,1,18,3,4,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,1,0,7,0,1,0,0,0,0,0,3,0
32 - Ηλείας,166 E.T. Δήμου Ζαχάρως,492,257,2,2,4,253,70,31,22,12,9,7,2,10,121,99,23,9,12,6,6,25,13,0,11,5,1,2,23,2,3,10,11,0,3,2,7,1,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,1,1,0,1,1,0,0,0,0,0,0,3,0
32 - Ηλείας,167 E.T. Δήμου Ζαχάρως,531,346,2,1,3,343,112,28,39,14,5,12,6,5,137,78,4,14,23,12,11,47,8,1,6,2,1,1,44,2,1,12,25,1,14,12,21,3,4,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,10,2,1,0,3,1,1,0,0,0,0,0,1,1
32 - Ηλείας,168 E.T. Δήμου Ζαχάρως,523,229,2,1,3,226,64,23,9,10,4,16,5,3,89,81,9,8,6,2,0,14,10,0,8,2,1,1,38,2,1,7,34,0,11,2,10,0,1,10,7,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,3,1,0,0,0,0,0,0,1,0
32 - Ηλείας,169 E.T. Δήμου Ζαχάρως,354,188,1,2,3,185,62,29,20,2,4,1,2,1,75,49,3,5,12,4,6,33,12,1,12,1,0,1,19,0,0,2,8,0,13,1,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0
32 - Ηλείας,170 E.T. Δήμου Ζαχάρως,323,168,1,1,2,166,67,38,18,7,10,2,7,5,58,44,3,12,15,0,0,13,9,1,9,2,0,2,13,0,0,2,8,0,5,0,4,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1,0,0,1,0,0,0,0,0,0,3,0
32 - Ηλείας,171 E.T. Δήμου Ζαχάρως,126,60,0,0,0,60,24,8,11,4,4,6,2,0,15,10,1,2,0,0,0,5,2,2,1,1,0,0,10,0,0,0,5,0,4,2,4,0,2,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
32 - Ηλείας,172 E.T. Δήμου Ζαχάρως,253,115,3,2,5,110,14,4,2,3,2,3,2,0,63,56,1,11,7,4,0,19,0,0,0,0,0,0,14,0,0,1,11,2,4,1,11,0,0,10,9,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0
32 - Ηλείας,173 E.T. Δήμου Ζαχάρως,249,100,2,3,5,95,18,12,4,6,0,1,1,1,38,31,0,7,6,1,1,10,4,1,3,2,0,0,15,1,1,2,12,0,2,0,12,0,0,11,5,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0
32 - Ηλείας,174 E.T. Δήμου Ζαχάρως,405,231,0,1,1,230,65,47,7,6,7,11,2,2,95,72,15,17,9,3,1,20,12,0,7,0,0,0,39,1,2,5,29,2,18,0,5,1,1,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,0,0,0,0,0,5,0
32 - Ηλείας,175 E.T. Δήμου Ζαχάρως,394,244,3,1,4,240,58,20,10,8,10,10,2,3,120,75,8,8,23,5,3,31,8,0,4,1,0,0,32,4,3,10,14,1,15,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,1,1,0,0,0,0,0,1,0
32 - Ηλείας,176 E.T. Δήμου Ζαχάρως,353,194,1,0,1,193,42,13,8,7,6,7,8,5,88,65,2,8,6,3,5,26,9,1,8,1,2,0,30,0,1,16,11,3,11,2,5,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,4,0
