ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΦΙΛΙΠΠΟΣ του Δημητρίου,ΚΕΒΡΕΚΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Χαράλαμπου,ΠΕΡΚΑ ΘΕΟΠΙΣΤΗ (ΠΕΤΗ) του Χαράλαμπου,ΣΕΛΤΣΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΝΤΩΝΙΑΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΗΛΙΑΔΟΥ-ΤΑΧΟΥ ΣΟΦΙΑ του Σταύρου,ΜΙΣΚΑΣ ΙΩΑΝΝΗΣ του Αχιλλέα,ΜΠΟΥΤΣΚΟΥ ΛΕΜΟΝΙΑ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΟΓΛΙΔΗΣ ΑΘΑΝΑΣΙΟΣ του Παντελή,ΓΙΑΝΝΑΚΙΔΟΥ ΕΛΕΝΗ του Θεοχάρη,Κίνημα Αλλαγής,ΚΩΣΤΑΡΕΛΛΗΣ ΠΕΤΡΟΣ του Κωνσταντίνου,ΜΑΥΡΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Δήμου,ΠΙΧΤΡΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΡΕΠΠΑ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,Κ.Κ.Ε.,ΑΛΕΞΙΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΕΛΕΥΘΕΡΙΑΔΗΣ ΚΥΡΙΑΚΟΣ του Ιωάννη,ΣΤΟΪΚΟΥ ΑΦΡΟΔΙΤΗ του Γεωργίου,ΤΟΡΛΑΧΙΔΟΥ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Μιχαήλ,Ένωση Κεντρώων,ΒΑΣΙΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Κωνσταντίνου,ΚΛΑΔΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Ο.Κ.Δ.Ε.,ΔΗΜΗΤΡΙΟΥ ΛΕΩΝΙΔΑΣ του Σωκράτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΝΑΪΔΟΣ ΝΙΚΟΛΑΟΣ του Λουκά,Ελληνική Λύση - Κ. Βελόπουλος,ΒΟΣΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Ζήση,ΠΑΠΟΥΛΙΔΟΥ ΑΝΝΑ του Γεωργίου,ΣΕΜΕΡΤΖΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΒΑΡΝΑΒΑ ΔΗΜΗΤΡΑ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΔΕΡΝΟΒΙΟΥ ΕΙΡΗΝΗ του Στυλιανού,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΒΑΝΙΤΗΣ ΒΑΣΙΛΕΙΟΣ του Πέτρου,ΚΥΡΑΓΙΑΝΝΗ ΕΛΕΝΗ του Γεωργίου,Λαϊκή Ενότητα,ΠΑΠΑΝΤΩΝΙΟΥ ΣΠΥΡΙΔΩΝ του Δημητρίου,ΜέΡΑ25,ΙΩΑΝΝΟΥ ΧΡΗΣΤΟΣ του Αναστασίου,ΚΑΚΑΡΕΤΣΑ ΕΛΕΝΗ του Θεοδώρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΜΑΝΑΤΙΔΟΥ ΑΝΑΣΤΑΣΙΑ του Νικολάου,ΝΙΚΟΛΑΪΔΗΣ ΘΕΟΚΛΗΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΧΑΝΙΩΤΗ ΧΡΙΣΤΙΝΑ του Μιχαήλ
14 - Φλώρινας,1 E.T. Δήμου Αμυνταίου,246,123,2,0,2,121,26,1,2,14,7,66,46,8,0,6,4,2,1,8,0,5,0,0,4,0,2,1,0,1,1,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0
14 - Φλώρινας,2 E.T. Δήμου Αμυνταίου,580,253,7,1,8,245,90,4,2,37,31,93,70,3,5,10,8,2,2,14,4,7,1,0,13,2,6,0,0,1,0,0,0,0,0,0,14,14,0,0,0,0,1,0,3,2,0,0,0,6,3,1,1,0,0,1,0
14 - Φλώρινας,3 E.T. Δήμου Αμυνταίου,585,199,1,1,2,197,82,0,2,38,33,67,52,0,2,11,4,3,0,5,1,1,0,0,16,0,14,0,0,3,1,0,0,0,0,0,11,5,3,1,0,0,0,0,0,0,0,1,0,7,2,0,0,0,0,1,1
14 - Φλώρινας,4 E.T. Δήμου Αμυνταίου,428,217,0,2,2,215,90,4,22,35,7,65,47,3,0,7,6,2,1,15,1,9,1,0,9,0,8,0,0,5,3,0,0,0,0,0,9,5,0,0,0,0,0,0,5,0,1,0,0,6,1,0,0,0,0,5,2
14 - Φλώρινας,5 E.T. Δήμου Αμυνταίου,391,202,0,0,0,202,73,6,18,31,7,69,53,1,4,2,8,2,3,10,0,6,1,1,6,1,5,0,0,2,1,0,0,0,0,0,15,6,1,2,2,1,0,0,0,0,0,0,0,15,5,4,0,0,0,2,1
14 - Φλώρινας,6 E.T. Δήμου Αμυνταίου,406,84,3,0,3,81,17,1,1,5,5,46,23,1,3,14,5,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,0,1,1,0,5,1,2,0,0
14 - Φλώρινας,7 E.T. Δήμου Αμυνταίου,426,102,2,0,2,100,31,1,1,7,15,46,19,1,2,21,3,1,1,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,1,0,0,0,3,3,0,0,0,3,0,2,0,0,0,0,0
14 - Φλώρινας,8 E.T. Δήμου Αμυνταίου,480,209,6,1,7,202,62,3,11,32,5,76,55,1,3,14,7,4,2,7,2,5,0,0,4,0,0,1,2,2,1,0,0,0,0,0,25,21,1,1,5,0,0,0,1,1,0,0,0,4,2,1,2,1,1,7,5
14 - Φλώρινας,9 E.T. Δήμου Αμυνταίου,372,224,2,0,2,222,43,1,6,24,8,142,99,3,0,31,5,0,3,5,1,2,0,0,5,1,0,0,1,1,0,0,0,0,0,0,13,9,0,0,0,0,0,0,1,0,1,0,0,4,0,1,2,1,0,1,1
14 - Φλώρινας,10 E.T. Δήμου Αμυνταίου,451,241,9,2,11,230,89,4,5,37,25,75,52,1,0,20,8,1,2,10,5,2,1,0,4,1,2,0,0,2,0,0,0,0,1,0,23,17,1,1,2,0,0,0,1,0,0,1,0,8,1,5,2,0,0,4,3
14 - Φλώρινας,11 E.T. Δήμου Αμυνταίου,542,199,4,0,4,195,70,3,1,37,14,89,50,4,1,26,9,2,4,7,2,3,0,1,4,1,3,0,0,1,0,0,0,0,1,0,7,5,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,1,0
14 - Φλώρινας,12 E.T. Δήμου Αμυνταίου,507,155,1,1,2,153,47,1,0,19,20,66,36,4,0,18,6,1,2,9,2,2,0,1,1,0,0,0,0,3,1,0,0,0,1,0,5,4,0,1,0,0,0,0,6,6,0,0,0,6,3,0,0,0,0,3,3
14 - Φλώρινας,13 E.T. Δήμου Αμυνταίου,533,297,1,2,3,294,87,5,6,19,29,137,65,5,1,59,12,3,3,12,6,3,0,0,14,1,10,1,1,3,1,0,0,0,0,0,11,7,0,1,0,0,0,0,0,0,0,0,0,13,7,1,3,0,0,2,2
14 - Φλώρινας,14 E.T. Δήμου Αμυνταίου,539,297,4,1,5,292,84,4,7,24,29,133,60,6,1,53,5,2,3,15,5,2,5,2,20,2,12,0,0,2,1,0,0,0,2,0,13,5,1,2,0,0,0,0,3,2,1,0,0,5,0,1,4,0,0,6,2
14 - Φλώρινας,15 E.T. Δήμου Αμυνταίου,563,275,1,2,3,272,90,1,9,21,46,118,38,2,3,65,6,1,4,17,9,2,2,1,8,0,4,1,1,2,0,0,0,0,0,0,16,13,1,0,0,0,0,0,0,0,0,0,0,7,2,1,2,1,1,6,4
14 - Φλώρινας,16 E.T. Δήμου Αμυνταίου,539,249,3,4,7,242,62,6,4,11,35,126,42,2,1,76,6,4,2,9,4,5,0,0,8,0,8,0,0,2,2,0,0,0,2,1,9,5,1,2,0,0,0,0,0,0,0,1,1,9,3,3,1,0,0,7,1
14 - Φλώρινας,17 E.T. Δήμου Αμυνταίου,563,241,4,3,7,234,81,5,4,14,44,95,29,3,4,54,7,3,1,15,9,3,2,0,8,0,8,0,0,8,5,2,0,0,0,0,7,4,2,0,0,0,0,0,2,0,1,0,0,5,2,1,4,2,0,2,2
14 - Φλώρινας,18 E.T. Δήμου Αμυνταίου,558,283,5,2,7,276,74,3,5,15,42,128,40,8,0,73,10,6,3,17,3,10,2,2,11,0,10,0,0,5,0,1,0,0,1,0,14,11,1,0,1,1,0,0,0,0,0,2,1,6,4,0,0,0,0,7,5
14 - Φλώρινας,19 E.T. Δήμου Αμυνταίου,339,237,6,2,8,229,93,1,5,32,37,76,26,5,0,38,9,2,3,11,4,5,0,0,9,0,5,0,0,2,1,0,0,0,1,0,13,8,3,1,0,0,0,0,0,0,0,1,0,8,3,0,2,1,0,4,2
14 - Φλώρινας,20 E.T. Δήμου Αμυνταίου,218,138,1,1,2,136,38,1,2,9,16,55,31,2,0,17,5,0,2,12,1,4,1,1,6,1,4,0,0,1,0,0,0,0,0,0,10,6,0,3,1,1,0,0,1,0,0,0,0,6,2,1,1,0,0,0,0
14 - Φλώρινας,21 E.T. Δήμου Αμυνταίου,485,151,2,0,2,149,60,1,3,24,42,57,40,2,1,13,1,3,2,4,5,0,1,1,11,0,5,0,0,1,0,0,0,0,0,0,9,6,1,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0
14 - Φλώρινας,22 E.T. Δήμου Αμυνταίου,476,207,2,1,3,204,84,0,0,26,46,87,51,5,0,28,4,4,0,6,1,2,1,1,5,0,4,0,0,1,0,1,0,0,1,1,7,2,0,1,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,3,1
14 - Φλώρινας,23 E.T. Δήμου Αμυνταίου,450,189,0,1,1,188,70,0,0,16,47,77,52,1,1,20,4,2,0,5,0,3,0,0,14,3,7,1,0,1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,1,1,0,0,0,7,1,3,1,0,0,1,0
14 - Φλώρινας,24 E.T. Δήμου Αμυνταίου,480,151,2,0,2,149,60,1,2,7,43,57,40,2,1,14,1,0,0,4,1,0,0,1,11,1,7,2,0,1,0,1,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0
14 - Φλώρινας,25 E.T. Δήμου Αμυνταίου,571,162,2,4,6,156,83,1,2,31,33,34,14,2,11,2,1,0,0,12,2,3,0,1,2,0,1,1,0,3,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
14 - Φλώρινας,26 E.T. Δήμου Αμυνταίου,583,179,6,4,10,169,70,3,2,22,18,52,25,3,3,18,0,0,0,12,1,2,0,0,1,0,0,0,0,2,0,0,0,0,3,0,24,24,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1
14 - Φλώρινας,27 E.T. Δήμου Αμυνταίου,584,174,3,2,5,169,70,2,1,26,33,64,33,4,6,15,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,24,22,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3,1,1,1,0
14 - Φλώρινας,28 E.T. Δήμου Αμυνταίου,558,160,1,1,2,158,64,2,5,15,32,50,33,2,3,11,3,1,2,12,5,3,2,0,13,1,5,3,0,4,3,0,0,0,0,0,8,7,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0
14 - Φλώρινας,29 E.T. Δήμου Αμυνταίου,482,259,4,2,6,253,162,0,3,10,136,48,22,5,0,20,0,0,0,10,7,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,8,5,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,3,1
14 - Φλώρινας,30 E.T. Δήμου Αμυνταίου,509,227,3,3,6,221,131,0,2,11,109,43,24,3,0,14,1,0,0,7,2,0,2,1,11,1,6,1,0,3,1,0,0,0,1,0,7,4,1,0,2,1,0,0,2,1,0,0,0,9,4,0,1,0,0,3,0
14 - Φλώρινας,31 E.T. Δήμου Αμυνταίου,480,266,1,0,1,265,158,0,1,15,126,56,30,5,0,18,3,1,1,15,6,3,4,1,12,0,7,1,3,2,1,0,0,0,1,0,3,2,1,0,0,0,0,0,1,0,0,2,2,8,0,1,0,0,0,4,2
14 - Φλώρινας,32 E.T. Δήμου Αμυνταίου,367,147,3,3,6,141,72,0,1,24,35,41,21,1,1,15,4,1,0,9,4,2,1,0,1,0,0,0,1,2,0,1,0,0,0,0,8,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0
14 - Φλώρινας,33 E.T. Δήμου Αμυνταίου,422,168,4,0,4,164,70,1,5,9,48,66,30,1,1,32,5,1,2,3,2,1,0,0,6,0,4,2,0,0,0,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,3,2,1,4,3,0,3,2
14 - Φλώρινας,34 E.T. Δήμου Αμυνταίου,273,141,3,0,3,138,30,2,11,7,3,53,27,6,0,18,5,1,3,20,15,3,1,0,8,0,2,0,3,1,0,0,0,0,0,0,12,5,4,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,2
14 - Φλώρινας,35 E.T. Δήμου Αμυνταίου,235,138,0,2,2,136,36,5,10,15,1,72,47,0,1,20,4,2,2,12,4,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,2,1,1,2,1,0,2,1
14 - Φλώρινας,36 E.T. Δήμου Αμυνταίου,464,233,4,1,5,228,85,10,6,16,34,60,42,5,3,4,0,0,0,16,2,6,1,2,13,1,3,2,0,0,0,0,0,0,5,3,19,18,0,0,1,0,1,0,4,1,1,0,0,19,4,5,0,0,0,5,2
14 - Φλώρινας,37 E.T. Δήμου Αμυνταίου,504,258,5,5,10,248,116,3,12,24,49,49,32,5,0,5,1,0,1,15,3,1,2,2,18,1,5,4,2,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,1,0,13,2,2,1,0,0,5,1
14 - Φλώρινας,38 E.T. Δήμου Αμυνταίου,417,211,1,3,4,207,78,4,2,48,10,75,48,4,3,14,7,2,4,26,11,6,4,1,2,0,0,1,0,0,0,0,0,0,1,1,13,11,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,1
14 - Φλώρινας,39 E.T. Δήμου Αμυνταίου,458,249,3,6,9,240,81,5,3,30,24,99,44,19,0,33,7,2,1,14,2,8,0,1,7,2,0,1,0,2,1,0,0,0,0,0,10,6,2,0,0,0,0,0,0,0,0,1,0,9,1,3,1,0,0,9,6
14 - Φλώρινας,40 E.T. Δήμου Αμυνταίου,455,269,5,4,9,260,87,4,9,38,21,120,67,13,2,33,10,6,2,14,7,6,0,0,4,0,4,0,0,5,1,1,0,0,2,2,10,8,0,0,1,0,0,0,0,0,0,0,0,3,0,1,2,1,1,2,0
14 - Φλώρινας,41 E.T. Δήμου Αμυνταίου,486,165,0,2,2,163,40,2,3,25,3,92,49,5,2,26,0,0,0,5,0,1,1,2,14,1,7,3,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,1,0,0,0,3,2,1,3,1,0,0,0
14 - Φλώρινας,42 E.T. Δήμου Αμυνταίου,346,183,4,0,4,179,32,4,3,10,3,103,82,3,1,9,1,0,0,15,1,7,5,1,3,0,1,0,0,4,1,1,0,0,0,0,16,14,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0
14 - Φλώρινας,43 E.T. Δήμου Αμυνταίου,291,143,2,0,2,141,40,5,11,14,2,50,40,0,0,5,6,1,3,10,2,1,2,0,2,1,0,1,0,1,0,0,0,0,0,0,18,16,0,0,0,0,0,0,1,0,0,0,0,6,0,2,0,0,0,7,1
14 - Φλώρινας,44 E.T. Δήμου Αμυνταίου,351,201,4,1,5,196,42,4,12,18,2,94,64,1,1,21,7,4,2,8,2,3,1,1,8,0,1,1,3,4,2,0,0,0,0,0,24,14,1,0,0,0,0,0,1,0,1,0,0,2,0,0,3,0,0,3,2
14 - Φλώρινας,45 E.T. Δήμου Αμυνταίου,408,231,6,6,12,219,33,0,4,13,4,105,70,5,0,25,8,1,6,18,2,11,1,0,2,1,0,0,0,1,1,0,0,0,0,0,38,19,1,17,0,0,0,0,2,2,0,0,0,5,0,3,4,0,0,3,2
14 - Φλώρινας,46 E.T. Δήμου Αμυνταίου,400,198,4,2,6,192,47,3,10,20,6,80,58,4,1,14,16,6,9,11,0,2,3,1,1,0,1,0,0,5,2,0,0,0,0,0,20,13,1,1,0,0,0,0,0,0,0,1,0,6,2,1,1,1,0,4,4
14 - Φλώρινας,47 E.T. Δήμου Αμυνταίου,403,195,3,1,4,191,44,5,6,16,7,95,63,3,6,13,10,0,4,12,0,5,3,0,10,1,8,0,0,2,2,0,0,0,1,0,10,7,1,0,0,0,0,0,1,1,0,0,0,5,0,1,0,0,0,1,0
14 - Φλώρινας,48 E.T. Δήμου Αμυνταίου,493,252,7,0,7,245,63,4,12,25,7,121,85,4,0,18,14,3,6,12,2,3,2,0,0,0,0,0,0,2,0,1,0,0,1,0,23,14,3,2,1,0,0,0,0,0,0,0,0,2,1,1,1,0,0,5,4
14 - Φλώρινας,49 E.T. Δήμου Αμυνταίου,282,165,1,1,2,163,18,3,3,6,1,86,55,1,1,19,8,0,6,16,2,11,0,0,6,0,6,0,0,4,1,1,0,0,0,0,12,8,0,1,0,0,0,0,2,0,1,0,0,7,0,0,0,0,0,4,1
14 - Φλώρινας,50 E.T. Δήμου Αμυνταίου,338,195,2,1,3,192,42,4,5,9,9,96,80,0,5,7,14,7,2,10,1,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,20,10,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,1
14 - Φλώρινας,51 E.T. Δήμου Αμυνταίου,574,262,1,1,2,260,61,12,11,28,8,136,107,2,4,23,14,5,2,19,1,7,3,1,3,0,2,0,1,1,0,1,0,0,0,0,14,8,2,1,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,5,1
14 - Φλώρινας,52 E.T. Δήμου Αμυνταίου,204,120,1,2,3,117,31,4,1,8,7,29,26,1,1,1,9,4,2,7,2,1,1,0,1,0,0,0,0,4,1,1,0,0,0,0,30,15,4,7,0,0,0,0,2,0,1,0,0,2,1,0,1,1,0,1,0
14 - Φλώρινας,53 E.T. Δήμου Αμυνταίου,504,305,3,4,7,298,115,11,15,54,16,91,68,5,3,13,3,3,0,32,0,5,26,0,16,0,0,1,0,9,4,1,0,0,0,0,14,11,1,2,1,1,0,0,1,1,0,1,1,8,4,4,2,1,0,5,3
14 - Φλώρινας,54 E.T. Δήμου Αμυνταίου,498,314,6,2,8,306,144,11,10,63,25,70,45,6,1,4,12,2,2,28,0,8,12,0,15,0,9,1,0,3,1,0,0,0,0,0,12,10,0,1,2,0,0,0,0,0,0,1,1,14,3,1,1,0,1,4,3
14 - Φλώρινας,55 E.T. Δήμου Αμυνταίου,492,280,1,6,7,273,114,10,10,46,18,59,40,0,1,7,7,4,0,38,3,5,26,0,23,0,12,1,0,3,0,1,0,0,0,0,10,6,0,1,0,0,0,0,2,1,1,2,1,10,2,0,1,1,0,4,4
14 - Φλώρινας,56 E.T. Δήμου Αμυνταίου,500,307,4,0,4,303,117,4,14,39,23,82,48,11,2,8,10,3,2,27,0,2,18,0,18,1,13,1,1,5,0,0,0,0,2,0,18,12,2,2,0,0,1,0,0,0,0,1,1,12,2,4,0,0,0,10,5
14 - Φλώρινας,57 E.T. Δήμου Πρεσπών,619,183,1,0,1,182,42,4,4,25,2,126,98,4,5,4,1,0,1,6,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0
14 - Φλώρινας,58 E.T. Δήμου Πρεσπών,233,21,0,0,0,21,4,0,2,1,0,13,0,1,7,0,0,0,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14 - Φλώρινας,59 E.T. Δήμου Πρεσπών,276,44,1,0,1,43,17,0,3,8,2,23,13,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14 - Φλώρινας,60 E.T. Δήμου Πρεσπών,460,90,1,1,2,88,34,7,3,9,6,34,19,5,6,1,2,0,2,3,0,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,1
14 - Φλώρινας,61 E.T. Δήμου Πρεσπών,443,97,0,0,0,97,30,4,1,6,13,40,29,4,2,3,2,1,0,15,0,6,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,1,3,0,0,0,2,1
14 - Φλώρινας,62 E.T. Δήμου Πρεσπών,182,107,0,0,0,107,28,8,1,14,1,47,39,1,1,0,4,1,2,14,0,1,0,9,4,0,0,0,3,2,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0
14 - Φλώρινας,63 E.T. Δήμου Πρεσπών,634,159,6,0,6,153,33,2,1,10,13,76,42,12,2,17,3,1,1,17,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,12,2,2,0,0,0,4,3
14 - Φλώρινας,64 E.T. Δήμου Πρεσπών,590,52,2,0,2,50,23,1,2,9,7,16,12,0,0,1,2,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0
14 - Φλώρινας,65 E.T. Δήμου Πρεσπών,595,37,0,0,0,37,15,6,0,4,0,7,3,0,0,1,1,1,0,7,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,66 E.T. Δήμου Πρεσπών,454,76,0,1,1,75,17,0,1,6,2,43,35,0,5,0,1,0,0,6,0,3,0,3,2,0,0,0,0,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
14 - Φλώρινας,67 E.T. Δήμου Πρεσπών,308,120,1,0,1,119,34,2,1,19,4,68,56,4,0,0,1,1,0,9,0,4,0,4,6,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14 - Φλώρινας,68 E.T. Δήμου Πρεσπών,460,81,2,0,2,79,27,2,2,10,2,32,16,7,2,5,4,2,2,6,2,3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0
14 - Φλώρινας,69 E.T. Δήμου Πρεσπών,336,116,3,2,5,111,27,3,2,12,6,52,24,0,10,8,2,1,0,14,0,6,0,5,3,0,0,0,0,0,0,0,0,0,0,0,8,5,2,0,0,0,0,0,1,0,1,0,0,2,0,0,1,1,0,1,0
14 - Φλώρινας,70 E.T. Δήμου Πρεσπών,216,50,0,0,0,50,17,2,2,9,3,13,5,5,3,0,2,0,2,6,0,0,1,4,2,0,0,0,0,0,0,0,0,0,1,1,6,5,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0
14 - Φλώρινας,71 E.T. Δήμου Πρεσπών,234,83,2,0,2,81,28,5,3,16,2,46,29,6,4,2,0,0,0,1,0,0,0,1,3,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
14 - Φλώρινας,72 E.T. Δήμου Πρεσπών,158,73,0,4,4,69,30,3,2,15,6,30,25,0,3,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1
14 - Φλώρινας,73 E.T. Δήμου Πρεσπών,190,15,0,0,0,15,7,1,0,3,2,6,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,74 E.T. Δήμου Πρεσπών,540,107,0,1,1,106,50,1,2,24,12,38,28,6,2,0,1,1,0,2,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
14 - Φλώρινας,75 E.T. Δήμου Φλώρινας,399,128,2,0,2,126,37,4,4,16,9,59,44,2,4,4,9,4,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,2,2,12,8,2,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
14 - Φλώρινας,76 E.T. Δήμου Φλώρινας,414,84,0,2,2,82,18,2,1,5,6,48,30,7,4,3,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,8,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
14 - Φλώρινας,77 E.T. Δήμου Φλώρινας,394,117,0,2,2,115,40,2,13,11,9,53,39,2,5,2,3,0,2,11,1,8,0,1,2,0,0,0,1,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,78 E.T. Δήμου Φλώρινας,333,60,2,0,2,58,15,0,3,5,4,24,12,1,6,1,1,0,0,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2
14 - Φλώρινας,79 E.T. Δήμου Φλώρινας,419,58,0,0,0,58,28,3,0,13,9,15,10,1,0,2,2,2,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
14 - Φλώρινας,80 E.T. Δήμου Φλώρινας,571,71,1,1,2,69,33,3,0,10,14,24,19,0,2,1,1,1,0,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
14 - Φλώρινας,81 E.T. Δήμου Φλώρινας,525,46,1,0,1,45,17,1,1,8,5,22,16,0,3,1,0,0,0,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14 - Φλώρινας,82 E.T. Δήμου Φλώρινας,357,99,2,0,2,97,38,0,5,11,10,35,21,7,3,0,2,1,0,5,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,8,8,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,0,0
