ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΡΗΤΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Σωτηρίου,ΣΕΜΕΡΤΖΙΔΟΥ ΑΝΝΑ του Σάββα,ΣΗΦΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΤΖΑΚΡΗ ΘΕΟΔΩΡΑ του Εμμανουήλ,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΖΗΣΗΣ του Αθανασίου,Νέα Δημοκρατία,ΒΑΣΙΛΕΙΑΔΗΣ ΒΑΣΙΛΕΙΟΣ (ΛΑΚΗΣ) του Νικολάου,ΖΩΓΡΑΦΟΥ - ΤΣΑΝΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΚΑΡΑΣΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΟΖΙΔΟΥ ΝΙΚΟΛΕΤΤΑ του Οδυσσέα,ΣΤΑΜΕΝΙΤΗΣ ΔΙΟΝΥΣΙΟΣ του Ευαγγέλου,ΦΟΥΝΤΟΥΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αχιλλέα,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΚΑΤΣΑΡΑ-ΧΡΗΣΤΟΥ ΕΙΡΗΝΗ του Νικολάου,ΚΟΥΡΤΙΔΗΣ ΘΩΜΑΣ του Χαραλάμπους,ΣΑΧΙΝΙΔΗΣ ΙΩΑΝΝΗΣ του Ισαάκ,ΤΑΠΚΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κίνημα Αλλαγής,ΑΛΕΞΑΝΔΡΙΔΟΥ ΡΑΧΗΛ του Νικολάου,ΖΑΡΟΓΟΥΛΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αριστοτέλη,ΜΑΚΡΙΔΟΥ ΑΓΑΘΗ του Βασιλείου,ΜΠΟΓΔΑΝΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΠΑΠΑΔΑΚΗ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Γεωργίου,ΠΑΠΑΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ιωάννη,Κ.Κ.Ε.,ΔΡΟΣΟΓΛΟΥ ΣΤΑΥΡΟΣ του Νικολάου,ΜΠΟΥΦΚΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΥΜΠΙΑ του Νικολάου,ΣΟΥΜΕΛΙΔΗΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΤΣΙΤΣΑΓΚΑΣ ΧΑΡΑΛΑΜΠΟΣ του Ιωακείμ,ΧΑΤΖΗΒΑΣΙΛΕΙΑΔΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γεωργίου,Ένωση Κεντρώων,ΑΝΑΣΤΑΣΙΟΥ ΣΤΑΥΡΟΣ του Ιωάννη,ΔΗΜΟΠΟΥΛΟΥ ΑΓΓΕΛΙΚΗ του Χαραλάμπους,ΔΟΥΛΚΕΡΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΚΑΤΣΑΝΟΥ ΕΛΕΥΘΕΡΙΑ του Χαρίλαου,ΠΟΥΣΙΝΗΣ ΣΤΑΥΡΟΣ του Πέτρου,Ο.Κ.Δ.Ε.,ΓΑΤΣΟΥ ΙΟΡΔΑΝΑ του Ευάγγελου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΑΤΙΔΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΛΟΥΣΙΩΤΗΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΜΠΑΚΑΛΑΚΗ ΟΛΓΑ του Κωνσταντίνου,Ελλήνων Συνέλευσις,ΔΑΝΑΣ ΑΡΓΥΡΙΟΣ του Σταύρου,ΔΙΠΛΑΡΙΔΟΥ ΕΙΡΗΝΗ του Χαραλάμπους,ΔΙΣΚΟΥ ΠΑΡΑΣΚΕΥΗ του Παύλου,ΜΑΤΖΑΡΗΣ ΑΡΙΣΤΕΙΔΗΣ του Γεωργίου,ΟΡΜΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΦΑΝΤΙΔΗΣ ΦΩΤΙΟΣ του Χαράλαμπου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΥΓΕΡΟΥ ΜΑΡΙΑΝΝΑ του Αθανασίου,ΔΕΛΛΙΟΣ ΓΡΗΓΟΡΙΟΣ του Αντωνίου,ΚΑΠΕΤΑΝΙΔΗΣ ΖΑΦΕΙΡΙΟΣ του Ιωάννη,ΚΟΥΚΟΥΛΗΣ ΓΕΩΡΓΙΟΣ του Ελευθερίου,ΤΡΙΚΑΛΙΩΤΗ ΑΙΚΑΤΕΡΙΝΗ του Αποστόλου,ΤΣΕΜΠΕΡΛΙΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Αναστασίου,Κ.Κ.Ε. (μ-λ),ΖΑΓΓΑΝΑΣ ΠΑΝΑΓΙΩΤΗΣ του Ταξιάρχη,ΚΟΤΑΝΙΔΟΥ ΜΑΡΙΑ του Δημητρίου ,ΠΑΠΑΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Μ-Λ Κ.Κ.Ε.,ΣΟΥΛΙΩΤΗ ΣΟΦΙΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΕΥΘΥΜΙΑΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΚΚΙΝΟΜΑΓΟΥΛΟΥ ΜΑΡΙΑ του Ίον,Λαϊκή Ενότητα,ΚΡΗΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΜΗΛΩΣΗ ΝΙΝΑ του Χρήστου,ΤΟΠΑΛΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Χρυσοβέργη,ΜέΡΑ25,ΔΟΥΡΔΟΥΜΠΑΚΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΑΡΚΟΥΔΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Αθανασίου,ΜΑΥΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΙΚΗ) του Κυριάκου,ΠΟΖΑΡΛΗΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΤΟΥΣΙΑΣ ΛΕΩΝΙΔΑΣ του Αθανασίου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΚΡΙΔΗΣ ΦΩΤΙΟΣ του Ευαγγέλου,ΜΑΤΣΑΚΙΔΟΥ ΑΝΘΙΑ του Βασιλείου -  Ελευθερίου,ΜΠΟΣΝΕΑ ΣΟΦΙΑ του Ιωάννη,ΧΑΪΔΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΡΕΝΤΖΟΥΛΑΣ ΑΝΔΡΕΑΣ του Γεωργίου ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΤΣΟΠΑΝΟΓΛΟΥ ΕΥΣΤΡΑΤΙΟΣ του Ευθυμίου
11 - Πέλλας,234 E.T. Δήμου Πέλλας,336,187,7,1,8,179,35,2,12,1,2,21,5,94,17,16,49,3,36,25,6,0,0,0,0,15,10,3,2,0,1,9,5,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,1,6,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,8,0
11 - Πέλλας,235 E.T. Δήμου Πέλλας,416,292,5,2,7,285,67,7,15,4,13,48,4,136,73,26,66,0,37,21,14,0,0,0,0,28,15,8,7,6,0,5,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,18,5,5,1,2,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,1,1,1,1,0,4,0,0,0,0,0,0,4,0
11 - Πέλλας,236 E.T. Δήμου Πέλλας,520,258,5,0,5,253,69,8,25,8,19,26,21,100,28,11,49,5,40,26,7,0,0,0,0,33,13,10,2,0,6,17,3,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,20,6,6,2,5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,1,0,6,0,0,0,0,0,0,5,0
11 - Πέλλας,237 E.T. Δήμου Πέλλας,525,286,2,0,2,284,86,10,29,4,29,38,10,124,45,14,53,2,39,50,4,0,0,0,0,22,9,3,2,1,6,14,3,1,1,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,9,7,2,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,4,0
11 - Πέλλας,238 E.T. Δήμου Πέλλας,532,261,6,1,7,254,93,5,20,5,30,48,18,92,27,16,38,0,55,16,8,0,0,0,0,27,12,7,3,4,3,9,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,2,5,0,5,0,2,0,0,0,0,1,0,1,0,0,1,0,0,0,4,1,0,0,0,0,4,0,0,0,0,0,0,2,0
11 - Πέλλας,239 E.T. Δήμου Πέλλας,561,295,2,1,3,292,119,4,38,2,45,54,24,82,25,16,29,2,34,25,4,0,0,0,0,32,14,6,5,3,4,14,5,1,1,2,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,23,3,3,6,3,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,1,2,2,1,3,0,0,0,0,0,0,3,0
11 - Πέλλας,240 E.T. Δήμου Πέλλας,565,279,2,0,2,277,90,2,22,3,40,44,13,104,22,34,50,2,45,20,6,0,0,0,0,36,18,4,8,2,8,14,3,0,0,2,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,6,5,6,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,7,0,0,0,0,0,0,4,0
11 - Πέλλας,241 E.T. Δήμου Πέλλας,446,310,2,2,4,306,86,4,21,1,29,49,8,134,35,15,70,4,57,30,9,0,0,0,0,32,21,6,1,2,1,5,3,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,1,6,1,7,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,7,0
11 - Πέλλας,242 E.T. Δήμου Πέλλας,428,294,1,0,1,293,62,6,13,4,23,42,8,153,33,30,78,5,64,25,14,0,0,0,0,16,10,6,0,0,0,6,12,0,1,4,0,1,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,5,10,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,5,0
11 - Πέλλας,243 E.T. Δήμου Πέλλας,446,277,3,2,5,272,78,3,44,3,11,47,4,105,25,8,49,1,67,54,15,0,0,0,0,40,38,4,1,0,3,19,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,5,3,1,3,1,1,1,0,0,0,0,0,1,0,0,3,0,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,3,0
11 - Πέλλας,244 E.T. Δήμου Πέλλας,305,216,0,1,1,215,46,2,11,2,10,12,10,106,47,16,49,4,38,8,8,0,0,0,0,28,4,0,3,1,1,26,5,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,6,0
11 - Πέλλας,245 E.T. Δήμου Πέλλας,482,300,5,3,8,292,83,4,16,5,26,42,27,119,35,20,62,4,38,25,17,0,0,0,0,36,20,1,1,3,3,28,6,0,0,3,1,0,3,9,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,7,0,3,2,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,5,1,1,2,0,1,1,0,0,0,0,0,0,1,0
11 - Πέλλας,246 E.T. Δήμου Πέλλας,482,319,2,4,6,313,87,5,10,2,21,62,21,143,33,10,65,4,69,32,10,3,1,7,5,34,22,2,3,3,5,18,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,7,1,3,1,0,0,0,0,0,0,0,4,3,3,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,1
11 - Πέλλας,247 E.T. Δήμου Πέλλας,480,326,6,0,6,320,107,0,25,2,41,66,20,128,33,13,63,4,37,41,9,3,1,5,2,26,11,1,1,1,4,14,8,1,0,5,0,0,1,6,2,1,2,2,1,0,0,1,0,0,0,1,1,0,1,0,0,0,16,1,3,1,1,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,8,2,1,0,1,1,2,1,0,0,0,0,0,7,4
11 - Πέλλας,248 E.T. Δήμου Πέλλας,484,338,3,0,3,335,120,5,27,8,41,78,22,121,25,18,67,5,60,19,12,4,1,7,5,45,24,0,0,7,6,29,0,0,0,0,0,0,0,14,4,0,3,2,1,0,0,1,1,0,1,1,0,1,1,0,0,0,9,2,2,4,2,3,1,0,0,0,0,0,0,2,2,2,0,0,0,0,8,0,1,3,3,1,1,0,1,1,0,0,0,1,0
11 - Πέλλας,249 E.T. Δήμου Πέλλας,275,165,0,1,1,164,30,2,8,3,5,10,3,85,33,12,44,1,23,10,3,0,0,0,0,18,13,1,1,1,0,4,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,9,2,2,1,2,1,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,7,2,1,1,1,0,0,3,1
11 - Πέλλας,250 E.T. Δήμου Πέλλας,318,206,2,1,3,203,66,5,5,4,11,43,10,72,21,17,38,3,21,7,8,0,0,0,0,32,18,2,3,2,3,14,4,0,1,0,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,1,0,3,0,0,0,0,0,0,3,0
11 - Πέλλας,251 E.T. Δήμου Πέλλας,497,320,4,1,5,315,69,6,12,7,16,29,14,170,33,19,98,12,59,38,15,4,2,9,3,14,9,3,0,0,1,5,2,0,0,2,0,0,2,6,1,2,1,0,1,0,0,1,0,0,1,9,0,8,1,0,0,0,11,4,2,1,3,1,1,0,0,0,0,0,0,2,1,0,1,0,1,0,5,1,2,1,0,1,5,2,0,1,0,0,0,5,3
11 - Πέλλας,252 E.T. Δήμου Πέλλας,499,345,5,4,9,336,78,4,16,5,26,37,18,190,44,32,95,16,71,48,20,0,0,0,0,11,6,2,2,2,1,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14,1,3,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,8,3,4,0,1,1,2,0,0,0,0,0,0,6,0
11 - Πέλλας,253 E.T. Δήμου Πέλλας,510,281,1,0,1,280,61,3,13,4,18,34,9,149,22,18,88,4,52,31,10,1,1,6,4,20,10,2,0,1,4,10,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,1,4,2,3,1,0,0,0,0,0,2,1,1,0,0,0,0,12,0,9,1,0,2,4,4,0,3,0,0,0,3,1
11 - Πέλλας,254 E.T. Δήμου Πέλλας,514,321,3,0,3,318,100,2,29,4,28,32,23,145,22,11,72,9,55,42,22,6,5,15,3,9,7,0,1,0,3,3,4,1,1,2,0,0,1,5,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,15,8,5,0,2,2,3,0,0,0,0,0,0,2,1,0,0,0,0,0,8,1,4,0,4,0,1,0,0,0,0,0,0,5,2
11 - Πέλλας,255 E.T. Δήμου Πέλλας,510,314,2,3,5,309,64,1,15,2,17,34,4,150,39,4,100,10,55,20,6,2,0,2,2,28,15,4,2,4,3,10,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,38,2,19,2,9,0,5,0,0,0,0,0,0,3,3,2,0,0,0,0,4,0,0,1,1,2,1,1,0,0,0,0,0,8,3
11 - Πέλλας,256 E.T. Δήμου Πέλλας,413,289,0,2,2,287,66,3,10,4,15,43,10,156,31,27,83,10,65,22,15,0,0,0,0,12,7,1,0,2,1,4,13,0,2,9,3,0,10,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,3,4,1,1,2,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
11 - Πέλλας,257 E.T. Δήμου Πέλλας,476,349,4,1,5,344,110,10,12,11,20,76,11,161,28,25,91,12,45,30,14,3,3,5,2,20,14,6,0,3,0,9,12,0,1,4,2,0,5,4,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,15,5,5,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,3,0,0,1,0,0,0,0
11 - Πέλλας,258 E.T. Δήμου Πέλλας,404,269,1,1,2,267,78,2,17,5,9,57,9,121,30,23,54,6,45,22,13,0,0,0,0,18,6,0,0,2,6,8,10,0,1,3,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,4,3,1,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,1,3,0,0,0,0,0,0,0,2,0
11 - Πέλλας,259 E.T. Δήμου Πέλλας,550,346,0,3,3,343,58,3,13,5,9,28,1,165,58,64,90,6,26,31,10,0,0,0,0,55,37,6,3,10,3,21,3,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,4,5,2,3,3,4,0,0,0,0,0,0,4,0,0,0,0,0,0,10,2,2,0,1,1,2,0,0,0,0,0,0,12,0
11 - Πέλλας,260 E.T. Δήμου Πέλλας,424,274,2,0,2,272,91,6,34,4,11,0,15,92,16,23,50,6,42,14,7,0,0,0,0,39,21,6,2,0,5,18,7,1,0,0,4,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,4,11,2,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,1,3,1,1,0,0,0,0,0,0,8,0
11 - Πέλλας,261 E.T. Δήμου Πέλλας,490,348,4,3,7,341,139,3,7,3,18,100,14,128,33,12,84,6,32,21,14,0,0,0,0,15,2,10,2,1,2,10,8,1,3,3,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,4,3,4,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,4,1,2,2,1,0,2,0,0,0,0,0,0,11,0
11 - Πέλλας,262 E.T. Δήμου Πέλλας,490,335,3,0,3,332,123,5,19,3,9,98,10,146,20,23,92,1,48,20,10,0,0,0,0,15,1,1,1,0,1,4,10,1,2,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,1,1,0,4,0,0,0,0,0,0,4,0
11 - Πέλλας,263 E.T. Δήμου Πέλλας,488,337,2,3,5,332,103,6,16,4,69,11,11,154,25,15,93,4,50,32,10,0,0,0,0,17,2,4,2,0,1,10,8,1,3,2,0,0,4,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,18,6,6,0,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,1,1,0,0,0,0,0,0,5,0
11 - Πέλλας,264 E.T. Δήμου Πέλλας,481,310,1,1,2,308,129,18,10,7,13,99,16,110,14,22,64,2,49,15,14,0,0,0,0,26,3,8,2,0,3,13,9,2,3,4,1,0,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,1,0,3,0,0,0,0,0,0,5,0
11 - Πέλλας,265 E.T. Δήμου Πέλλας,491,338,1,2,3,335,126,2,8,6,7,100,12,144,20,16,94,9,50,19,8,0,0,0,0,10,0,7,1,0,2,1,9,0,0,1,1,0,5,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,1,3,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,1,0,0,0,0,0,0,0,0,0,8,0
11 - Πέλλας,266 E.T. Δήμου Πέλλας,526,289,3,3,6,283,80,9,6,5,14,46,5,103,27,9,34,3,39,19,20,0,0,0,0,15,11,0,2,0,1,4,21,4,2,5,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,2,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,7,0,3,2,0,0,2,0,0,0,0,0,0,2,0
11 - Πέλλας,267 E.T. Δήμου Πέλλας,510,331,1,2,3,328,107,18,22,8,22,51,11,128,30,12,58,7,36,34,23,7,4,15,2,14,4,5,2,0,1,9,19,2,1,7,2,0,6,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,0,1,1,0,1,0,0,0,1,0,1,0,0,2,1,1,0,8,1,3,4,1,1,5,0,0,0,0,0,0,6,0
11 - Πέλλας,268 E.T. Δήμου Πέλλας,531,373,2,1,3,370,110,0,0,0,0,0,0,116,0,0,0,0,0,0,30,0,0,0,0,22,0,0,0,0,0,0,24,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,1,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,3,0
11 - Πέλλας,269 E.T. Δήμου Πέλλας,407,267,1,1,2,265,62,6,12,3,15,35,17,129,3,21,75,5,43,20,6,3,0,0,0,15,3,4,2,1,1,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,15,3,2,1,5,4,4,0,0,0,0,0,0,6,0,0,0,0,0,0,9,0,2,3,3,0,3,0,0,0,0,0,0,10,0
11 - Πέλλας,270 E.T. Δήμου Πέλλας,452,291,2,2,4,287,69,3,6,6,7,47,12,124,27,25,52,8,48,14,10,0,0,0,0,32,10,8,1,3,0,19,5,0,0,0,1,0,1,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,20,5,8,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,2,1,0,5,0,0,0,0,0,0,6,0
11 - Πέλλας,271 E.T. Δήμου Πέλλας,425,281,3,1,4,277,84,8,8,6,10,48,11,133,39,24,56,11,36,22,6,0,0,0,0,22,7,5,0,5,4,10,4,0,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,2,3,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,1,1,0,0,3,0,0,0,0,0,0,4,0
11 - Πέλλας,272 E.T. Δήμου Πέλλας,433,292,0,1,1,291,77,6,5,6,14,50,8,139,37,17,70,4,47,28,7,0,0,0,0,29,9,0,4,1,3,21,3,1,0,1,0,1,1,7,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,6,4,3,2,3,0,0,0,0,0,0,5,0
11 - Πέλλας,273 E.T. Δήμου Πέλλας,413,253,4,1,5,248,61,6,9,6,9,25,12,107,25,15,28,3,29,43,7,0,0,0,0,29,6,6,3,0,5,15,18,1,8,3,0,4,15,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,1,1,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,1,0,0,1,0,0,0,0,0,0,2,0
11 - Πέλλας,274 E.T. Δήμου Πέλλας,489,287,4,0,4,283,70,6,13,12,12,37,10,119,27,18,37,6,29,50,14,0,0,0,0,25,7,10,1,3,1,9,9,2,2,4,1,0,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,5,7,1,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,0,2,1,1,0,0,0,0,0,0,0,7,0
11 - Πέλλας,275 E.T. Δήμου Πέλλας,304,169,1,0,1,168,52,9,10,3,5,21,24,54,24,2,10,2,24,11,5,0,0,0,0,32,25,6,7,1,2,8,2,0,0,2,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,1,4,0,0,0,0,0,0,1,0
11 - Πέλλας,276 E.T. Δήμου Πέλλας,396,233,5,1,6,227,53,8,11,4,10,21,18,94,36,5,24,8,38,23,6,0,0,0,0,45,29,8,17,2,4,7,7,0,0,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,3,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,2,0,0,0,0,0,0,4,0
11 - Πέλλας,277 E.T. Δήμου Πέλλας,548,349,4,2,6,343,105,2,17,4,12,42,34,87,19,9,19,3,41,20,8,0,0,0,0,73,21,48,3,0,5,29,7,0,1,3,0,0,1,11,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,23,5,6,5,4,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,13,2,3,6,1,0,3,0,0,0,0,0,0,7,0
11 - Πέλλας,278 E.T. Δήμου Σκύδρας,521,336,4,3,7,329,74,10,13,1,19,38,7,126,48,19,68,7,40,11,9,2,1,0,2,40,27,7,0,3,3,4,16,0,2,1,5,0,7,5,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,33,7,2,5,16,4,4,0,0,0,0,0,0,6,2,1,1,0,0,0,7,1,4,1,0,0,1,0,0,0,0,0,0,9,4
11 - Πέλλας,279 E.T. Δήμου Σκύδρας,476,331,1,1,2,329,93,17,8,4,34,47,4,145,50,13,87,18,46,12,5,3,0,1,0,37,28,1,1,5,4,6,11,3,0,2,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,19,0,4,2,11,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,3,1,1,0,1,0,0,0,0,0,0,0,0
11 - Πέλλας,280 E.T. Δήμου Σκύδρας,480,347,3,2,5,342,83,16,4,6,37,37,3,165,50,21,110,10,43,17,9,4,2,1,3,37,28,2,1,2,2,2,10,0,1,1,5,1,2,1,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,18,5,5,2,5,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,4,4,3,1,1,0,0,0,0,0,0,0,0
