ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΙΑΝΝΑΚΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Αλεξάνδρου,ΖΕΪΜΠΕΚ ΧΟΥΣΕΪΝ του Χασάν,ΜΠΕΖΙΑΤ ΒΑΛΕΝΤΙΝΑ-ΛΥΓΙΑ του Βασιλείου,ΡΟΥΤΣΗ-ΕΥΑΓΓΕΛΙΔΟΥ ΧΡΙΣΤΙΝΑ του Δημητρίου,ΣΤΟΓΙΑΝΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Κωνσταντίνου,Νέα Δημοκρατία,ΠΑΥΛΙΔΟΥ ΜΑΡΙΝΑ του Γεωργίου,ΣΑΛΤΟΥΡΟΣ ΔΗΜΗΤΡΙΟΣ του Παναγιώτη,ΣΙΑΜΠΑΝ ΟΓΛΟΥ ΑΛΕΒ του Σουκρή,ΤΣΙΛΙΓΓΙΡΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Γεωργίου,ΧΑΤΖΗ ΜΕΜΙΣ ΤΟΥΡΚΕΣ του Μεχμέτ,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΑΚΑΚΗΣ ΙΑΚΩΒΟΣ του Γαβριήλ,ΓΚΟΥΤΖΙΜΙΔΗ ΕΙΡΗΝΗ του Ιωάννη,ΓΟΡΙΔΑΡΗ ΚΥΡΙΑΚΗ του Παναγιώτη,ΚΑΠΑΓΕΡΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΟΤΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Κίνημα Αλλαγής,ΑΜΑΞΑ ΑΓΛΑΪΑ του Ευαγγέλου,ΑΝΤΩΝΙΑΔΗΣ ΑΝΕΣΤΗΣ του Κωνσταντίνου,ΚΑΡΑΛΙΔΗΣ ΦΩΤΙΟΣ του Γεωργίου,ΜΠΑΡΑΝ ΜΠΟΥΡΧΑΝ του Νετζαντή,ΣΑΦΕΡ ΟΓΛΟΥ ΝΕΡΙΜΑΝ του Χουσεΐν,Κ.Κ.Ε.,ΒΑΚΙΡΤΖΗΣ ΕΥΑΓΓΕΛΟΣ (ΜΠΑΚΕΡΟ) του Χρήστου,ΜΑΧΑΙΡΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Βίκτωρ,ΡΟΪΔΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΦΩΤΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Πολυκάρπου,ΧΑΤΖΟΓΛΟΥ ΜΟΥΡΑΤ του Σαμπρή,Ένωση Κεντρώων,ΚΥΡΙΑΚΙΔΟΥ ΣΟΝΙΑ του Σέργιου,ΜΠΑΛΤΑΤΖΗΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΠΡΑΠΑΣ ΑΛΚΙΒΙΑΔΗΣ του Παναγιώτη,Ο.Κ.Δ.Ε.,ΝΤΟΥΡΟΥ ΕΛΕΥΘΕΡΙΑ του Θωμά,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΕΞΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Ευαγγέλου,ΜΗΛΙΑΖΗΜ ΤΖΕΜΑΛΗ του Μεχμέτ,Ελλήνων Συνέλευσις,ΚΑΡΑΚΑΣΗΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΟΤΙΕΦ ΕΙΡΗΝΗ του Σέργιου,ΤΣΕΡΝΟΣ ΙΩΑΝΝΗΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΕΥΘΥΜΙΑΔΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου,ΚΟΥΤΕΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Θεοδώρου,ΜΠΑΪΡΑΚΤΑΡΗΣ ΣΩΤΗΡΙΟΣ του Λεωνίδα,ΜΥΛΩΝΑΣ ΓΕΩΡΓΙΟΣ του Ανέστη,ΨΑΡΑΓΚΑΘΟΥ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΑΔΟΥ-ΜΑΡΙΟΛΗ ΜΑΡΙΑ του Παναγιώτη,ΙΩΑΝΝΙΔΟΥ ΕΛΙΣΣΑΒΕΤ (ΒΕΤΑ) του Κωνσταντίνου,ΚΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Μιχαήλ,ΚΟΣΟΓΛΟΥ ΜΟΥΖΑΦΕΡ του Ρασήμ,ΧΑΤΖΗΣΑΒΒΑΣ ΣΤΕΦΑΝΟΣ του Αποστόλου,Μ-Λ Κ.Κ.Ε.,ΠΕΤΡΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΟΤΣΙΚΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,Λαϊκή Ενότητα,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΚΟΣΜΙΔΗΣ ΑΝΤΩΝΙΟΣ του Νικολάου,ΧΑΡΑΛΑΜΠΙΔΟΥ ΕΛΙΣΣΑΒΕΤ του Δημητρίου,ΜέΡΑ25,ΓΙΑΝΝΙΚΗ ΕΛΙΣΣΑΒΕΤ του Ιωάννη,ΠΑΠΑΔΟΥΔΗΣ ΑΝΤΩΝΙΟΣ του Χριστοφόρου,ΤΣΑΜΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΕΡΜΗΓΚΑΣ ΓΕΩΡΓΙΟΣ -  ΑΝΔΡΟΜΑΧΟΣ του Δημητρίου,ΜΠΑΝΑ ΖΩΗ του Γεωργίου,ΤΣΙΜΠΕΡΙΔΗΣ ΙΩΑΝΝΗΣ του Βαλσάμη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΥΡΕΝΤΙΑΔΗΣ ΓΙΑΝΝΗΣ του Πέτρου
3 - Ξάνθης,173 E.T. Δήμου Ξάνθης,549,188,5,3,8,180,79,18,15,3,3,13,55,8,20,1,17,7,6,2,0,0,3,1,11,2,4,2,2,0,10,3,1,0,1,4,2,1,1,0,0,0,1,1,0,0,0,0,0,7,0,1,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,3,0,2,1,1,0,1,1
3 - Ξάνθης,174 E.T. Δήμου Ξάνθης,536,188,2,3,5,183,70,15,17,1,5,9,66,25,14,1,17,3,5,0,0,0,1,1,13,0,6,4,2,0,3,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,8,0,1,3,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,5,1,0,1,4,1,2,0,3,1
3 - Ξάνθης,175 E.T. Δήμου Ξάνθης,480,157,5,7,12,145,62,19,20,4,0,6,47,14,15,1,11,2,4,0,0,0,3,1,7,0,2,1,1,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0,6,2,0,1,1,0,0,0,3,2
3 - Ξάνθης,176 E.T. Δήμου Ξάνθης,554,296,2,4,6,290,100,31,22,3,4,21,99,30,26,0,25,8,11,1,1,2,3,0,20,0,12,5,1,0,7,3,1,0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,16,0,0,9,2,0,0,0,0,0,0,0,0,0,2,1,3,1,1,0,16,7,5,0,11,0,3,1,2,0
3 - Ξάνθης,177 E.T. Δήμου Ξάνθης,548,330,8,2,10,320,87,41,15,2,4,15,131,39,44,0,32,2,10,2,1,1,1,3,31,4,14,6,2,0,7,3,2,1,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,19,3,2,10,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,19,8,7,1,2,0,1,0,8,6
3 - Ξάνθης,178 E.T. Δήμου Ξάνθης,557,373,4,4,8,365,100,39,1,6,14,26,153,44,55,0,48,1,16,2,1,2,2,3,20,3,5,8,0,0,19,9,1,1,2,0,3,1,0,0,0,0,2,0,0,0,0,0,0,21,1,2,13,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,19,11,1,0,4,0,2,0,6,3
3 - Ξάνθης,179 E.T. Δήμου Ξάνθης,564,328,1,1,2,326,88,44,6,0,2,14,146,31,54,0,43,1,8,1,1,0,3,0,22,0,5,12,3,0,9,1,1,0,3,0,2,0,1,0,0,0,1,0,1,0,0,0,0,19,2,1,7,6,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,15,13,2,0,6,1,1,1,6,5
3 - Ξάνθης,180 E.T. Δήμου Ξάνθης,554,356,4,2,6,350,72,37,2,2,7,11,149,30,54,1,45,3,10,2,0,0,1,7,31,1,13,14,0,0,23,8,1,3,5,0,8,3,3,0,0,0,1,1,0,0,0,0,0,20,2,2,11,1,0,2,0,0,0,0,2,0,0,3,2,3,0,1,0,13,5,2,0,8,1,6,1,7,6
3 - Ξάνθης,181 E.T. Δήμου Ξάνθης,561,316,3,2,5,311,89,39,2,2,4,17,124,29,40,1,45,0,16,2,0,1,3,4,18,1,9,4,1,0,8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,3,1,8,2,0,2,0,0,0,0,2,0,0,3,0,2,1,1,0,13,4,2,0,8,2,3,0,9,7
3 - Ξάνθης,182 E.T. Δήμου Ξάνθης,554,328,4,2,6,322,96,35,22,1,5,19,128,37,47,1,28,7,16,1,1,0,2,6,28,0,7,19,0,0,9,4,1,2,2,0,2,1,0,0,0,0,0,0,0,1,0,0,1,10,1,0,5,1,0,3,0,0,2,0,0,0,0,1,0,2,0,1,0,15,6,5,0,7,1,4,1,4,3
3 - Ξάνθης,183 E.T. Δήμου Ξάνθης,548,332,6,3,9,323,91,39,6,3,12,17,140,30,55,0,46,2,6,0,0,0,2,1,23,0,6,15,0,0,12,4,0,2,3,0,7,1,1,2,0,0,4,2,2,2,0,1,0,8,0,2,3,3,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,16,3,2,1,3,2,0,1,5,0
3 - Ξάνθης,184 E.T. Δήμου Ξάνθης,555,310,10,3,13,297,84,30,16,1,9,12,130,20,49,2,38,5,7,2,0,0,3,1,19,0,7,5,3,0,6,3,0,1,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,17,2,0,4,4,0,1,0,1,0,0,0,0,0,3,1,1,0,0,0,15,5,1,0,6,0,1,1,2,1
3 - Ξάνθης,185 E.T. Δήμου Ξάνθης,554,328,3,1,4,324,100,36,8,2,6,24,142,28,43,0,62,0,12,2,0,0,4,1,24,2,8,6,3,0,2,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,2,8,0,1,3,2,0,1,0,0,0,0,0,0,0,4,3,2,0,0,1,12,3,3,1,8,0,3,0,4,1
3 - Ξάνθης,186 E.T. Δήμου Ξάνθης,554,352,3,3,6,346,103,66,2,3,2,18,160,43,59,0,48,0,13,2,1,1,2,5,19,3,5,10,0,0,10,1,0,1,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,10,1,1,4,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,8,6,2,5,1,3,0,4,3
3 - Ξάνθης,187 E.T. Δήμου Ξάνθης,552,295,3,3,6,289,85,47,5,6,5,16,118,22,40,1,41,8,6,1,0,0,0,3,39,1,19,10,6,0,6,2,1,0,3,0,3,0,1,0,0,0,1,1,0,1,0,1,0,9,0,1,7,1,0,2,0,0,1,0,0,0,0,2,0,1,0,1,0,5,2,0,2,6,0,2,1,5,4
3 - Ξάνθης,188 E.T. Δήμου Ξάνθης,551,303,5,3,8,295,103,42,24,3,3,14,130,33,25,2,33,23,5,1,0,0,2,2,20,1,6,9,3,0,7,0,1,1,3,1,4,0,2,0,0,0,0,0,0,1,0,0,1,11,3,1,2,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,7,1,1,1,3,0,1,0,3,2
3 - Ξάνθης,189 E.T. Δήμου Ξάνθης,554,319,2,1,3,316,83,38,3,3,6,12,133,30,37,1,45,2,14,3,0,0,4,4,27,0,17,9,0,0,9,4,0,0,2,0,8,3,3,0,0,0,1,0,0,2,0,1,1,14,1,1,3,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,13,5,3,0,6,0,2,0,4,0
3 - Ξάνθης,190 E.T. Δήμου Ξάνθης,559,315,7,1,8,307,89,41,5,4,8,18,122,18,47,2,38,10,10,1,1,0,1,5,24,1,6,9,2,0,11,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,2,3,3,4,0,2,0,0,0,0,0,0,0,6,2,1,0,1,0,15,8,1,1,3,0,0,0,10,8
3 - Ξάνθης,191 E.T. Δήμου Ξάνθης,554,379,19,4,23,356,84,43,0,7,6,13,162,37,51,0,55,0,17,5,0,0,4,5,17,0,9,5,0,0,18,6,0,2,6,1,4,1,0,0,0,0,1,0,0,0,0,0,0,20,5,1,8,4,1,3,0,1,1,0,0,0,0,1,0,1,0,0,0,19,6,3,1,4,0,0,0,5,3
3 - Ξάνθης,192 E.T. Δήμου Ξάνθης,555,345,6,2,8,337,92,48,2,4,5,13,160,44,60,0,51,3,6,1,1,0,1,1,23,1,3,10,0,0,9,2,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,15,3,2,2,6,1,0,0,0,0,0,0,0,0,1,1,2,0,1,1,12,1,1,1,3,0,2,0,9,5
3 - Ξάνθης,193 E.T. Δήμου Ξάνθης,541,292,6,5,11,281,70,27,8,4,8,7,128,37,33,2,40,3,7,2,0,0,1,2,21,1,4,11,1,2,10,3,0,1,1,0,3,1,0,0,1,0,1,1,0,0,0,0,0,17,1,1,4,4,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,8,3,1,0,3,0,2,0,9,6
3 - Ξάνθης,194 E.T. Δήμου Ξάνθης,554,300,0,2,2,298,97,37,14,1,11,13,125,28,38,1,31,6,11,4,0,0,1,2,15,0,3,5,2,2,8,2,0,1,2,1,4,0,1,0,0,0,0,0,0,1,0,0,1,15,1,0,6,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,7,3,1,3,0,3,0,1,1
3 - Ξάνθης,195 E.T. Δήμου Ξάνθης,553,328,5,0,5,323,60,23,5,1,5,11,170,47,63,0,46,2,9,3,0,0,2,3,34,4,10,16,0,0,8,1,1,2,0,1,3,0,1,1,0,0,0,0,0,2,0,0,1,16,2,0,3,6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8,1,4,2,7,0,5,0,4,3
3 - Ξάνθης,196 E.T. Δήμου Ξάνθης,561,340,3,5,8,332,98,39,4,3,10,20,146,30,50,0,58,1,8,1,0,0,5,0,29,2,8,16,0,0,4,0,0,1,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,16,1,2,6,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,3,5,0,4,0,3,0,9,2
3 - Ξάνθης,197 E.T. Δήμου Ξάνθης,551,358,1,2,3,355,106,39,14,2,7,19,141,31,39,1,56,2,10,3,0,0,1,3,17,1,6,7,1,0,23,8,0,2,10,0,7,1,4,0,0,0,0,0,0,0,0,0,0,23,7,3,8,3,0,0,0,0,0,0,0,0,0,7,6,1,0,1,0,12,3,3,2,5,0,3,0,3,1
3 - Ξάνθης,198 E.T. Δήμου Ξάνθης,557,355,2,1,3,352,120,55,12,2,11,22,136,43,32,3,45,7,8,3,1,1,2,0,25,1,5,14,5,0,8,0,1,0,4,1,4,0,3,0,0,0,2,2,0,0,0,0,0,17,1,2,7,3,0,3,0,0,1,0,2,0,0,3,0,1,0,1,0,11,5,4,1,4,0,3,0,10,8
3 - Ξάνθης,199 E.T. Δήμου Ξάνθης,376,211,2,0,2,209,74,37,8,1,3,15,86,20,21,1,32,5,8,4,0,0,1,2,11,0,5,5,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,9,2,1,3,0,0,3,0,0,0,0,3,0,0,1,1,0,0,0,0,8,1,1,2,2,1,0,0,3,3
3 - Ξάνθης,200 E.T. Δήμου Ξάνθης,440,166,1,3,4,162,80,5,43,1,2,7,64,4,9,15,13,18,0,0,0,0,0,0,13,0,2,2,9,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3 - Ξάνθης,201 E.T. Δήμου Ξάνθης,483,186,3,1,4,182,115,3,71,1,3,15,42,3,7,13,3,14,0,0,0,0,0,0,17,0,1,6,9,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1
3 - Ξάνθης,202 E.T. Δήμου Ξάνθης,329,140,2,2,4,136,38,22,0,0,1,8,71,19,12,0,35,0,8,6,1,0,0,1,6,0,0,6,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,1,0,0,0
3 - Ξάνθης,203 E.T. Δήμου Ξάνθης,324,137,3,1,4,133,54,44,0,1,0,5,59,13,9,0,32,0,2,1,0,1,0,0,8,1,3,4,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,204 E.T. Δήμου Ξάνθης,307,142,2,0,2,140,62,43,0,4,2,3,42,15,15,0,10,0,6,0,0,0,1,0,11,0,3,7,0,0,4,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,11,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,205 E.T. Δήμου Ξάνθης,311,117,1,0,1,116,37,27,1,1,1,4,37,10,13,0,14,0,5,0,0,0,2,2,12,1,5,5,0,0,8,0,0,0,8,0,2,0,1,0,0,0,1,0,0,0,0,0,0,8,1,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,2,1
3 - Ξάνθης,206 E.T. Δήμου Ξάνθης,381,126,1,0,1,125,50,49,0,0,0,0,47,7,23,1,9,0,3,1,0,0,1,1,11,0,8,2,0,0,2,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,7,0,5,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
3 - Ξάνθης,207 E.T. Δήμου Ξάνθης,382,141,0,0,0,141,49,47,1,0,0,1,72,18,30,0,23,0,5,0,0,0,2,1,5,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,2
3 - Ξάνθης,208 E.T. Δήμου Ξάνθης,412,162,1,0,1,161,41,36,1,0,2,0,86,31,30,0,20,0,5,3,0,0,1,0,5,1,2,0,2,0,2,0,0,0,2,0,2,0,2,0,0,0,0,0,0,2,1,1,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,2,1,0,0,0,0,0,4,1
3 - Ξάνθης,209 E.T. Δήμου Ξάνθης,428,158,1,0,1,157,48,36,0,0,1,7,83,17,35,0,26,0,5,3,0,0,0,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,3,0,2,0,3,3
3 - Ξάνθης,210 E.T. Δήμου Ξάνθης,476,137,0,0,0,137,32,14,1,0,0,1,61,36,6,0,17,0,4,0,0,0,0,3,23,1,4,17,0,0,2,0,0,0,1,0,5,2,1,0,0,0,0,0,0,0,0,0,0,8,0,2,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
3 - Ξάνθης,211 E.T. Δήμου Ξάνθης,453,192,3,1,4,188,38,18,0,3,3,3,100,34,18,45,0,0,6,5,0,0,1,0,13,0,4,6,0,0,4,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,1,13,0,9,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,4,0,2,0,0,0,0,1,1
3 - Ξάνθης,212 E.T. Δήμου Ξάνθης,436,204,4,0,4,200,45,27,0,0,1,6,100,47,16,0,34,0,10,2,0,0,5,1,15,0,5,9,0,0,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,7,7,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,1,1,0,1,0,0,0,3,2
3 - Ξάνθης,213 E.T. Δήμου Ξάνθης,455,220,0,1,1,219,65,44,0,0,5,9,94,30,27,3,28,0,10,3,2,0,1,2,17,1,5,9,0,0,2,0,0,0,1,0,4,1,2,1,0,0,0,0,0,0,0,0,0,16,2,4,5,4,1,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,4,0,0,1,0,0,0,1,1
3 - Ξάνθης,214 E.T. Δήμου Τοπείρου,453,249,6,3,9,240,142,38,41,2,3,35,76,14,12,15,10,24,5,0,0,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3 - Ξάνθης,215 E.T. Δήμου Τοπείρου,452,250,2,4,6,244,143,39,61,1,1,30,69,13,1,17,13,20,1,0,0,0,0,1,23,0,0,4,19,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1
3 - Ξάνθης,216 E.T. Δήμου Τοπείρου,277,162,4,1,5,157,77,0,62,1,0,1,71,7,3,30,1,29,0,0,0,0,0,0,8,0,0,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3 - Ξάνθης,217 E.T. Δήμου Τοπείρου,537,309,10,5,15,294,120,38,42,5,3,6,125,15,27,9,54,11,8,1,0,0,0,5,12,1,1,2,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,15,2,2,0,1,0,0,0
3 - Ξάνθης,218 E.T. Δήμου Τοπείρου,541,303,4,1,5,298,88,36,30,0,2,8,153,12,27,9,74,22,14,1,0,0,0,12,17,0,3,6,7,0,5,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,1,2,1,0,0,0,0
3 - Ξάνθης,219 E.T. Δήμου Τοπείρου,378,180,5,1,6,174,95,14,41,2,0,17,58,10,0,8,2,35,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0
3 - Ξάνθης,220 E.T. Δήμου Τοπείρου,405,228,1,5,6,222,94,18,46,0,0,11,105,25,0,12,2,63,1,0,0,1,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3 - Ξάνθης,221 E.T. Δήμου Τοπείρου,347,175,1,3,4,171,92,7,64,0,0,5,63,12,1,13,4,33,0,0,0,0,0,0,13,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3 - Ξάνθης,222 E.T. Δήμου Τοπείρου,340,165,1,1,2,163,82,4,67,0,0,0,66,5,0,7,5,47,0,0,0,0,0,0,11,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3 - Ξάνθης,223 E.T. Δήμου Τοπείρου,532,314,3,7,10,304,56,6,30,5,0,4,213,8,11,16,99,71,1,1,0,0,0,0,15,0,1,4,7,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,3,0,2,0,0,1,1,1
3 - Ξάνθης,224 E.T. Δήμου Τοπείρου,508,236,3,2,5,231,104,7,70,1,1,16,89,7,0,34,1,42,1,0,1,0,0,0,31,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0
3 - Ξάνθης,225 E.T. Δήμου Τοπείρου,542,244,2,0,2,242,123,12,61,1,1,20,76,5,0,34,0,31,0,0,0,0,0,0,35,0,0,0,33,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,1,0,0,0,0,0
3 - Ξάνθης,226 E.T. Δήμου Τοπείρου,485,289,4,4,8,281,79,10,57,0,0,7,98,20,0,28,2,47,1,0,0,0,0,1,93,0,2,3,88,0,5,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0
3 - Ξάνθης,227 E.T. Δήμου Τοπείρου,547,305,4,5,9,296,93,39,2,0,0,36,98,21,27,1,37,0,17,4,3,0,3,5,26,1,9,16,0,0,12,2,0,1,3,3,3,0,1,1,0,0,2,0,0,0,0,0,0,23,3,1,9,6,0,0,0,0,0,0,0,0,0,5,3,1,0,0,1,10,2,1,1,3,0,0,1,3,2
3 - Ξάνθης,228 E.T. Δήμου Τοπείρου,541,300,4,2,6,294,93,30,1,3,5,39,82,15,28,0,27,5,11,3,1,1,2,2,35,1,11,21,1,0,3,0,0,1,0,0,4,1,1,1,0,0,0,0,0,1,0,0,1,34,3,1,19,7,0,1,0,0,1,0,0,0,0,4,4,1,0,0,0,9,4,4,0,6,1,3,0,10,6
3 - Ξάνθης,229 E.T. Δήμου Τοπείρου,498,305,4,4,8,297,57,23,0,0,0,23,134,27,38,0,59,0,13,1,0,0,4,5,40,2,11,17,0,0,8,1,1,1,2,0,4,0,1,1,0,0,1,0,0,2,0,0,1,19,3,0,8,3,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,9,1,4,0,6,1,2,0,2,1
