ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ευστρατίου,ΒΑΡΕΜΕΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΒΑΣΙΛΕΙΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΖΑΒΟΓΙΑΝΝΗ ΗΡΩ του Σωκράτη,ΚΑΡΑΓΚΟΥΝΗΣ ΣΤΑΥΡΟΣ του Αθανασίου,ΜΙΧΑΛΑΤΟΥ ΓΕΩΡΓΙΑ του Παναγιώτη,ΜΩΡΑΪΤΗΣ ΑΘΑΝΑΣΙΟΣ (ΘΑΝΟΣ) του Χρήστου,ΤΡΙΑΝΤΑΦΥΛΛΟΥ ΜΑΡΙΑ του Κωνσταντίνου,ΤΣΙΡΩΝΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΧΩΒΑ ΑΝΤΩΝΙΑ (ΤΟΝΙΑ) του Νικολάου,ΚΑΛΠΟΥΖΑΝΗ ΜΑΡΙΑ του Γρηγορίου,ΚΑΡΑΓΚΟΥΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ανδρέα,ΛΙΒΑΝΟΣ ΣΠΥΡΙΔΩΝ - ΠΑΝΑΓΙΩΤΗΣ (ΣΠΗΛΙΟΣ) του Διονυσίου,ΜΠΟΚΑ ΓΕΩΡΓΙΑ του Κωνσταντίνου,ΜΠΟΥΜΠΟΥΛΗ - ΦΡΑΓΚΟΓΙΑΝΝΗ ΑΦΡΟΔΙΤΗ του Βασιλείου,ΠΑΠΑΘΑΝΑΣΗΣ ΑΘΑΝΑΣΙΟΣ του Δαμιανού,ΣΑΛΜΑΣ ΜΑΡΙΟΣ του Γεωργίου,ΦΕΥΓΑΣ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΑΣΚΑΝΤΗΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Κίμωνα,ΒΟΥΡΒΑΧΗΣ ΑΣΗΜΑΚΗΣ του Σπυρίδωνος,ΔΙΑΜΑΝΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ του Παντελεήμονος,ΘΕΟΔΩΡΟΥ ΕΥΑΓΓΕΛΙΑ (ΕΒΕΛΙΝΑ) του Βασιλείου,ΚΑΡΑΓΙΑΝΝΗ ΔΙΑΜΑΝΤΩ (ΜΑΝΤΩ) του Λάμπρου,ΜΑΚΡΗΣ ΔΗΜΗΤΡΙΟΣ του Ελευθερίου,ΜΠΑΡΜΠΑΡΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΣΑΜΑΡΑ ΚΩΝΣΤΑΝΤΟΥΛΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ξενοφώντος,ΚΕΛΕΠΟΥΡΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΙΤΣΑΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΜΠΙΣΜΠΙΚΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΠΙΣΤΙΟΛΗ ΠΕΡΣΕΦΩΝΗ του Γεωργίου,ΤΟΡΟΥΝΙΔΗΣ ΑΘΑΝΑΣΙΟΣ (ΣΑΚΗΣ) του Στεφάνου,ΦΟΥΝΤΑ ΝΙΚΗ του Νικολάου,Κ.Κ.Ε.,ΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΚΑΖΑΡΙΔΗ ΣΟΦΙΑ του Σωκράτη,ΚΑΤΣΙΓΙΑΝΝΗΣ ΜΙΧΑΗΛ του Ορφέα,ΚΟΤΟΠΟΥΛΗΣ ΣΠΥΡΙΔΩΝ του Ιωάννη,ΚΟΥΤΡΟΥΜΠΑ ΑΘΗΝΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΑΚΟΠΟΥΛΟΥ ΕΙΡΗΝΗ του Φωτίου,ΛΑΜΠΡΟΚΩΣΤΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη,ΜΩΡΑΪΤΗΣ ΝΙΚΟΛΑΟΣ του Επαμεινώνδα,ΠΑΠΑΝΑΣΤΑΣΗΣ ΝΙΚΟΛΟΣ του Αθανασίου,Ένωση Κεντρώων,ΑΛΕΞΑΝΔΡΟΠΟΥΛΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΚΟΛΟΖΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΥΠΗΜΕΝΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΜΙΧΑΛΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Σπυρίδωνος,ΜΠΑΝΤΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΠΑΠΑΘΑΝΑΣΗΣ ΙΩΑΝΝΗΣ του Ηλία,ΡΗΓΑ ΧΡΙΣΤΙΝΑ του Λάμπρου,ΤΗΛΕΜΑΧΟΥ ΕΛΕΥΘΕΡΙΟΣ του Δημητρίου,Ο.Κ.Δ.Ε.,ΠΑΠΑΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΕΥΘΥΜΙΟΠΟΥΛΟΣ ΔΙΟΝΥΣΙΟΣ του Δημητρίου,ΚΟΚΚΙΝΟΒΑΣΙΛΗΣ ΠΟΛΥΔΕΥΚΗΣ του Δημητρίου,ΜΠΑΘΑ ΛΕΜΟΝΙΑ του Αθανασίου,ΣΤΑΜΑΤΗ ΕΥΔΟΚΙΑ του Γεωργίου,ΤΡΙΚΑΛΙΝΟΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΤΣΩΛΗ ΕΛΕΝΗ - ΑΝΝΑ του Νικολάου,Ελλήνων Συνέλευσις,ΓΡΙΒΑ ΛΑΜΠΡΙΝΗ του Νικολάου,ΓΡΙΒΑΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΓΡΟΜΗΤΣΑΡΗ ΛΑΜΠΡΙΝΗ του Νικολάου,ΔΡΟΣΟΣ ΒΑΣΙΛΕΙΟΣ του Αθανασίου,ΚΑΡΑΜΠΑ ΘΕΟΔΩΡΑ του Γεωργίου,ΚΑΤΣΟΥΔΑ ΕΥΣΤΑΘΙΑ του Παντελή,ΝΤΟΚΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΡΘΕΝΗΣ ΠΑΥΛΟΣ του Σπυρίδωνα,ΣΑΡΑΚΗΣ ΑΓΓΕΛΟΣ του Σπυρίδωνα,Ελληνική Λύση - Κ. Βελόπουλος,ΔΟΥΜΑ ΑΔΑΜΑΝΤΙΑ του Γεωργίου,ΚΑΡΑΚΑΤΣΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΛΑΩΝΗΣ ΧΡΗΣΤΟΣ του Δημητρίου,ΜΕΛΕΤΗΣ ΑΘΑΝΑΣΙΟΣ του Ευσταθίου,ΜΙΧΑΗΛΙΔΗ ΚΥΡΙΑΚΗ του Χαραλάμπους,ΣΑΛΑΓΙΑΝΝΗΣ ΑΘΑΝΑΣΙΟΣ του Σπυρίδωνος,ΣΑΜΑΡΑΣ ΠΑΥΛΟΣ του Ιωάννη,Κ.Κ.Ε. (μ-λ),ΚΑΠΕΤΑΝΑΚΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου,ΚΑΤΣΕΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΛΩΛΗ ΕΛΕΝΗ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΑΡΑΒΙΝΑΣ ΣΩΚΡΑΤΗΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΒΑΣΣΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΑΡΑΚΟΒΟΥΝΗΣ ΔΗΜΗΤΡΙΟΣ του Ηλία,ΜΥΛΩΝΑΣ ΙΩΑΝΝΗΣ του Ανδρέα,ΤΣΙΡΙΜΩΚΟΣ ΔΗΜΗΤΡΙΟΣ του Χρήστου,ΤΣΙΡΙΜΩΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΦΛΩΤΣΙΟΥ ΑΝΝΑ του Τηλέμαχου,ΧΟΝΔΡΟΓΙΑΝΝΗ ΒΑΣΙΛΙΚΗ του Βλασίου,Λαϊκή Ενότητα,ΑΜΒΡΑΖΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΔΡΕΑΣ του Δημητρίου,ΚΑΤΣΑΜΠΑΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΛΟΥΚΑΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,ΜΠΑΝΙ - ΠΑΣΟΥΝΙ ΣΤΥΛΙΑΝΑ του Χαλίμ,ΜΠΕΤΣΗΣ ΕΛΕΥΘΕΡΙΟΣ του Λάμπρου,ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΔΗΜΗΤΡΑ του Βασιλείου,ΡΑΝΤΖΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Χρήστου,ΜέΡΑ25,ΜΙΖΑΛΟΣ ΒΛΑΣΙΟΣ του Γεωργίου,ΜΙΚΡΟΒΑΣ ΑΝΤΩΝΙΟΣ του Γεωργίου,ΜΠΟΥΡΧΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΝΙΚΟΛΟΥΔΗ ΑΓΑΠΗ του Ευαγγέλου,ΝΟΥΛΑ ΧΡΥΣΑΝΘΗ του Γεωργίου,ΣΙΔΕΡΑΣ ΛΑΜΠΡΟΣ του Βασιλείου,ΣΚΑΠΕΤΟΥΛΙΑ ΧΡΙΣΤΙΝΑ του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΟΥ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΚΑΝΔΑΛΟΥ ΕΛΕΝΗ του Σωτηρίου
30 - Αιτωλοακαρνανίας,281 E.T. Δήμου Αμφιλοχίας,112,55,1,0,1,54,23,2,8,0,5,7,0,4,1,2,21,4,3,11,2,2,2,12,3,3,1,0,0,0,1,0,0,0,1,7,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
30 - Αιτωλοακαρνανίας,282 E.T. Δήμου Αμφιλοχίας,544,286,1,0,1,285,88,4,46,4,12,7,3,29,15,2,115,1,2,57,25,16,0,22,53,20,3,0,0,0,0,0,0,0,0,56,6,1,0,11,1,0,1,50,2,13,0,1,1,1,2,4,1,7,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,2
30 - Αιτωλοακαρνανίας,283 E.T. Δήμου Αμφιλοχίας,587,334,0,4,4,330,115,6,45,12,18,11,1,37,11,5,135,0,0,65,23,17,1,9,71,32,5,1,0,1,0,0,4,1,0,53,0,2,1,8,8,0,2,49,1,7,0,1,2,0,0,3,0,4,1,4,0,0,0,0,1,3,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30 - Αιτωλοακαρνανίας,284 E.T. Δήμου Αμφιλοχίας,407,193,0,1,1,192,93,3,19,5,43,17,0,29,2,0,61,0,0,31,10,10,1,8,37,13,3,0,0,0,0,0,2,1,0,26,1,2,0,7,2,2,1,23,2,5,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,285 E.T. Δήμου Αμφιλοχίας,352,149,0,1,1,148,57,8,29,2,0,8,1,19,4,1,51,2,3,19,14,3,1,0,17,14,3,1,0,0,1,0,0,1,0,27,5,7,0,3,6,0,1,17,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,2,2
30 - Αιτωλοακαρνανίας,286 E.T. Δήμου Αμφιλοχίας,332,199,2,0,2,197,79,5,26,3,15,10,0,19,4,1,67,2,3,30,12,8,0,5,44,8,7,0,1,0,0,2,4,3,0,23,1,3,0,11,1,0,1,12,0,12,2,1,1,1,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,287 E.T. Δήμου Αμφιλοχίας,336,168,0,3,3,165,73,4,20,8,16,6,0,15,10,2,53,0,0,33,11,5,1,3,28,7,6,0,0,0,0,0,2,1,0,16,0,2,0,4,2,1,0,15,0,12,1,1,0,0,0,3,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,288 E.T. Δήμου Αμφιλοχίας,301,147,3,2,5,142,48,1,18,1,10,10,0,7,1,1,68,1,3,31,27,17,0,2,19,13,3,0,0,0,0,0,1,1,0,16,1,0,0,2,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
30 - Αιτωλοακαρνανίας,289 E.T. Δήμου Αμφιλοχίας,157,82,0,0,0,82,20,1,3,0,2,11,0,2,0,0,40,0,1,17,1,3,1,0,33,4,3,0,0,1,0,0,1,2,0,15,0,2,1,0,11,0,0,11,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30 - Αιτωλοακαρνανίας,290 E.T. Δήμου Αμφιλοχίας,319,196,1,0,1,195,77,6,17,0,15,13,1,25,15,3,65,0,0,47,8,6,1,1,32,11,0,0,0,0,0,0,0,0,0,40,0,6,0,6,1,1,0,38,1,9,1,0,0,0,0,2,0,7,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1,1,1,0,0,0,0
30 - Αιτωλοακαρνανίας,291 E.T. Δήμου Αμφιλοχίας,454,230,0,1,1,229,85,3,35,2,43,19,1,29,6,2,93,1,2,45,12,22,2,6,44,24,1,0,0,0,0,0,1,1,0,31,2,11,1,3,16,1,2,13,2,9,0,1,1,2,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0
30 - Αιτωλοακαρνανίας,292 E.T. Δήμου Αμφιλοχίας,373,185,1,2,3,182,54,3,17,1,23,11,2,12,8,3,72,0,1,38,17,11,3,11,28,24,8,0,1,1,0,0,5,8,0,31,0,2,0,0,15,0,4,18,1,8,0,1,0,1,1,2,1,3,1,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,1
30 - Αιτωλοακαρνανίας,293 E.T. Δήμου Αμφιλοχίας,250,146,1,1,2,144,42,3,19,1,3,5,0,10,11,1,83,3,2,41,16,14,1,7,38,7,2,0,0,0,0,1,0,1,0,15,0,1,0,0,2,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,294 E.T. Δήμου Αμφιλοχίας,342,168,0,0,0,168,68,3,38,0,12,10,1,15,7,5,71,0,1,36,13,7,6,5,41,1,0,0,0,0,0,0,0,0,0,18,0,1,0,1,1,1,0,17,0,6,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
30 - Αιτωλοακαρνανίας,295 E.T. Δήμου Αμφιλοχίας,258,119,0,1,1,118,29,3,11,4,2,6,1,14,0,4,42,0,1,21,5,9,0,5,19,11,1,0,0,0,0,0,0,0,0,24,0,1,0,2,2,0,0,22,1,4,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,0,0,1,1,3,0
30 - Αιτωλοακαρνανίας,296 E.T. Δήμου Αμφιλοχίας,324,149,0,0,0,149,39,3,9,0,19,5,0,10,0,3,77,0,2,31,9,6,0,6,36,30,0,0,0,0,0,0,0,0,0,24,2,3,1,4,4,0,1,18,2,4,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
30 - Αιτωλοακαρνανίας,297 E.T. Δήμου Αμφιλοχίας,336,190,3,2,5,185,61,10,21,2,13,6,1,27,6,3,76,0,1,35,12,21,3,8,21,19,2,0,0,0,0,0,0,0,0,39,2,14,0,0,9,0,3,21,3,3,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,298 E.T. Δήμου Αμφιλοχίας,270,147,1,0,1,146,45,0,11,3,20,8,2,9,10,4,75,1,2,48,9,18,2,5,34,18,1,0,0,1,0,0,0,1,0,20,0,2,0,2,6,0,0,20,0,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,299 E.T. Δήμου Αμφιλοχίας,373,213,4,0,4,209,62,2,26,4,22,9,0,22,11,4,79,1,0,45,22,17,0,0,38,11,2,1,0,0,1,0,1,1,0,62,0,3,2,4,10,1,3,50,6,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,300 E.T. Δήμου Αμφιλοχίας,422,186,2,2,4,182,53,2,14,0,0,18,0,15,2,2,57,0,1,32,11,10,1,4,34,8,7,0,1,0,0,0,1,3,1,44,2,0,0,6,4,0,1,39,0,11,0,1,2,3,0,2,0,0,6,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,301 E.T. Δήμου Αμφιλοχίας,161,70,0,0,0,70,21,0,6,1,10,0,0,6,2,1,32,0,10,21,4,2,1,1,14,7,1,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30 - Αιτωλοακαρνανίας,302 E.T. Δήμου Αμφιλοχίας,352,181,2,1,3,178,56,7,21,4,21,4,0,30,3,2,61,1,1,24,10,9,6,2,27,35,3,1,0,0,0,0,3,0,0,35,0,2,0,19,5,1,3,33,0,9,3,1,1,1,0,3,0,4,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,3,2
30 - Αιτωλοακαρνανίας,303 E.T. Δήμου Αμφιλοχίας,365,148,2,1,3,145,43,1,20,0,1,4,0,11,5,1,47,0,0,23,16,12,1,4,13,5,4,1,0,1,0,0,1,1,1,40,0,4,0,9,12,0,0,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,1,0,0,2,1
30 - Αιτωλοακαρνανίας,304 E.T. Δήμου Αμφιλοχίας,183,119,2,0,2,117,55,4,2,3,15,19,0,15,3,4,22,0,16,4,0,0,0,4,12,2,3,0,0,0,0,0,0,2,0,30,1,7,0,3,2,0,0,29,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30 - Αιτωλοακαρνανίας,305 E.T. Δήμου Αμφιλοχίας,418,244,7,2,9,235,86,11,37,4,19,16,3,21,3,8,80,7,2,36,11,7,1,11,36,27,5,0,0,0,2,0,1,1,0,32,1,2,1,1,13,0,9,12,9,9,2,0,2,0,0,4,1,3,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,7,3,2,2,1,0,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,0,1,1,2,1,1,0,0,1,1
30 - Αιτωλοακαρνανίας,306 E.T. Δήμου Αμφιλοχίας,433,240,2,1,3,237,106,5,29,15,19,8,0,33,4,4,71,5,1,30,10,4,4,10,33,21,3,1,1,0,0,0,0,0,1,36,3,1,0,2,15,2,4,19,6,12,1,0,0,0,1,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,3,0
30 - Αιτωλοακαρνανίας,307 E.T. Δήμου Αμφιλοχίας,313,169,4,1,5,164,58,5,13,4,10,12,3,18,4,4,71,4,3,31,8,2,4,3,28,29,5,2,1,0,2,1,3,0,0,18,0,3,0,1,6,1,1,6,4,4,0,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
30 - Αιτωλοακαρνανίας,308 E.T. Δήμου Αμφιλοχίας,228,132,1,0,1,131,57,2,31,0,7,15,0,26,1,8,26,2,0,16,3,1,0,1,12,2,8,0,0,1,0,1,2,6,0,26,0,4,0,6,8,0,3,17,0,6,0,0,0,0,1,3,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,2,1
30 - Αιτωλοακαρνανίας,309 E.T. Δήμου Αμφιλοχίας,306,148,0,0,0,148,64,7,27,0,3,8,0,11,1,5,52,1,1,28,1,1,1,10,10,11,4,0,0,0,0,0,1,2,0,7,2,2,0,0,1,0,3,2,3,15,0,1,1,0,2,5,0,9,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
