ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΤΣΙΠΡΑΣ ΑΛΕΞΙΟΣ του Παύλου,ΑΝΑΓΝΩΣΤΟΠΟΥΛΟΥ ΑΘΑΝΑΣΙΑ (ΣΙΑ) του Πέτρου,ΚΑΡΑΓΙΩΡΓΟΥ- ΛΑΖΑΡΗ ΜΑΡΓΑΡΙΤΤΑ του Αγγελου,ΚΥΡΙΑΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αγγελου,ΜΑΡΚΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αντωνίου,ΠΑΝΑΓΟΠΟΥΛΟΥ-ΣΤΑΥΡΟΥΛΙΑ ΠΑΝΑΓΙΩΤΑ (ΓΙΩΤΑ) του Νικολάου,ΠΑΠΑΝΙΚΟΥ ΓΕΩΡΓΙΑ του Χρήστου,ΡΙΖΟΥΛΗΣ ΑΝΔΡΕΑΣ του Κωνσταντίνου,ΣΠΑΡΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΤΣΟΝΑΚΑ ΑΓΓΕΛΙΚΗ του Βασιλείου,Νέα Δημοκρατία,ΜΗΤΣΟΤΑΚΗΣ ΚΥΡΙΑΚΟΣ του Κωνσταντίνου,ΑΛΕΞΟΠΟΥΛΟΥ ΧΡΙΣΤΙΝΑ του Μιχαήλ,ΓΙΑΝΝΙΑ ΕΥΣΤΑΘΙΑ (ΕΦΗ) του Νικολάου,ΚΑΤΣΑΝΙΩΤΗΣ ΑΝΔΡΕΑΣ του Ιωάννη,ΚΟΝΙΔΑΡΗ - ΑΝΤΩΝΟΠΟΥΛΟΥ ΕΛΕΝΗ (ΕΛΕΝΑ) του Θωμά,ΚΟΥΤΡΟΥΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΝΤΑΒΛΟΥΡΟΣ ΑΘΑΝΑΣΙΟΣ του Περικλή,ΡΗΓΟΠΟΥΛΟΥ ΑΣΠΑΣΙΑ του Γερασίμου,ΤΑΠΕΙΝΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΤΡΑΧΗΛΗ ΑΘΗΝΑ του Ευάγγελου,ΤΣΙΓΚΡΗΣ ΑΓΓΕΛΟΣ του Αντωνίου,ΦΩΤΗΛΑΣ ΙΑΣΩΝ του Ασημάκη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ - ΑΒΡΑΜΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,ΓΙΑΧΑΛΗΣ ΑΝΑΣΤΑΣΙΟΣ του Φιλίππου,ΖΑΓΚΛΑΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΚΑΥΚΟΠΟΥΛΟΥ ΣΟΦΙΑ του Βασιλείου,ΜΠΙΤΣΙΚΟΛΗΣ ΣΤΑΥΡΟΣ του Κωνσταντίνου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Αναστασίου,ΠΑΛΑΙΟΛΟΓΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Φωτίου,ΤΑΧΛΙΑΜΠΟΥΡΗ ΑΝΤΩΝΙΑ του Μιχαήλ,ΧΡΙΣΤΟΠΟΥΛΟΣ ΑΝΤΩΝΗΣ του Πέτρου,ΧΡΥΣΑΝΘΟΠΟΥΛΟΥ ΑΝΔΡΙΑΝΑ του Ιωάννη,Κίνημα Αλλαγής,ΑΝΑΡΓΥΡΟΥ ΔΗΜΗΤΡΑ του Γεωργίου,ΒΟΥΛΔΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΛΟΗ ΟΛΥΜΠΙΑ του Ευαγγέλου,ΛΟΥΚΟΠΟΥΛΟΥ ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΥ ΛΕΜΟΝΙΑ του Ιωάννη,ΟΙΚΟΝΟΜΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΠΑΠΑΝΔΡΕΟΥ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΣΚΑΝΔΑΜΗΣ ΜΑΡΙΝΟΣ του Μιχαήλ,ΣΟΛΩΜΟΥ ΑΙΚΑΤΕΡΙΝΗ του Γρηγορίου,ΤΑΠΕΙΝΟΣ ΙΩΑΝΝΗΣ του Ηλία,ΤΖΟΥΡΑΜΑΝΗΣ ΑΝΔΡΕΑΣ του Αχιλλέα,ΦΙΛΙΠΠΑΤΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,Κ.Κ.Ε.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΑΣΠΡΟΥΛΙΑΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη - Πανάγου,ΓΚΕΣΤΑ ΕΙΡΗΝΗ (ΡΕΝΑ) του Διονυσίου,ΖΑΜΠΑΤΗ ΑΛΕΞΑΝΔΡΑ (ΑΛΕΚΑ) του Σπυρίδωνος,ΖΑΡΝΑΒΑΛΟΥ ΣΤΑΥΡΟΥΛΑ του Φώτιου,ΚΑΡΑΘΑΝΑΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Πέτρου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ (ΒΑΣΙΑ) του Ιωάννη,ΜΑΖΗΣ ΑΝΔΡΕΑΣ του Νικολάου,ΠΑΡΙΣΗΣ ΣΩΤΗΡΙΟΣ του Νικολάου,ΣΚΙΑΔΑΣ ΠΑΝΑΓΙΩΤΗΣ (ΤΑΚΗΣ) του Βασιλείου,ΣΥΜΕΩΝΙΔΗΣ ΓΡΗΓΟΡΙΟΣ του Θεοδώρου,ΤΖΑΜΑΛΟΥΚΑ ΠΑΝΑΓΙΩΤΑ (ΤΕΤΗ) του Βασιλείου,Ένωση Κεντρώων,ΓΙΑΝΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Αναστασίου,ΚΑΡΑΠΑΝΟΥ ΧΑΡΟΥΛΑ του Στεφάνου,ΛΑΪΝΙΩΤΗΣ ΙΩΑΝΝΗΣ του Συμεών,ΜΑΡΙΝΕΣΚΟΥ ΛΑΟΥΡΕΝΤΣΙΑ του Ιωάννη,ΜΕΤΣΟΒΙΤΗΣ ΣΠΥΡΙΔΩΝ του Θεοφάνη,ΠΑΠΑΔΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΡΙΤΗΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΣΙΩΡΟΥ ΑΝΔΡΟΜΑΧΗ του Ευθυμίου,ΣΥΜΙΑΝΑΚΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Νικολάου,Ο.Κ.Δ.Ε.,ΦΡΑΓΚΙΣΚΑΤΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΓΓΕΛΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΘΕΟΧΑΡΟΠΟΥΛΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,ΚΑΛΟΥΔΙΩΤΗΣ ΕΥΑΓΓΕΛΟΣ του Γρηγορίου,ΚΑΝΙΣΤΡΑ ΙΩΑΝΝΑ του Παναγιώτη,ΜΑΣΟΥΡΑΣ ΙΑΣΩΝ του Θεοδώρου,ΜΠΕΛΙΑΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου,ΝΤΡΕΝΟΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Νικολάου,ΠΑΝΑΓΟΠΟΥΛΟΣ ΕΛΕΥΘΕΡΙΟΣ του Βασιλείου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΜΑΡΙΑ του Λεωνίδα,ΧΑΪΝΤΑΡ ΑΧΜΑΝΤ ΝΕΚΤΑΡΙΟΣ ΝΕΜΕΡ του Χάελ,Ελλήνων Συνέλευσις,ΒΑΓΕΝΑ ΓΕΩΡΓΙΑ του Βασιλείου,ΓΚΙΤΣΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΙΔΟΥ ΑΝΝΑ του Παναγιώτη,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΝΔΡΕΑΣ του Γεωργίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΤΖΙΡΗΣ-ΓΕΩΡΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΛΟΠΟΥΛΟΣ ΚΥΡΙΑΚΟΣ του Ιωσήφ,ΑΘΑΝΑΣΙΟΥ ΒΑΛΕΝΤΙΝΗ - ΠΑΡΑΣΚΕΥΗ του Νικολάου,ΔΟΥΛΑΒΕΡΗΣ ΦΩΤΙΟΣ του Αθανασίου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΝΤΟΤΣΙΚΑΣ ΝΙΚΟΛΑΟΣ του Ηλία,ΠΑΠΑΛΕΞΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Νικολάου,ΣΕΡΕΤΗ ΝΙΚΟΛΕΤΑ του Πασχάλη,ΣΙΔΕΡΗΣ ΜΙΧΑΗΛ του Χρήστου,ΤΣΑΠΑΡΑ ΚΑΛΛΙΟΠΗ του Αλεξάνδρου,ΦΡΑΓΚΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΜΑΧΑΙΡΑΣ ΑΛΕΞΙΟΣ του Λεωνίδα,ΤΣΑΚΙΡΟΠΟΥΛΟΥ ΕΛΕΥΘΕΡΙΑ του Εμμανουήλ,ΦΩΤΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΠΑΠΑΠΑΝΑΓΙΩΤΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΜΠΟΓΔΑΝΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αθανασίου,ΞΗΡΟΥ ΔΙΑΜΑΝΤΩ του Φωτίου,ΣΙΟΒΑ ΙΩΑΝΝΑ του Κωνσταντίνου,Λαϊκή Ενότητα,ΒΡΕΤΤΟΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΓΚΟΥΛΕΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Νικολάου,ΕΛΕΖΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Θρασύβουλου,ΚΑΝΤΖΑΡΗ ΖΑΦΕΙΡΩ του Χρήστου,ΛΕΦΑ ΑΝΔΡΟΝΙΚΗ του Γεωργίου,ΠΕΤΡΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΠΗΛΙΟΥ - ΓΕΩΡΓΙΤΣΟΠΟΥΛΟΥ ΦΩΤΕΙΝΗ του Δονάτου,ΜέΡΑ25,ΑΠΟΣΤΟΛΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ (ΛΙΤΣΑ) του Ανδρέα,ΔΙΑΜΑΝΤΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΛΙΝΑΡΔΟΥ ΒΕΝΕΤΙΑ του Θεοδώρου,ΜΑΓΔΑΛΗΝΟΣ ΝΙΚΟΛΑΟΣ του Χαραλάμπους,ΜΕΓΑΡΗ ΕΥΑΝΘΙΑ του Γεωργίου,ΜΟΥΣΤΡΗΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΠΑΝΑΓΟΠΟΥΛΟΣ ΑΡΙΣΤΟΤΕΛΗΣ (ΑΡΗΣ) του Παναγιώτη,ΠΑΠΑΝΤΩΝΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ του Θεμιστοκλή,ΠΕΤΤΑΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΣΚΛΑΒΕΝΙΤΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΤΣΑΡΤΟΛΙΑΣ ΧΡΗΣΤΟΣ του Ευσταθίου,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΙΣΑΡΙΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ ΖΩΗ του Νικολάου,ΑΘΑΝΑΣΟΥΛΗ ΝΑΤΑΛΙΑ του Θεοδώρου,ΣΟΦΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Αγγελου
31 - Αχαΐας,303 E.T. Δήμου Καλαβρύτων,116,46,0,0,0,46,24,0,2,3,5,13,7,2,0,0,0,0,1,13,0,4,0,3,0,1,3,5,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,3,0,3,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
31 - Αχαΐας,304 E.T. Δήμου Καλαβρύτων,54,22,0,0,0,22,12,0,0,0,1,8,0,1,1,4,0,0,1,6,0,0,1,4,1,3,0,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Αχαΐας,305 E.T. Δήμου Καλαβρύτων,132,62,0,0,0,62,27,0,12,1,2,15,1,0,1,0,5,2,0,19,0,2,7,4,0,2,0,2,1,2,7,8,1,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,0,2,2,0,2,1,1,0,0,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
31 - Αχαΐας,306 E.T. Δήμου Καλαβρύτων,451,246,0,2,2,244,74,0,18,10,4,22,1,9,3,2,13,10,6,119,0,24,11,20,14,19,44,29,3,43,40,39,3,1,1,0,0,3,0,0,0,0,0,0,22,1,3,6,3,2,1,0,2,2,2,3,2,5,2,3,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,3,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,5,3,1,4,0,2,0,0,0,1,0,1,0,0,4,0,0,0
31 - Αχαΐας,307 E.T. Δήμου Καλαβρύτων,546,276,1,1,2,274,96,0,20,6,8,36,1,16,2,1,14,7,3,109,0,16,7,37,12,16,30,23,6,42,50,26,2,1,0,1,0,0,1,0,0,0,0,0,26,3,6,3,4,4,2,5,6,9,1,4,4,19,1,12,0,0,1,12,1,0,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,12,2,1,1,0,3,1,0,0,2,0,1,2,2,2,0,1,1
31 - Αχαΐας,308 E.T. Δήμου Καλαβρύτων,140,80,0,0,0,80,42,0,15,1,3,17,0,4,3,1,15,6,6,22,0,4,5,2,0,4,2,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,1,0,1,6,1,0,0,0,0,2,0,2,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
31 - Αχαΐας,309 E.T. Δήμου Καλαβρύτων,262,118,1,1,2,116,54,0,28,1,4,23,5,9,3,0,2,4,1,35,0,7,3,12,3,1,9,9,3,6,4,6,5,4,0,2,0,0,0,1,0,1,0,1,12,4,0,2,0,0,0,8,0,2,2,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,1,0,0,0,2,0,1,1
31 - Αχαΐας,310 E.T. Δήμου Καλαβρύτων,216,79,1,1,2,77,11,0,1,1,1,0,1,0,2,0,0,0,1,52,0,5,0,15,0,3,8,43,0,2,10,6,2,2,1,0,0,0,1,1,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
31 - Αχαΐας,311 E.T. Δήμου Καλαβρύτων,255,134,1,1,2,132,31,0,3,1,2,11,0,2,1,0,1,4,0,62,0,10,5,15,6,4,34,9,3,13,13,14,3,1,0,0,0,0,0,0,0,0,0,0,26,1,3,4,0,1,0,0,11,13,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
31 - Αχαΐας,312 E.T. Δήμου Καλαβρύτων,342,177,2,2,4,173,73,0,20,3,5,32,2,8,2,0,11,17,4,46,0,1,0,6,5,2,25,4,0,7,16,5,4,3,0,0,0,0,0,0,0,0,0,0,39,2,1,6,1,1,4,0,18,17,2,1,5,4,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31 - Αχαΐας,313 E.T. Δήμου Καλαβρύτων,266,128,0,0,0,128,37,0,10,4,4,7,1,1,4,4,6,0,6,61,0,7,3,14,8,11,6,18,7,7,24,8,9,2,1,1,1,0,4,0,1,0,1,3,9,1,3,0,0,1,1,1,3,4,0,3,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
31 - Αχαΐας,314 E.T. Δήμου Καλαβρύτων,356,208,1,0,1,207,80,0,40,3,7,30,3,1,3,1,32,10,8,81,0,34,12,21,1,11,35,12,0,14,45,13,2,1,0,0,0,0,1,0,0,1,0,0,20,1,0,1,2,2,1,20,6,8,2,3,0,9,1,6,1,1,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,5,2,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,1,0,1,1,2,1,0,1,0,0,0,0,0
31 - Αχαΐας,315 E.T. Δήμου Καλαβρύτων,108,41,0,0,0,41,11,0,3,0,0,3,0,0,1,1,1,0,2,23,0,4,4,2,0,2,6,18,3,4,16,5,2,0,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31 - Αχαΐας,316 E.T. Δήμου Καλαβρύτων,504,167,0,2,2,165,39,0,15,7,2,5,0,6,5,1,0,1,0,91,0,15,17,30,0,10,8,35,3,10,40,13,5,1,1,1,0,0,0,0,0,0,0,0,12,2,0,0,0,2,1,5,0,4,0,0,0,12,0,8,1,1,0,7,0,0,6,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0
31 - Αχαΐας,317 E.T. Δήμου Καλαβρύτων,83,40,0,0,0,40,5,0,0,0,1,0,1,0,0,0,0,0,0,22,0,2,1,4,0,5,15,9,4,4,3,6,3,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Αχαΐας,318 E.T. Δήμου Καλαβρύτων,392,166,2,1,3,163,53,0,16,2,11,11,1,13,3,2,3,1,2,48,0,11,1,18,1,6,14,1,0,8,27,16,3,2,2,0,0,1,1,0,0,0,0,0,31,1,0,2,0,3,1,9,10,6,3,2,6,17,4,11,0,0,2,14,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0
31 - Αχαΐας,319 E.T. Δήμου Καλαβρύτων,367,180,1,1,2,178,66,0,15,5,5,21,1,9,19,2,1,0,2,66,0,21,3,18,9,7,16,3,8,9,29,11,5,2,0,3,1,0,2,0,1,0,0,0,23,1,2,1,0,1,1,6,13,3,0,9,2,11,0,5,0,1,0,4,2,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Αχαΐας,320 E.T. Δήμου Καλαβρύτων,342,145,0,2,2,143,46,0,17,0,6,14,2,7,10,0,3,0,2,55,0,8,0,18,1,7,15,5,1,14,28,17,1,0,1,0,0,0,0,0,0,0,0,0,23,1,1,5,0,3,0,0,5,8,2,0,0,5,0,2,0,0,0,3,1,0,2,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,2,2
31 - Αχαΐας,321 E.T. Δήμου Καλαβρύτων,67,36,0,0,0,36,18,0,7,0,2,11,6,3,0,1,0,0,0,8,0,2,2,3,0,0,1,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,2,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
31 - Αχαΐας,322 E.T. Δήμου Καλαβρύτων,245,129,1,1,2,127,50,0,16,5,11,17,8,12,6,3,5,1,6,55,0,21,5,12,3,9,17,2,3,13,15,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,7,0,0,2,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,3,0,2,1
31 - Αχαΐας,323 E.T. Δήμου Καλαβρύτων,309,149,1,3,4,145,52,0,8,2,7,16,1,5,13,2,2,1,5,53,0,13,6,7,9,14,10,6,4,5,23,8,1,1,0,0,0,0,0,0,0,0,0,0,18,1,0,6,3,4,0,9,6,2,0,1,0,12,1,3,1,1,1,6,1,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,2,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
31 - Αχαΐας,324 E.T. Δήμου Καλαβρύτων,138,67,1,1,2,65,16,0,1,1,0,1,0,4,1,0,1,0,1,39,0,11,3,9,0,7,25,6,5,9,15,5,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,6,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
