ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΕΤΤΑ ΚΑΛΛΙΟΠΗ του Δημητρίου,ΓΟΥΛΙΑΡΟΥ ΘΕΟΔΩΡΑ του Δημητρίου,ΔΗΜΗΤΡΙΑΔΗΣ ΔΗΜΗΤΡΙΟΣ (ΜΙΜΗΣ) του Κλεάνθη,ΘΕΟΦΥΛΑΚΤΟΣ ΙΩΑΝΝΗΣ του Γαβριήλ,ΘΕΟΧΑΡΗ ΣΤΥΛΙΑΝΗ του Χαράλαμπου,ΜΟΥΜΟΥΛΙΔΗΣ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταματίου,ΝΤΖΙΜΑΝΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,Νέα Δημοκρατία,ΑΚΡΙΤΙΔΗΣ ΠΟΛΥΧΡΟΝΙΟΣ (ΧΡΟΝΗΣ) του Παναγιώτη,ΑΜΑΝΑΤΙΔΗΣ ΓΕΩΡΓΙΟΣ του Ισαάκ,ΒΡΥΖΙΔΟΥ ΠΑΡΑΣΚΕΥΗ του Παναγιώτη,ΚΩΝΣΤΑΝΤΙΝΙΔΗΣ ΕΥΣΤΑΘΙΟΣ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΜΙΧΑΗΛ (ΜΙΧΑΛΗΣ) του Γεωργίου,ΠΡΩΪΟΥ-ΒΑΡΖΗ ΕΥΛΑΜΠΙΑ (ΕΥΗ) του Ευαγγέλου,ΣΕΜΕΡΤΖΙΔΟΥ ΚΑΛΛΙΟΠΗ (ΠΟΠΗ) του Μιλτιάδη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΕΞΗΣ ΣΠΥΡΙΔΩΝ του Προκοπίου,ΖΑΡΟΓΙΑΝΝΗ ΧΡΥΣΟΥΛΑ του Οδυσσέα,ΚΑΡΑΒΕΛΙΑΣ ΣΤΕΡΓΙΟΣ του Αθανασίου,ΠΕΧΛΙΒΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ του Λαζάρου,ΤΣΙΟΤΣΙΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Κίνημα Αλλαγής,ΒΡΑΚΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Τριαντάφυλλου,ΓΚΡΙΤΖΕΛΗ-ΤΟΚΜΑΚΙΔΗ ΒΑΣΙΛΙΚΗ (ΒΑΣΩ) του Πάσχου,ΖΑΡΟΓΙΑΝΝΗΣ ΛΟΥΚΑΣ του Ιωάννη,ΚΑΒΟΥΡΑ-ΓΕΛΑΔΑΡΗ ΕΛΕΝΗ (ΛΕΝΑ) του Ιωάννη,ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ ΠΑΡΑΣΚΕΥΑΣ (ΠΑΡΙΣ) του Δημητρίου,ΤΑΪΓΑΝΙΔΟΥ ΕΛΕΝΗ του Ιωάννη,ΤΣΙΛΦΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Χρήστου,Κ.Κ.Ε.,ΑΔΑΜΙΔΟΥ ΣΟΦΙΑ του Δημητρίου,ΑΝΤΑΡΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Φωτίου,ΚΟΥΔΟΥΝΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΚΟΥΖΙΑΚΗ ΘΕΟΔΩΡΑ-ΜΑΤΙΝΑ (ΤΙΝΑ) του Παναγιώτη,ΛΑΜΠΑΔΑ ΧΑΡΙΣ του Αριστείδη,ΤΑΤΑΡΙΔΗΣ ΠΕΤΡΟΣ του Φιλίππου,ΤΣΙΓΚΑ ΕΥΘΥΜΙΑ (ΕΦΗ) του Κωνσταντίνου,Ένωση Κεντρώων,ΚΩΤΣΙΔΗΣ ΛΑΖΑΡΟΣ του Κοσμά,ΛΑΛΑΠΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σπυρίδωνα,ΛΟΥΤΣΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Κοσμά,ΜΠΑΡΜΠΕΡΗ ΣΟΦΙΑ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Ηλία,Ο.Κ.Δ.Ε.,ΚΑΡΥΔΗΣ ΜΑΡΚΟΣ του Παναγιώτη,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΔΙΝΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Νικολάου,ΠΡΑΣΣΟΣ ΣΤΕΦΑΝΟΣ του Αστερίου,Ελλήνων Συνέλευσις,ΓΕΩΡΓΙΑΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Κωνσταντίνου,ΓΚΙΟΥΡΑ ΘΕΟΔΩΡΑ του Κωνσταντίνου,ΚΑΡΑΚΟΥΛΑ ΜΑΡΚΗΣΙΑ του Χαρισίου,ΠΟΥΛΑΤΣΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΠΑΠΑΔΑΤΟΥ ΑΛΕΞΑΝΔΡΑ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΔΕΣΠΟΙΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Χαραλάμπους,ΛΑΖΑΡΑΤΟΥ ΔΗΜΗΤΡΟΥΛΑ του Ιωάννη,ΜΕΤΟΙΚΙΔΟΥ ΕΛΕΝΗ του Κωνσταντίνου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΛΕΞΙΟΣ του Κωνσταντίνου,ΣΑΛΤΣΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΧΑΡΑΛΑΜΠΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Θεοδώρου,Κ.Κ.Ε. (μ-λ),ΑΒΟΥΖΟΥΚΛΙΔΟΥ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΘΕΡΑΠΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΚΟΥΤΡΩΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΚΑΔΟΓΛΟΥ ΘΕΟΔΟΣΙΟΣ του Κωνσταντίνου,ΜέΡΑ25,ΚΑΛΟΓΙΑΝΝΙΔΗΣ ΣΤΑΥΡΟΣ του Ιωάννη,ΣΑΡΔΕΛΗ ΦΩΤΕΙΝΗ του Γεωργίου,ΣΕΡΕΤΗ ΜΑΡΙΑ του Κωνσταντίνου,ΣΜΥΡΛΗ ΣΩΤΗΡΙΑ του Σταύρου,ΤΣΟΥΦΛΙΔΗΣ ΑΝΤΩΝΙΟΣ του Χαραλάμπους,Δημιουργία ξανά - Θ. Τζήμερος,ΚΑΡΑΔΗΜΟΥ ΑΛΕΞΑΝΔΡΑ του Χρήστου,ΚΩΣΤΑΚΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΜΕΛΛΙΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΜΠΛΕΤΣΗΣ ΒΑΣΙΛΕΙΟΣ του Παναγιώτη,ΠΛΙΑΤΣΙΟΣ ΝΙΚΟΛΑΟΣ του Κωνσταντίνου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΠΡΑΣΣΑΣ ΔΗΜΗΤΡΙΟΣ του Αντωνίου
15 - Κοζάνης,185 E.T. Δήμου Κοζάνης,344,234,1,1,2,232,51,20,6,7,18,10,4,7,90,20,27,13,34,41,2,9,5,3,3,2,1,1,49,2,4,11,3,33,4,8,10,4,0,1,4,3,1,3,8,5,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,5,1,0,0,0,0,0,1,1,0,0,5,3,0,1,0,0,4,3,1,0,0,1,2,2
15 - Κοζάνης,186 E.T. Δήμου Κοζάνης,252,175,1,1,2,173,47,16,2,2,13,10,1,3,83,4,47,24,38,7,3,13,3,2,0,1,1,0,25,1,7,6,0,13,3,4,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
15 - Κοζάνης,187 E.T. Δήμου Κοζάνης,241,129,2,2,4,125,25,10,1,3,5,6,4,7,61,18,13,10,35,19,0,13,5,3,1,0,2,0,20,0,13,1,0,15,0,2,2,1,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,4,3,1,0,0,3,1,0,0,0,0,1,0,0
15 - Κοζάνης,188 E.T. Δήμου Κοζάνης,484,306,3,1,4,302,121,47,5,11,39,30,14,12,83,17,19,20,34,15,5,15,1,0,0,0,0,0,40,3,11,4,7,24,7,7,10,1,0,0,3,4,1,4,11,3,3,1,2,4,0,0,0,0,0,0,1,1,0,0,1,0,0,17,6,1,3,2,3,2,2,0,0,0,0,0,2,0,3,2,1,0,0,1,3,2,0,1,0,0,8,2
15 - Κοζάνης,189 E.T. Δήμου Κοζάνης,361,186,0,0,0,186,39,26,2,1,4,5,1,3,55,1,17,15,32,9,1,4,6,0,4,1,0,0,28,0,0,13,1,16,0,2,14,2,0,1,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,1,0,0,34,0,0,0,0,0,0,6,6,0,0,0,0,0,0,3,0,0,1,0,1,1,1
15 - Κοζάνης,190 E.T. Δήμου Κοζάνης,282,179,3,1,4,175,58,12,2,3,29,15,8,2,42,5,13,15,13,3,2,1,4,1,1,1,1,0,18,0,3,4,0,10,1,0,13,0,1,1,1,13,0,5,8,3,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,12,4,1,2,0,2,2,0,0,0,0,1,1,0,0,8,4,0,0,1,1,1,0,0,0,0,0,8,4
15 - Κοζάνης,191 E.T. Δήμου Κοζάνης,511,314,3,1,4,310,98,22,19,10,30,23,16,13,116,13,32,39,48,28,8,18,4,1,1,1,0,1,25,0,2,6,1,16,4,4,10,4,2,2,0,0,2,4,5,0,1,0,1,0,0,0,0,0,0,0,9,9,1,4,2,1,0,12,6,0,2,0,4,4,0,0,0,0,0,0,3,2,21,6,2,1,3,17,1,1,0,0,0,1,5,4
15 - Κοζάνης,192 E.T. Δήμου Κοζάνης,551,298,4,0,4,294,69,16,5,9,19,25,15,4,117,16,34,39,49,39,4,15,5,1,2,0,1,2,28,0,3,12,0,14,5,10,11,3,0,2,0,3,3,0,1,0,1,0,0,0,0,0,1,0,0,1,12,12,3,1,7,1,0,17,10,0,1,1,1,3,0,0,0,0,0,0,0,0,24,5,1,1,0,20,1,0,0,0,0,0,7,1
15 - Κοζάνης,193 E.T. Δήμου Κοζάνης,507,318,3,1,4,314,110,20,8,9,38,27,23,12,80,10,23,23,28,28,11,9,5,3,0,0,3,0,34,0,4,9,2,20,12,7,31,16,0,2,3,4,7,6,3,1,0,0,2,1,0,0,1,0,1,0,10,10,3,2,2,0,0,9,7,0,1,0,0,1,0,0,0,0,0,0,1,1,18,1,0,0,2,15,3,1,0,0,0,0,9,5
15 - Κοζάνης,194 E.T. Δήμου Κοζάνης,161,96,0,0,0,96,45,3,18,10,16,3,13,9,39,12,8,16,12,16,2,7,1,0,0,1,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,2,1,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,195 E.T. Δήμου Κοζάνης,405,264,4,3,7,257,84,16,11,44,6,15,26,4,93,16,27,17,40,20,6,7,4,0,1,2,1,0,19,0,3,3,0,11,5,9,18,8,1,0,2,2,5,6,0,0,0,0,0,0,0,0,2,2,0,1,2,1,2,0,1,0,0,13,0,0,4,3,2,4,0,0,0,0,0,0,0,0,16,5,2,0,0,5,0,0,0,0,0,0,6,2
15 - Κοζάνης,196 E.T. Δήμου Κοζάνης,428,272,2,2,4,268,107,23,4,50,23,15,24,6,52,8,20,17,25,12,0,3,3,2,1,0,1,0,38,1,0,3,0,31,0,19,37,14,1,2,6,12,11,7,3,1,0,1,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,9,4,2,2,0,3,1,0,0,0,0,0,0,0,0,9,2,0,0,1,2,0,0,0,0,0,0,6,2
15 - Κοζάνης,197 E.T. Δήμου Κοζάνης,451,270,3,3,6,264,88,20,10,46,14,17,25,6,112,15,39,36,61,26,6,10,5,1,2,2,1,0,18,1,0,2,1,11,0,11,19,5,0,4,1,2,6,9,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,7,1,1,1,3,1,1,0,0,0,0,0,0,0,0,6,2,1,1,0,3,1,1,0,0,0,1,5,2
15 - Κοζάνης,198 E.T. Δήμου Κοζάνης,477,287,0,0,0,287,114,17,6,62,14,21,28,1,101,22,34,34,29,29,1,4,9,1,1,3,2,1,9,0,0,0,1,3,3,4,30,8,0,0,3,11,5,3,3,0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,1,0,0,11,3,2,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,1
15 - Κοζάνης,199 E.T. Δήμου Κοζάνης,571,232,3,1,4,228,54,9,3,3,19,16,7,6,116,12,14,47,47,26,10,41,4,0,1,0,1,0,12,0,2,1,0,8,0,2,9,4,1,0,2,1,0,2,3,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,18,13,2,2,5,1,2,0,0,0,0,0,0,0,0,10,2,1,2,0,3,1,0,0,1,0,0,0,0
15 - Κοζάνης,200 E.T. Δήμου Κοζάνης,470,290,2,2,4,286,72,20,4,3,30,14,2,8,142,16,44,39,39,40,12,13,9,0,0,0,0,0,19,3,4,3,1,16,2,2,11,1,0,1,6,1,0,5,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,7,2,0,1,2,1,2,0,0,0,0,0,0,0,0,13,3,2,4,1,0,5,0,1,0,1,3,3,3
15 - Κοζάνης,201 E.T. Δήμου Κοζάνης,494,325,5,1,6,319,93,44,5,8,27,26,12,12,119,25,35,36,27,34,7,6,16,5,2,6,3,0,31,5,2,10,5,21,2,6,11,1,1,2,7,1,0,5,2,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,2,1,0,20,6,3,5,1,0,4,0,0,0,0,0,0,1,0,8,2,2,2,3,0,7,1,0,0,0,5,7,2
15 - Κοζάνης,202 E.T. Δήμου Κοζάνης,497,306,4,4,8,298,73,34,8,7,16,18,7,5,145,12,41,48,49,46,4,5,10,2,2,2,2,0,23,1,7,7,0,19,1,2,5,1,1,0,1,1,0,0,5,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,13,2,4,3,1,2,2,0,0,0,0,0,0,0,0,13,5,5,5,4,1,5,0,0,0,0,5,5,3
15 - Κοζάνης,203 E.T. Δήμου Κοζάνης,440,289,3,1,4,285,103,38,12,13,20,31,4,6,99,7,25,27,33,43,4,4,10,4,3,3,1,0,30,5,4,3,2,19,3,5,7,3,1,0,2,1,0,2,4,2,2,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,7,1,4,0,3,0,2,0,0,0,0,0,0,1,1,13,3,0,3,0,2,8,0,1,0,0,6,1,0
15 - Κοζάνης,204 E.T. Δήμου Κοζάνης,458,308,4,1,5,303,67,27,4,8,19,17,5,10,153,11,60,49,51,44,5,12,12,5,5,5,3,0,33,0,5,10,4,22,4,5,9,3,0,1,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,1,0,1,0,0,0,0,0,0,0,7,4,1,1,2,0,8,1,0,0,0,7,6,2
15 - Κοζάνης,205 E.T. Δήμου Κοζάνης,440,276,9,4,13,263,80,37,8,5,17,16,7,16,97,14,37,36,32,25,5,9,10,1,4,1,3,2,34,9,4,5,4,25,4,5,8,0,0,0,3,3,0,5,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,10,2,2,1,1,1,4,1,0,0,0,0,0,0,0,5,3,2,1,0,1,3,0,0,0,1,3,6,4
15 - Κοζάνης,206 E.T. Δήμου Κοζάνης,529,315,4,2,6,309,110,15,2,9,31,62,8,10,116,7,40,28,41,25,7,12,14,0,5,3,2,4,25,1,1,5,3,18,4,2,6,0,0,0,5,1,0,5,4,3,2,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,21,8,6,0,2,3,3,0,0,0,0,0,0,0,0,7,5,1,2,1,2,1,1,0,0,0,0,2,1
15 - Κοζάνης,207 E.T. Δήμου Κοζάνης,504,318,4,2,6,312,110,52,8,12,31,22,19,12,88,5,39,32,31,30,3,5,5,1,2,0,2,2,33,1,4,10,0,24,4,1,26,3,3,1,14,7,0,10,5,2,2,0,0,1,0,0,3,0,1,3,0,0,0,0,0,0,0,12,1,2,1,1,1,4,0,0,0,0,0,0,3,3,21,6,5,5,3,3,2,1,1,0,0,0,4,3
15 - Κοζάνης,208 E.T. Δήμου Κοζάνης,508,335,3,2,5,330,86,39,5,9,23,15,12,8,128,19,34,42,39,37,6,7,4,0,2,1,0,1,37,2,4,6,1,31,0,3,30,4,1,1,16,17,0,15,6,1,3,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,17,2,5,0,4,1,2,2,0,0,0,0,0,0,0,13,4,4,5,2,2,1,0,0,0,0,1,3,1
15 - Κοζάνης,209 E.T. Δήμου Κοζάνης,519,326,4,4,8,318,106,36,15,7,22,16,12,12,110,12,40,34,32,41,1,11,2,0,2,0,0,0,16,1,2,4,2,12,2,0,50,3,5,2,23,23,0,17,11,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,2,1,1,1,1,1,1,0,1,0,0,0,0,8,2,0,0,0,1,1,0,0,0,0,1,6,2
15 - Κοζάνης,210 E.T. Δήμου Κοζάνης,470,319,2,2,4,315,107,22,7,4,21,26,3,18,84,5,18,27,32,25,6,9,6,0,1,0,0,1,47,0,5,13,2,32,0,13,30,4,1,1,16,16,0,9,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,3,1,1,1,8,0,0,0,0,0,0,0,0,8,3,2,1,0,1,1,1,0,0,0,0,9,6
15 - Κοζάνης,211 E.T. Δήμου Κοζάνης,528,327,2,3,5,322,105,26,4,5,21,39,7,8,100,12,15,22,46,25,4,10,15,2,3,3,5,0,45,3,6,14,1,24,3,10,18,1,0,0,6,11,1,7,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,3,1,1,0,0,0,0,0,0,2,0,11,3,2,3,2,1,5,0,0,0,0,2,3,0
15 - Κοζάνης,212 E.T. Δήμου Κοζάνης,456,298,5,2,7,291,77,34,1,3,19,16,8,3,119,24,29,41,48,17,9,14,12,3,7,1,3,1,24,0,0,8,3,13,2,1,4,0,0,0,0,3,0,3,10,2,0,0,2,4,0,0,2,0,1,1,2,1,0,0,1,0,0,20,5,3,2,1,3,3,1,1,0,0,0,0,1,1,9,2,1,5,1,3,2,0,0,0,0,0,8,2
15 - Κοζάνης,213 E.T. Δήμου Κοζάνης,276,159,1,1,2,157,63,18,5,5,13,21,4,4,56,6,21,19,20,10,2,1,4,0,1,0,1,1,24,1,1,3,1,20,0,0,4,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,214 E.T. Δήμου Κοζάνης,303,205,2,0,2,203,94,16,9,19,13,62,5,15,57,19,15,10,22,8,3,15,2,0,0,0,0,0,23,1,1,2,3,18,2,6,14,2,2,0,6,1,4,6,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,1,0,0,1,0,0,0,0,0,0,0,2,2
15 - Κοζάνης,215 E.T. Δήμου Κοζάνης,389,179,0,0,0,179,55,16,4,1,24,11,5,13,64,7,19,27,16,15,1,8,8,3,4,2,3,1,15,0,1,5,0,13,3,0,12,0,2,2,9,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,1,3,1,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,1,3,1
15 - Κοζάνης,216 E.T. Δήμου Κοζάνης,441,207,4,2,6,201,65,25,11,10,20,11,11,3,65,8,17,31,16,12,4,7,6,1,3,0,2,2,35,0,0,2,0,18,18,13,5,0,1,0,2,0,0,1,2,0,0,0,1,1,0,0,2,1,1,0,2,0,0,0,2,0,0,13,2,0,1,3,8,2,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,2,0
15 - Κοζάνης,217 E.T. Δήμου Κοζάνης,436,207,8,0,8,199,67,23,8,11,11,15,15,8,92,9,18,57,35,15,8,11,7,2,4,2,0,0,9,0,0,1,0,7,5,2,6,1,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,1,2,8,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,2,1
15 - Κοζάνης,218 E.T. Δήμου Κοζάνης,439,235,2,0,2,233,65,22,12,14,15,7,19,2,108,17,29,64,42,12,6,12,9,1,3,2,2,2,25,0,0,6,0,14,18,7,6,0,2,1,1,0,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,1,1,6,3,0,0,0,0,0,0,0,0,5,2,1,0,0,1,1,0,0,0,0,0,1,1
15 - Κοζάνης,219 E.T. Δήμου Κοζάνης,467,272,6,2,8,264,71,7,5,38,18,13,9,13,125,33,25,47,54,35,5,6,6,2,1,1,1,1,18,0,1,2,0,4,12,7,4,0,0,0,0,2,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,0,0,22,3,0,4,6,4,9,1,0,0,0,0,0,0,0,10,4,2,1,2,5,0,0,0,0,0,0,3,2
15 - Κοζάνης,220 E.T. Δήμου Κοζάνης,467,257,3,4,7,250,104,24,5,47,3,20,19,24,85,19,16,49,35,11,1,11,7,3,0,2,2,1,20,0,1,2,0,14,12,7,2,2,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17,0,1,1,11,3,7,0,0,0,0,0,0,0,0,6,4,1,0,2,2,2,2,1,0,0,1,4,3
15 - Κοζάνης,221 E.T. Δήμου Κοζάνης,490,244,2,0,2,242,83,13,6,30,22,23,7,17,105,17,10,60,43,28,1,9,5,1,2,0,3,2,7,0,0,0,0,5,5,3,5,3,0,0,1,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,2,11,2,4,0,0,0,0,0,0,0,0,7,1,2,1,0,1,3,1,1,0,1,1,7,4
15 - Κοζάνης,222 E.T. Δήμου Κοζάνης,287,147,1,2,3,144,34,15,0,5,8,8,3,4,67,6,13,32,33,25,0,8,0,0,0,0,0,0,19,0,0,0,0,12,5,14,2,0,0,0,1,0,1,0,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,2,3,4,3,2,0,0,0,0,0,0,0,0,6,3,0,1,0,2,2,1,1,0,0,1,2,1
15 - Κοζάνης,223 E.T. Δήμου Κοζάνης,463,281,2,3,5,276,84,11,4,16,18,22,15,14,95,19,22,30,74,34,5,6,6,1,1,0,3,1,45,2,3,10,0,32,10,11,9,0,0,2,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,2,2,11,1,17,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0
15 - Κοζάνης,224 E.T. Δήμου Κοζάνης,456,256,5,0,5,251,53,10,3,4,9,24,3,9,143,26,41,48,80,35,7,10,11,0,1,2,10,1,13,0,1,1,0,9,6,4,5,0,1,0,0,0,0,0,3,0,0,0,2,2,0,0,2,1,1,0,0,0,0,0,0,0,0,11,0,0,1,4,1,2,0,0,0,0,0,0,1,0,7,3,0,0,0,3,0,0,0,0,0,0,2,2
15 - Κοζάνης,225 E.T. Δήμου Κοζάνης,450,274,1,1,2,272,43,8,5,9,15,8,11,2,150,35,58,45,83,29,1,17,13,1,1,0,12,0,44,2,2,15,3,32,15,5,6,2,0,0,2,2,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,0,3,3
15 - Κοζάνης,226 E.T. Δήμου Κοζάνης,74,45,0,0,0,45,19,6,1,9,1,3,2,2,12,2,3,1,3,7,0,2,0,0,0,0,0,0,6,1,2,1,0,3,3,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
15 - Κοζάνης,227 E.T. Δήμου Κοζάνης,219,117,1,1,2,115,38,4,5,8,8,8,10,6,39,2,7,26,20,3,0,7,2,0,1,0,0,0,15,0,1,7,0,8,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8,0,0,3,8,0,0,1,0,0,0,0,0,1,0,5,2,0,2,0,0,0,0,0,0,0,0,1,0
15 - Κοζάνης,228 E.T. Δήμου Κοζάνης,481,289,7,0,7,282,91,28,11,14,17,34,12,23,100,8,30,44,34,33,2,8,6,1,1,2,1,3,35,5,3,8,0,26,2,8,5,3,0,0,1,1,0,0,7,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,19,6,5,1,3,8,4,0,0,0,0,0,0,0,0,7,4,0,1,0,3,3,1,0,0,0,2,7,5
15 - Κοζάνης,229 E.T. Δήμου Κοζάνης,478,280,6,2,8,272,85,21,3,19,22,30,8,12,115,8,22,36,41,28,12,8,15,3,3,3,6,1,17,0,0,4,1,10,5,0,2,0,0,0,0,2,0,0,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,2,2,4,1,0,0,0,0,0,0,1,0,11,3,1,5,0,2,2,0,1,1,0,0,7,4
15 - Κοζάνης,230 E.T. Δήμου Κοζάνης,502,331,4,0,4,327,108,34,14,17,22,36,22,16,120,11,23,46,35,38,12,10,17,5,7,5,5,2,41,1,1,9,0,22,16,15,3,1,0,0,0,0,2,0,10,3,0,0,0,2,0,0,2,0,2,1,1,1,0,0,1,0,0,9,0,0,0,1,6,6,1,0,0,0,0,0,0,0,11,3,0,2,2,2,0,0,0,0,0,0,4,3
