ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΒΛΑΧΟΠΟΥΛΟΥ ΑΛΕΞΑΝΔΡΑ του Δημητρίου,ΚΑΡΑΓΙΑΝΝΙΔΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Σάββα,ΠΑΓΚΑΛΙΔΟΥ ΔΗΜΗΤΡΑ του Παύλου,ΠΑΡΑΣΧΙΔΗΣ ΚΥΡΙΑΖΗΣ του Μιχαήλ,Νέα Δημοκρατία,ΚΥΡΙΑΖΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Τριαντάφυλλου,ΜΑΓΓΑΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΜΠΛΟΥΧΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,ΤΟΥΦΕΚΤΣΗ ΘΕΟΔΩΡΑ (ΝΤΟΡΑ) του Βασιλείου,ΤΣΙΑΜΟΥΡΑ ΠΑΝΑΓΙΩΤΑ του Αθανασίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΝΙΚΟΛΑΪΔΗΣ ΕΛΕΥΘΕΡΙΟΣ του Παναγιώτη,ΠΟΥΤΑΧΙΔΟΥ ΔΕΣΠΟΙΝΑ του Ανθιμου,ΣΕΛΑΛΜΑΖΙΔΗΣ ΗΛΙΑΣ του Δημητρίου,ΤΣΑΠΑΚΙΔΗΣ ΚΟΣΜΑΣ του Νικολάου,ΧΟΡΟΖΙΔΟΥ ΧΡΥΣΑΝΘΗ του Αβραάμ,Κίνημα Αλλαγής,ΚΕΦΑΛΙΔΟΥ ΧΑΡΟΥΛΑ (ΧΑΡΑ) του Δημητρίου,ΝΙΚΟΛΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΞΑΝΘΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΠΟΥΤΣΗΣ ΙΩΑΝΝΗΣ του Αθανασίου,ΧΑΡΙΣΚΟΥ ΧΡΥΣΑΝΘΗ (ΧΡΙΣΤΙΑΝΑ) του Αντωνίου,Κ.Κ.Ε.,ΚΑΨΙΜΑΝΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΟΤΖΑΜΠΑΣΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΜΑΛΛΗ ΜΑΡΙΑ του Γεωργίου,ΜΗΤΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΠΑΤΖΕΛΑΣ ΣΤΑΥΡΟΣ του Γεωργίου,Ένωση Κεντρώων,ΑΠΟΣΤΟΛΙΔΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΚΑΡΑΠΑΝΟΥ ΟΥΡΑΝΙΑ του Στεφάνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΜΑΡΙΑ του Ευαγγέλου,ΣΑΠΑΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Γεωργίου,ΤΣΑΚΩΝΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Χαράλαμπου,Ο.Κ.Δ.Ε.,ΒΟΥΖΑΣ ΗΛΙΑΣ του Λαζάρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΟΥΙΡΟΥΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,Ελλήνων Συνέλευσις,ΑΝΘΟΥΛΗ ΣΩΤΗΡΙΑ του Χρήστου,ΓΚΛΑΒΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Διαμαντή,ΕΦΡΑΙΜΙΔΟΥ ΕΥΘΥΜΙΑ του Αλεξάνδρου,ΚΟΡΩΝΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΤΕΡΖΙΔΗΣ ΘΕΟΔΩΡΟΣ του Μιχαήλ,Ελληνική Λύση - Κ. Βελόπουλος,ΓΡΑΜΜΑΤΙΚΟΠΟΥΛΟΣ ΑΔΑΜ του Γεωργίου,ΚΟΥΡΤΙΔΗΣ ΜΙΧΑΗΛ του Αβραάμ,ΤΑΚΦΟΡΙΔΟΥ ΧΡΥΣΑΝΘΗ του Σωτηρίου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΕΥΑ του Δημητρίου,ΨΩΜΙΑΔΗΣ ΙΩΑΝΝΗΣ του Χρήστου,Κ.Κ.Ε. (μ-λ),ΟΙΚΟΝΟΜΙΔΗΣ ΙΑΚΩΒΟΣ του Περικλή,Μ-Λ Κ.Κ.Ε.,ΚΟΣΜΑ ΧΡΥΣΑΝΘΗ του Παναγιώτη,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΙΑΓΚΙΔΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΟΛΓΑ του Δημητρίου,ΠΛΑΚΙΔΗΣ ΧΡΗΣΤΟΣ του Θεοδώρου,Λαϊκή Ενότητα,ΕΡΜΕΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΓΙΟΥ ΕΛΕΝΗ του Ιωάννη,ΠΡΟΚΟΒΑΣ ΑΠΟΣΤΟΛΟΣ του Κυπαρίσση,ΜέΡΑ25,ΒΡΑΣΚΙΔΗΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,ΜΑΝΙΑΔΑΚΗ ΑΓΓΕΛΙΚΗ του Αναστασίου,ΤΟΓΓΙΑΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αντωνίου,Δημιουργία ξανά - Θ. Τζήμερος,ΓΡΗΓΟΡΙΟΥ ΘΕΟΧΑΡΙΑ του Παναγιώτη,ΚΟΥΚΟΥΤΣΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΣΑΒΒΙΔΗΣ ΙΕΡΟΚΛΗΣ του Θεοδώρου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΣΑΠΟΥΝΙΔΟΥ ΕΛΕΝΗ του Σάββα
4 - Δράμας,78 E.T. Δήμου Δράμας,286,130,2,1,3,127,22,1,3,10,1,2,78,24,1,44,1,1,4,0,0,0,0,2,5,1,3,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1
4 - Δράμας,79 E.T. Δήμου Δράμας,563,304,6,4,10,294,92,16,23,27,1,9,114,23,26,43,3,13,4,1,1,1,0,0,26,15,8,1,0,1,5,0,1,0,0,1,5,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,21,3,4,6,2,1,0,0,0,0,1,0,1,0,0,0,0,0,18,4,3,2,3,0,2,1,3,1
4 - Δράμας,80 E.T. Δήμου Δράμας,553,336,5,3,8,328,73,4,18,24,2,4,149,45,16,69,4,8,7,1,1,0,0,2,39,20,9,3,1,3,13,2,1,6,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,3,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,13,5,2,2,7,0,3,0,5,3
4 - Δράμας,81 E.T. Δήμου Δράμας,561,317,8,1,9,308,90,6,20,35,3,0,126,50,15,44,2,6,5,0,0,1,0,1,29,16,5,4,2,1,8,0,1,0,5,0,4,0,0,1,0,0,0,0,2,1,2,0,0,0,1,0,27,3,7,6,4,2,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,1,2,0,2,0,8,7
4 - Δράμας,82 E.T. Δήμου Δράμας,569,347,8,3,11,336,92,15,20,32,4,2,132,28,11,62,8,12,5,3,0,1,0,0,34,13,8,6,0,3,9,1,3,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,28,4,11,2,4,4,0,0,0,0,4,0,0,2,0,0,0,0,18,2,4,3,4,0,1,1,8,5
4 - Δράμας,83 E.T. Δήμου Δράμας,565,337,5,2,7,330,79,15,15,31,4,2,154,48,14,74,1,11,7,1,0,1,1,2,28,18,4,4,1,1,9,1,1,0,4,1,3,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,24,3,8,4,0,6,0,0,0,0,1,0,0,1,0,0,0,0,14,3,2,2,7,1,0,5,2,1
4 - Δράμας,84 E.T. Δήμου Δράμας,567,298,1,4,5,293,79,8,13,30,4,9,111,32,10,47,4,10,10,5,1,0,1,1,22,6,4,7,1,2,17,3,0,1,5,2,3,0,1,0,0,0,0,0,5,2,3,0,0,0,3,0,20,3,4,5,1,3,0,0,2,0,1,0,0,0,0,0,0,0,12,4,0,1,3,0,0,3,5,3
4 - Δράμας,85 E.T. Δήμου Δράμας,562,326,8,1,9,317,85,6,20,35,4,1,138,32,13,67,8,10,9,4,1,0,1,1,24,11,9,4,0,0,8,1,1,1,1,2,6,1,2,0,1,2,0,0,2,1,0,0,0,0,0,0,21,2,2,6,3,1,0,0,0,0,0,0,0,0,1,1,0,0,10,1,0,3,7,2,2,2,6,3
4 - Δράμας,86 E.T. Δήμου Δράμας,566,297,7,3,10,287,74,16,8,26,2,2,127,40,12,47,3,11,10,5,0,0,1,1,35,11,15,3,1,1,7,0,2,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,17,4,2,3,2,2,0,0,0,0,2,1,0,0,1,1,0,0,7,0,0,1,4,0,0,2,1,1
4 - Δράμας,87 E.T. Δήμου Δράμας,565,304,9,5,14,290,88,7,15,33,5,2,123,41,9,52,5,8,10,2,0,2,1,2,18,9,8,0,0,1,12,2,1,1,1,0,2,1,0,1,0,0,0,0,3,1,0,0,0,0,0,0,12,2,1,3,1,1,0,0,0,0,2,0,0,0,2,2,0,0,14,1,3,6,1,1,0,0,3,0
4 - Δράμας,88 E.T. Δήμου Δράμας,566,295,3,3,6,289,80,11,13,28,1,2,113,31,8,51,2,11,6,1,0,0,1,1,37,17,9,3,0,5,5,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,18,2,6,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,13,3,2,1,5,1,1,1,6,3
4 - Δράμας,89 E.T. Δήμου Δράμας,563,289,1,6,7,282,75,11,19,25,4,1,97,35,6,38,1,12,8,3,0,0,0,4,40,20,9,5,3,3,8,3,0,0,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,4,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12,3,5,0,4,0,1,2,10,9
4 - Δράμας,90 E.T. Δήμου Δράμας,546,305,4,6,10,295,75,14,18,19,3,3,123,34,4,65,4,10,11,7,1,0,0,1,34,13,11,5,2,3,3,0,0,2,0,0,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,8,4,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,14,2,1,1,5,1,0,1,2,0
4 - Δράμας,91 E.T. Δήμου Δράμας,532,292,4,3,7,285,83,9,26,26,5,2,109,33,4,55,1,9,9,5,1,1,0,2,36,20,12,2,0,0,6,0,1,3,1,0,7,1,0,2,0,0,1,1,0,0,1,0,0,0,0,1,19,4,5,3,2,1,0,0,1,1,2,1,1,0,0,0,0,0,7,0,2,1,2,0,0,1,2,1
4 - Δράμας,92 E.T. Δήμου Δράμας,565,311,11,2,13,298,82,12,28,22,0,4,117,38,3,58,5,9,9,5,0,1,2,0,17,9,7,1,0,0,6,0,0,1,1,2,4,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,30,7,7,7,2,2,0,0,0,0,2,0,0,2,0,0,0,0,12,4,3,4,8,3,3,2,9,9
4 - Δράμας,93 E.T. Δήμου Δράμας,557,282,4,4,8,274,79,14,13,25,6,4,97,42,10,33,2,8,12,5,3,1,0,2,33,6,11,6,3,0,15,0,1,3,0,3,4,2,0,1,0,1,0,0,1,1,1,0,1,0,0,0,18,2,7,2,1,1,0,0,0,0,3,0,0,1,0,0,0,0,4,1,1,0,3,1,1,0,4,2
4 - Δράμας,94 E.T. Δήμου Δράμας,560,302,4,6,10,292,60,9,17,19,1,2,133,40,4,68,0,9,12,8,1,1,1,0,29,14,4,4,1,2,2,0,0,0,0,0,7,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,28,14,4,5,1,2,0,0,0,0,2,0,0,1,1,0,0,1,8,2,2,3,6,1,2,2,3,2
4 - Δράμας,95 E.T. Δήμου Δράμας,530,288,1,3,4,284,85,10,13,40,1,5,81,26,4,33,1,11,13,3,2,0,0,7,38,15,13,7,2,0,6,0,2,1,0,1,9,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,23,8,3,6,2,1,0,0,0,0,2,0,2,0,1,0,1,0,14,1,5,5,4,1,0,1,8,5
4 - Δράμας,96 E.T. Δήμου Δράμας,555,288,5,2,7,281,66,9,11,24,5,1,101,49,5,35,3,4,22,14,0,1,1,3,26,9,13,2,0,1,10,1,0,4,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,34,13,5,6,0,6,0,0,0,0,0,0,0,0,1,1,0,0,10,1,3,3,2,0,0,0,7,4
4 - Δράμας,97 E.T. Δήμου Δράμας,556,321,4,2,6,315,66,7,15,24,7,5,119,26,5,66,1,11,17,5,0,3,0,3,47,22,14,4,2,2,6,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,4,10,7,3,4,0,0,0,0,6,1,1,3,3,3,0,0,5,0,1,1,5,1,2,2,5,4
4 - Δράμας,98 E.T. Δήμου Δράμας,522,307,4,2,6,301,62,5,20,12,2,3,125,24,9,72,7,7,11,1,1,1,0,5,39,17,15,5,1,0,8,0,3,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,20,5,5,3,0,1,1,0,1,1,2,0,1,0,2,0,0,0,21,1,3,10,4,0,0,2,2,0
4 - Δράμας,99 E.T. Δήμου Δράμας,550,292,6,2,8,284,68,6,20,17,4,6,106,33,10,48,2,6,11,4,0,0,2,4,49,7,34,4,2,1,12,1,2,3,4,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,11,2,1,5,0,2,0,0,0,0,1,0,0,1,2,1,0,1,19,2,5,3,0,0,0,0,1,1
4 - Δράμας,100 E.T. Δήμου Δράμας,522,252,2,5,7,245,53,5,13,22,1,0,111,28,3,70,2,4,7,2,1,2,1,0,28,1,19,3,1,0,8,2,1,1,2,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,1,2,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17,2,3,3,2,0,1,1,2,0
4 - Δράμας,101 E.T. Δήμου Δράμας,497,260,4,0,4,256,59,7,16,19,3,2,111,35,3,54,0,8,3,2,0,0,0,0,41,10,29,1,1,0,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,2,1,4,1,0,0,0,0,0,4,0,0,1,0,0,0,0,10,1,4,1,9,1,4,0,2,1
4 - Δράμας,102 E.T. Δήμου Δράμας,497,236,2,3,5,231,51,3,15,24,0,0,106,20,12,59,2,7,8,1,1,1,0,0,29,0,26,0,0,2,5,1,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,1,3,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,8,3,1,0,2,1,1,0,8,2
4 - Δράμας,103 E.T. Δήμου Δράμας,504,251,11,3,14,237,59,9,16,19,3,2,80,22,6,43,1,5,11,6,1,1,2,1,38,10,23,3,0,2,9,1,0,1,1,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,15,2,5,3,1,0,0,0,0,0,4,0,0,4,0,0,0,0,9,4,2,1,6,1,1,3,3,2
4 - Δράμας,104 E.T. Δήμου Δράμας,510,284,1,3,4,280,72,6,18,26,5,0,82,20,8,32,4,3,9,3,0,3,1,1,64,9,51,4,0,0,1,0,0,0,0,1,4,1,1,0,0,0,0,0,3,3,2,0,0,0,2,0,17,6,1,1,4,1,0,0,0,0,1,0,1,0,2,0,0,0,10,1,3,1,7,2,0,1,6,3
4 - Δράμας,105 E.T. Δήμου Δράμας,498,267,4,3,7,260,55,2,13,24,1,4,129,41,7,62,3,3,8,2,1,1,1,2,31,7,18,2,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,1,7,1,0,2,0,0,0,0,1,0,0,1,0,0,0,0,14,7,3,0,2,0,0,0,1,1
4 - Δράμας,106 E.T. Δήμου Δράμας,499,257,4,3,7,250,40,3,10,13,2,0,128,34,10,57,6,11,3,0,2,0,0,0,41,16,19,2,4,0,4,2,1,0,0,1,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,11,5,1,2,0,0,0,0,0,0,1,0,0,1,1,0,0,1,10,1,3,0,2,1,0,1,5,3
4 - Δράμας,107 E.T. Δήμου Δράμας,501,231,2,1,3,228,50,3,8,24,4,0,98,23,7,56,1,7,3,2,1,0,0,0,37,10,22,3,1,1,3,0,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,3,1,1,2,0,0,0,0,2,1,0,1,0,0,0,0,8,2,0,2,5,0,0,2,7,3
4 - Δράμας,108 E.T. Δήμου Δράμας,523,257,5,4,9,248,64,6,14,29,1,1,85,28,7,38,3,6,5,2,0,0,0,0,42,7,25,1,2,3,5,0,0,0,1,1,5,1,0,1,1,0,0,0,2,0,2,0,0,0,2,0,16,3,7,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,7,0,2,2,6,1,2,1,7,3
4 - Δράμας,109 E.T. Δήμου Δράμας,344,203,2,1,3,200,32,4,3,10,1,4,98,20,5,54,3,9,11,2,2,0,1,2,42,12,23,5,1,1,1,0,0,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0,1,1
4 - Δράμας,110 E.T. Δήμου Δράμας,524,262,2,0,2,260,73,4,18,24,4,4,92,31,3,50,1,5,10,3,1,0,1,3,27,5,9,9,1,2,10,4,1,3,1,0,3,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,21,3,10,3,0,1,1,1,0,0,2,0,0,0,1,0,0,0,10,2,1,3,3,1,0,1,5,2
4 - Δράμας,111 E.T. Δήμου Δράμας,501,258,2,1,3,255,62,5,22,19,1,3,87,11,6,59,2,2,10,3,0,0,0,4,38,19,11,4,0,0,8,0,0,3,2,1,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,19,1,9,0,2,1,0,0,0,0,1,0,0,0,3,3,0,0,10,1,2,1,4,0,0,3,8,5
4 - Δράμας,112 E.T. Δήμου Δράμας,507,266,3,0,3,263,59,9,19,15,3,1,91,27,4,49,1,4,6,1,1,1,0,0,40,20,11,3,2,1,19,1,2,10,1,0,7,4,1,0,1,0,0,0,1,1,11,1,2,0,7,1,17,5,2,2,1,5,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,1,0,0,1,5,3
4 - Δράμας,113 E.T. Δήμου Δράμας,500,231,4,3,7,224,44,9,12,12,2,3,80,26,5,40,2,3,10,4,1,0,0,2,30,10,11,4,3,1,8,2,0,3,0,0,6,4,1,1,0,0,0,0,1,1,3,0,0,0,2,0,27,2,11,6,1,2,0,0,0,0,1,0,0,0,1,0,0,0,8,3,2,1,3,0,1,2,2,1
4 - Δράμας,114 E.T. Δήμου Δράμας,406,200,1,0,1,199,52,8,14,21,1,0,102,23,6,56,2,10,4,3,0,0,0,0,19,5,11,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,10,8,0,1,0,0,0,0,3,2
4 - Δράμας,115 E.T. Δήμου Δράμας,435,192,4,0,4,188,42,3,15,5,2,2,89,15,5,56,1,8,8,3,0,1,0,2,26,3,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,10,7,1,0,2,0,1,0,2,2
4 - Δράμας,116 E.T. Δήμου Δράμας,456,197,3,1,4,193,34,0,19,7,0,0,78,19,6,44,0,5,4,2,1,0,0,0,43,13,24,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12,8,1,1,3,0,0,3,5,3
4 - Δράμας,117 E.T. Δήμου Δράμας,418,196,0,2,2,194,36,4,16,10,1,0,88,19,5,57,1,3,6,2,0,0,1,0,37,10,22,0,1,0,1,0,0,1,0,0,4,1,1,0,0,1,0,0,1,0,2,1,1,0,0,0,7,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,2,2,0,0,1,1,0
4 - Δράμας,118 E.T. Δήμου Δράμας,451,237,3,1,4,233,78,4,15,35,2,1,77,25,8,31,0,8,11,0,2,0,1,4,39,8,24,4,0,1,4,1,0,1,0,1,2,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,9,1,0,1,3,3,0,0,0,0,1,0,0,1,0,0,0,0,6,0,2,0,1,0,0,0,2,1
4 - Δράμας,119 E.T. Δήμου Δράμας,412,226,7,4,11,215,58,5,16,20,2,3,89,50,5,27,0,4,13,1,2,0,1,6,20,3,13,0,0,3,5,0,0,1,2,1,9,2,0,0,5,0,0,0,1,0,1,0,0,0,1,0,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,1,3,0,3,0,1,0
4 - Δράμας,120 E.T. Δήμου Δράμας,410,213,2,1,3,210,47,6,12,19,1,1,99,33,6,50,3,5,7,2,1,0,1,3,20,6,8,3,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,4,4,6,5,0,0,1,0,0,0,0,0,0,0,0,0,9,1,2,3,0,0,0,0,2,0
4 - Δράμας,121 E.T. Δήμου Δράμας,431,224,3,1,4,220,68,11,7,31,1,8,84,18,2,57,4,2,3,2,0,1,0,0,21,11,6,1,1,0,4,0,0,0,3,0,7,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,15,2,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,1,3,0,1,0,0,1,2,1
4 - Δράμας,122 E.T. Δήμου Δράμας,285,119,0,0,0,119,17,2,7,6,0,0,64,11,2,45,0,5,6,2,0,0,0,2,6,2,4,0,0,0,8,1,0,7,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,0,6,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1
4 - Δράμας,123 E.T. Δήμου Δράμας,535,333,1,0,1,332,82,5,20,34,3,4,154,73,5,68,1,1,8,1,0,0,1,1,27,9,15,0,0,2,9,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20,2,5,2,0,3,0,0,0,0,5,2,0,2,0,0,0,0,11,0,4,3,1,0,1,0,13,6
4 - Δράμας,124 E.T. Δήμου Δράμας,527,301,2,4,6,295,93,4,28,34,2,7,140,49,8,68,1,8,7,2,2,0,1,1,9,4,2,1,1,0,6,2,0,2,1,0,3,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,13,1,4,1,1,3,1,0,0,0,2,1,0,1,1,1,0,0,8,0,2,3,3,1,1,0,7,3
4 - Δράμας,125 E.T. Δήμου Δράμας,437,247,3,1,4,243,52,6,16,10,1,7,86,29,4,44,3,2,2,0,0,0,0,1,39,18,15,3,1,2,8,2,1,0,2,0,10,2,1,2,1,0,0,0,1,0,3,0,3,0,0,0,13,2,5,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,12,3,2,3,6,0,5,0,10,5
4 - Δράμας,126 E.T. Δήμου Δράμας,513,246,3,0,3,243,61,10,13,15,3,2,85,27,2,43,3,6,14,1,1,0,4,3,30,11,9,1,5,1,4,0,0,0,0,3,9,4,0,2,0,0,0,0,0,0,1,0,1,0,0,0,15,0,8,0,1,1,0,0,0,0,2,0,0,1,1,0,0,0,11,1,4,0,2,0,0,0,8,3
4 - Δράμας,127 E.T. Δήμου Δράμας,415,272,3,2,5,267,53,5,6,27,0,1,81,30,2,41,0,3,13,1,0,0,0,6,72,5,9,0,56,2,10,1,2,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21,0,2,9,3,4,0,0,0,0,2,0,0,1,0,0,0,0,9,1,4,0,3,0,0,3,2,1
4 - Δράμας,128 E.T. Δήμου Δράμας,382,250,0,1,1,249,48,5,17,10,1,1,61,14,5,38,0,2,3,1,0,0,0,2,102,2,11,0,86,2,10,1,3,0,5,0,2,1,0,0,0,0,0,0,1,0,2,0,0,0,2,0,6,0,1,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,5,2,1,1,7,0,3,3,0,0
4 - Δράμας,129 E.T. Δήμου Δράμας,200,84,1,1,2,82,8,2,1,2,1,1,42,16,0,26,0,0,4,2,0,0,0,0,7,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,12,2,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,1,1,1
4 - Δράμας,130 E.T. Δήμου Δράμας,492,258,2,2,4,254,52,4,10,18,2,9,122,13,13,82,2,9,13,6,1,2,0,3,12,6,3,2,0,0,5,1,0,1,1,0,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,29,6,7,10,0,0,0,0,0,0,1,0,0,1,1,0,0,0,8,0,1,2,1,1,0,0,4,3
4 - Δράμας,131 E.T. Δήμου Δράμας,478,275,0,4,4,271,35,7,7,6,6,2,123,20,7,88,1,3,18,8,2,0,0,2,35,16,12,5,1,1,10,2,1,0,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,6,3,9,2,1,0,0,0,0,4,0,1,0,0,0,0,0,9,1,2,1,1,0,0,1,6,4
4 - Δράμας,132 E.T. Δήμου Δράμας,465,257,10,3,13,244,40,0,14,21,0,0,135,29,6,86,2,10,10,3,2,0,1,2,35,14,18,1,2,0,2,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,1,0
4 - Δράμας,133 E.T. Δήμου Δράμας,525,255,3,1,4,251,42,6,4,18,2,2,141,30,10,81,2,9,7,3,0,0,0,2,27,8,15,0,2,2,6,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,14,2,3,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,1,6,3
4 - Δράμας,134 E.T. Δήμου Δράμας,509,256,1,1,2,254,57,7,8,19,1,7,127,28,8,77,5,1,8,2,2,0,0,1,28,7,15,0,3,3,9,0,0,1,6,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,12,1,3,1,2,4,0,0,0,0,2,1,1,0,1,1,0,0,2,1,1,0,2,1,1,0,3,1
