ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΤΩΝΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΚΑΛΠΑΚΗΣ ΣΤΕΡΓΙΟΣ του Δημητρίου,ΚΑΡΑΣΑΡΛΙΔΟΥ ΕΥΦΡΟΣΥΝΗ (ΦΡΟΣΩ) του Γεωργίου,ΟΥΡΣΟΥΖΙΔΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΠΑΠΑΓΙΑΝΝΟΥΛΗ ΕΥΑΓΓΕΛΙΑ (ΕΥΗ) του Θεοδώρου,ΤΟΛΚΑΣ ΑΓΓΕΛΟΣ του Χαράλαμπου,Νέα Δημοκρατία,ΒΕΣΥΡΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Φωτίου,ΒΛΑΧΟΓΙΑΝΝΗ ΙΦΙΓΕΝΕΙΑ του Γεωργίου,ΚΑΡΑΤΖΙΟΥΛΑ ΝΙΚΗ του Κωνσταντίνου,ΚΟΥΤΣΟΥΠΙΑΣ ΦΩΤΙΟΣ του Δημητρίου,ΜΠΑΡΤΖΩΚΑΣ ΑΝΑΣΤΑΣΙΟΣ του Στέργιου,ΤΣΑΒΔΑΡΙΔΗΣ ΛΑΖΑΡΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΝΝΑΚΟΒΙΤΗΣ ΕΜΜΑΝΟΥΗΛ του Βασιλείου,ΕΥΤΗΡΙΑΔΟΥ ΑΝΝΑ του Παύλου,ΘΕΟΔΩΡΟΥ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΚΕΪΣΙΔΟΥ ΟΛΥΜΠΙΑ του Αντωνίου,ΠΛΑΣΤΑΡΑΣ ΙΩΑΝΝΗΣ του Θωμά,ΤΣΑΚΙΡΗΣ ΜΙΧΑΗΛ του Νικολάου,Κίνημα Αλλαγής,ΓΚΙΟΝΟΓΛΟΥ ΧΑΡΑΛΑΜΠΟΣ του Ηρακλή,ΜΠΡΟΥΣΚΕΛΗΣ ΝΙΚΟΛΑΟΣ του Δημητρίου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΘΕΟΔΩΡΟΣ του Χρήστου,ΣΑΒΒΙΔΟΥ ΕΙΡΗΝΗ του Ιωάννη,ΤΟΡΟΡΗ ΜΑΡΙΑ του Κωνσταντίνου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΤΗΛΕΜΑΧΟΣ του Βασιλείου,Κ.Κ.Ε.,ΔΙΑΚΟΓΛΟΥ ΙΩΑΝΝΗΣ του Κυριάκου,ΙΑΚΩΒΙΔΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΣΟΦΡΟΝΩΦ - ΤΑΜΠΑΚΗ ΙΩΑΝΝΑ του Ελευθέριου,ΤΣΙΟΥΛΑΚΟΣ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Ιωάννη,ΤΣΟΥΚΑΛΑΣ ΘΩΜΑΣ του Παύλου,ΧΑΤΖΗΘΕΟΔΩΡΙΔΟΥ ΚΥΡΙΑΚΗ (ΚΟΥΛΑ) του Μιχαήλ,Ένωση Κεντρώων,ΑΚΕΨΩΜΑΪΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Εμμανουήλ,ΒΕΤΣΟΣ ΑΝΔΡΕΑΣ του Νικολάου,ΓΑΛΛΟΥ ΙΩΑΝΝΑ του Αδάμ,ΔΙΜΠΑΛΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΠΑΠΑΔΗΜΗΤΡΟΠΟΥΛΟΥ ΘΕΟΔΩΡΑ του Αριστείδη,Ο.Κ.Δ.Ε.,ΛΑΧΑΝΗΣ ΤΗΛΕΜΑΧΟΣ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΠΑΠΑΔΟΠΟΥΛΟΥ ΔΕΣΠΟΙΝΑ του Ιωάννη,ΠΑΠΑΧΡΥΣΟΣΤΟΜΙΔΗΣ ΛΑΖΑΡΟΣ του Μιχαήλ,ΤΣΙΑΝΟΥ ΜΑΡΙΑΝΑ του Αντωνίου,Ελλήνων Συνέλευσις,ΓΑΛΑΝΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΖΑΤΙΚΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Εμμανουήλ,ΠΡΟΪΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΠΥΡΙΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Ανέστη,ΤΣΑΠΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ (ΚΑΡΟΛΙΝΑ) του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΓΙΑΝΝΗ ΑΝΤΩΝΙΑ του Περικλή,ΜΟΥΡΑΤΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΜΠΑΝΤΩΛΑΣ ΑΠΟΣΤΟΛΟΣ-ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΤΡΕΜΠΕΛΗ ΔΗΜΗΤΡΑ του Κωνσταντίνου,ΤΣΑΝΤΕΚΙΔΗΣ ΜΙΧΑΗΛ του Σταύρου,ΨΑΘΑΣ ΣΩΤΗΡΙΟΣ του Γεωργίου,Κ.Κ.Ε. (μ-λ),ΜΩΡΑΪΤΟΠΟΥΛΟΥ ΜΑΡΙΑ του Γεωργίου,Μ-Λ Κ.Κ.Ε.,ΧΑΤΖΗΘΕΟΔΩΡΙΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Μιχαήλ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΣΛΑΝΙΔΟΥ ΜΙΛΕΝΑ του Αλέξιου,ΚΑΛΟΣΤΕΦΑΝΟΣ ΘΕΟΔΩΡΟΣ του Χρήστου,ΠΛΙΑΚΟΥ ΔΕΣΠΟΙΝΑ του Ζαφειρίου,ΧΑΤΖΗΠΑΡΑΣΚΕΥΑΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,Λαϊκή Ενότητα,ΚΙΟΣΕΟΓΛΟΥ ΕΛΕΥΘΕΡΙΟΣ του Γεωργίου,ΚΟΥΦΑΚΗ ΑΘΗΝΑ του Νικολάου,ΟΡΦΑΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αλέξανδρου,ΜέΡΑ25,ΟΡΦΑΝΙΔΗΣ ΒΑΣΙΛΕΙΟΣ του Ελευθερίου,ΠΑΠΑΪΩΑΝΝΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,ΤΟΡΝΑΖΑΚΗ ΑΘΗΝΑ του Αριστείδη,ΧΡΗΣΤΟΥ ΠΑΣΧΑΛΙΝΗ (ΛΙΝΑ) του Θεόδωρου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΒΑΝΙΤΗΣ ΓΕΩΡΓΙΟΣ του Αναστασίου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΝΤΣΑΔΟΥ ΕΥΘΥΜΙΑ του Βλαδίμηρου,ΜΠΟΥΡΑΖΑΝΗ ΙΩΑΝΝΑ του Παναγιώτη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΡΟΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωακείμ
12 - Ημαθίας,107 E.T. Δήμου Βέροιας,549,274,2,5,7,267,53,12,12,18,14,9,5,119,46,7,31,37,40,40,35,19,0,9,9,4,3,15,4,0,4,3,4,5,6,0,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,14,4,4,4,1,4,1,0,0,0,0,2,1,2,0,1,0,0,0,0,6,2,0,1,0,2,0,1,1,0,13,10
12 - Ημαθίας,108 E.T. Δήμου Βέροιας,509,270,6,2,8,262,72,14,13,17,14,9,15,105,36,6,24,45,29,32,18,13,2,5,5,0,0,16,4,2,3,3,2,9,16,1,2,10,0,3,4,5,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,7,1,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,11,6,1,1,3,2,0,1,0,0,6,4
12 - Ημαθίας,109 E.T. Δήμου Βέροιας,518,269,4,4,8,261,64,13,13,13,21,11,13,98,50,3,18,36,16,46,26,17,0,8,2,0,0,9,2,1,2,1,3,2,21,1,3,13,3,3,12,6,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,21,11,6,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,2,1,2,0,0,0,0,7,5
12 - Ημαθίας,110 E.T. Δήμου Βέροιας,512,293,4,1,5,288,72,12,20,22,12,17,21,126,51,4,14,43,38,46,19,13,0,7,3,6,0,12,2,3,2,4,1,7,12,0,4,4,1,2,4,5,2,0,1,1,4,0,0,0,0,0,0,1,1,1,0,0,0,19,6,6,4,5,7,4,0,0,0,0,2,1,1,0,0,0,0,0,0,10,5,2,2,1,3,0,1,1,0,7,3
12 - Ημαθίας,111 E.T. Δήμου Βέροιας,349,179,0,3,3,176,41,7,3,5,18,6,10,83,52,5,18,22,17,28,4,2,2,0,1,1,2,10,0,0,3,3,1,4,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,4,1,8,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,2,0,3,3,0,0,0,0,0,3,1
12 - Ημαθίας,112 E.T. Δήμου Βέροιας,362,170,3,0,3,167,42,7,5,7,21,4,6,52,21,0,11,22,10,26,12,5,1,1,3,0,3,13,3,0,5,2,1,5,12,0,1,10,0,0,9,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,5,0,3,1,1,0,0,5,0,0,0,0,0,0,0,0,6,2,3,1,1,1,0,0,0,0,7,3
12 - Ημαθίας,113 E.T. Δήμου Βέροιας,467,240,0,0,0,240,56,12,18,11,17,9,21,85,37,12,16,18,18,41,15,10,1,3,1,2,6,21,4,3,4,6,4,12,11,1,0,7,0,0,3,2,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,31,14,7,0,12,4,3,0,0,0,0,1,0,0,0,0,3,0,2,1,4,3,3,0,0,2,2,0,2,0,8,4
12 - Ημαθίας,114 E.T. Δήμου Βέροιας,515,313,3,2,5,308,56,4,9,12,13,15,19,153,44,7,30,31,54,73,11,4,2,1,2,0,5,38,18,7,4,9,3,16,9,1,2,1,0,0,0,6,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,5,3,3,4,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,9,2,4,2,0,0,0,0,0,0,7,5
12 - Ημαθίας,115 E.T. Δήμου Βέροιας,532,335,7,0,7,328,52,11,9,15,15,11,12,187,62,4,40,32,65,94,13,8,4,3,3,1,0,32,11,3,2,8,2,16,12,2,4,1,0,0,1,5,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,4,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,8,2,2,0,1,2,0,0,0,1,7,6
12 - Ημαθίας,116 E.T. Δήμου Βέροιας,505,328,3,3,6,322,71,16,6,15,12,15,31,170,46,10,34,24,72,93,9,2,1,1,1,1,1,25,13,5,2,2,5,11,13,3,2,4,1,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,5,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,2,1,0,3,1,1,1,0,7,5
12 - Ημαθίας,117 E.T. Δήμου Βέροιας,196,117,0,1,1,116,35,4,4,11,13,11,8,45,9,0,16,7,9,29,9,1,0,7,3,0,1,6,1,0,3,0,1,2,7,0,0,5,1,0,3,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,1
12 - Ημαθίας,118 E.T. Δήμου Βέροιας,542,315,11,0,11,304,78,12,8,19,6,12,32,148,42,3,27,19,80,50,15,5,1,4,5,1,4,16,5,4,0,6,2,4,15,0,1,6,1,0,4,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,13,2,2,2,3,2,2,0,0,0,0,4,0,3,0,3,1,0,0,0,2,1,0,0,1,3,2,1,0,1,5,2
12 - Ημαθίας,119 E.T. Δήμου Βέροιας,479,287,3,1,4,283,108,14,14,28,8,15,43,94,26,0,23,11,52,28,4,2,0,0,1,0,2,18,4,3,0,9,0,11,28,1,6,16,1,2,17,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16,8,4,5,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,3,0,0,2,1,2,1
12 - Ημαθίας,120 E.T. Δήμου Βέροιας,314,128,0,0,0,128,30,6,4,4,4,7,13,32,8,0,22,2,11,7,1,1,0,0,0,0,1,50,12,5,6,15,5,27,4,0,0,4,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,3,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,2,3,0,2,0,0,0,0,0,0,0
12 - Ημαθίας,121 E.T. Δήμου Βέροιας,376,172,0,2,2,170,60,10,11,15,2,20,22,35,8,0,20,5,10,4,0,0,0,0,0,0,0,51,21,10,1,12,1,23,6,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,3,2,1,0,1,3,2
12 - Ημαθίας,122 E.T. Δήμου Βέροιας,562,318,7,2,9,309,90,18,18,18,25,13,14,122,36,8,19,39,34,46,15,7,3,1,1,0,2,24,3,2,5,3,0,10,15,2,0,8,0,1,6,4,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,18,7,4,2,3,6,1,0,0,0,0,2,1,0,2,0,1,0,0,0,11,2,3,1,0,2,0,0,1,0,3,0
12 - Ημαθίας,123 E.T. Δήμου Βέροιας,549,339,7,5,12,327,88,7,27,20,27,16,15,127,42,5,25,35,36,54,19,8,1,10,2,1,2,28,5,4,8,2,3,6,18,2,2,8,2,1,5,4,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,14,3,2,2,1,4,2,0,0,1,1,1,1,0,0,0,1,0,0,0,8,1,0,1,1,2,0,0,0,0,13,6
12 - Ημαθίας,124 E.T. Δήμου Βέροιας,537,324,5,0,5,319,97,10,24,23,25,15,22,131,49,12,23,44,32,46,12,4,4,3,2,1,3,26,3,2,6,5,1,17,13,0,2,7,0,0,4,6,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,15,4,2,2,4,3,3,0,0,0,0,1,0,0,0,0,1,0,0,0,7,1,1,0,1,1,1,1,0,0,8,0
12 - Ημαθίας,125 E.T. Δήμου Βέροιας,536,342,10,4,14,328,85,10,23,24,22,14,21,133,55,8,25,47,33,52,16,9,3,5,2,3,1,25,13,5,4,9,2,9,15,3,4,4,0,0,3,7,3,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,0,23,5,5,4,4,5,1,2,1,0,0,1,0,0,0,0,2,0,1,1,4,1,1,1,2,3,0,1,3,1,10,8
12 - Ημαθίας,126 E.T. Δήμου Βέροιας,550,322,6,1,7,315,101,17,29,25,35,19,21,126,48,2,22,34,29,45,8,3,2,0,4,0,3,19,2,3,3,5,3,5,7,0,2,3,0,0,2,4,0,0,1,0,1,0,0,5,1,1,4,0,0,0,0,0,0,20,6,10,1,5,9,2,0,0,0,0,3,1,1,0,0,1,1,0,0,9,3,0,2,2,6,0,2,4,2,6,3
12 - Ημαθίας,127 E.T. Δήμου Βέροιας,562,353,7,5,12,341,111,10,22,29,32,22,20,119,33,2,24,34,42,44,12,2,0,1,0,2,2,20,3,3,3,7,0,8,15,0,1,8,0,2,6,9,3,2,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,18,3,3,4,1,4,1,1,0,0,0,6,3,0,2,1,1,0,0,0,15,1,5,4,3,8,4,4,2,1,4,3
12 - Ημαθίας,128 E.T. Δήμου Βέροιας,556,348,8,0,8,340,105,14,25,33,30,15,22,140,47,6,39,36,38,52,8,4,2,1,2,0,2,27,1,2,5,6,2,12,17,1,2,12,0,2,8,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,21,8,5,2,5,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,9,2,1,1,1,3,0,2,1,0,6,4
12 - Ημαθίας,129 E.T. Δήμου Βέροιας,527,307,2,2,4,303,98,8,25,23,33,21,30,113,34,5,32,31,37,39,13,6,2,7,1,0,3,21,2,2,5,3,4,11,7,0,2,5,0,0,2,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,21,9,4,6,6,4,3,0,0,0,0,0,0,0,0,0,1,1,0,1,11,5,2,4,1,0,0,0,0,0,13,8
12 - Ημαθίας,130 E.T. Δήμου Βέροιας,529,356,5,6,11,345,113,5,31,26,31,28,34,119,38,16,36,25,36,29,5,0,0,2,0,0,1,27,4,3,8,5,4,13,35,3,7,22,3,2,12,4,1,0,0,0,1,0,0,3,0,0,1,2,1,0,0,1,0,17,7,2,5,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,13,4,0,5,1,2,1,0,0,0,2,1
12 - Ημαθίας,131 E.T. Δήμου Βέροιας,529,327,3,1,4,323,96,9,20,20,35,23,25,128,36,10,19,37,27,65,10,3,1,4,4,1,0,19,3,4,8,2,4,7,16,0,4,7,0,0,2,5,1,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,19,9,7,2,4,2,2,1,0,0,0,0,0,0,0,0,2,1,1,0,14,6,3,5,3,4,1,1,2,0,8,6
12 - Ημαθίας,132 E.T. Δήμου Βέροιας,532,321,3,1,4,317,98,16,24,26,28,17,26,100,37,4,19,31,30,36,16,7,2,4,0,3,0,36,8,7,1,14,0,18,20,1,2,8,0,1,7,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,3,3,7,5,3,0,0,0,0,4,3,0,1,1,0,0,0,0,12,4,3,3,2,3,0,1,1,0,3,1
12 - Ημαθίας,133 E.T. Δήμου Βέροιας,536,307,2,1,3,304,106,13,24,25,28,27,21,120,38,6,17,41,17,41,10,3,1,2,2,2,1,16,3,2,3,5,1,9,10,2,2,3,1,3,1,5,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,5,0,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,3,1,7,0,1,4,1,4,2
12 - Ημαθίας,134 E.T. Δήμου Βέροιας,530,305,4,5,9,296,69,5,13,13,20,17,20,115,40,12,22,30,30,36,14,7,2,4,1,1,0,18,3,3,3,3,3,8,30,5,5,15,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28,2,7,2,1,7,2,0,0,0,0,1,1,0,0,1,0,0,0,0,5,1,0,0,0,5,0,0,1,0,9,5
12 - Ημαθίας,135 E.T. Δήμου Βέροιας,541,324,3,1,4,320,80,4,26,21,18,18,21,124,34,4,23,37,44,53,11,5,2,3,3,0,5,26,8,3,5,7,1,15,22,2,2,14,1,1,12,8,0,0,2,1,4,0,0,2,1,1,0,2,1,0,0,1,0,13,1,3,2,2,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,14,2,2,4,4,5,1,2,2,0,10,7
12 - Ημαθίας,136 E.T. Δήμου Βέροιας,530,284,5,1,6,278,88,24,18,22,27,18,14,108,37,6,22,34,35,43,11,3,1,2,2,2,0,17,4,1,5,7,1,6,20,1,5,12,0,2,7,6,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,2,2,2,2,3,0,0,0,1,1,1,1,0,0,0,1,0,0,0,9,2,3,3,3,1,0,0,0,0,5,3
12 - Ημαθίας,137 E.T. Δήμου Βέροιας,414,295,3,3,6,289,58,4,2,9,17,16,14,127,33,18,25,15,34,47,19,11,1,4,2,6,0,39,3,4,11,2,4,22,6,0,2,2,0,0,2,7,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,3,0,0,0,1,0,3,0,0,0,0,1,0,0,0,8,2,1,1,1,6,0,0,0,0,2,0
12 - Ημαθίας,138 E.T. Δήμου Βέροιας,516,356,4,5,9,347,89,6,21,17,27,19,22,160,40,19,30,66,40,43,17,7,5,2,3,3,5,28,6,7,11,4,7,9,17,2,0,7,1,3,4,2,0,0,0,0,1,0,0,2,1,0,2,0,0,0,0,0,0,17,3,4,4,1,2,1,0,0,0,0,1,1,0,0,0,2,1,0,0,5,1,0,0,1,4,2,0,0,0,3,1
12 - Ημαθίας,139 E.T. Δήμου Βέροιας,519,348,3,1,4,344,100,8,16,17,30,22,35,129,35,11,23,46,40,48,18,6,2,3,3,0,6,23,3,3,6,6,1,13,14,1,0,8,0,1,4,4,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,23,2,5,2,3,10,4,2,1,0,0,2,1,0,1,0,0,0,0,0,16,5,3,2,1,5,0,2,0,0,6,4
12 - Ημαθίας,140 E.T. Δήμου Βέροιας,524,317,4,3,7,310,74,12,12,22,15,16,15,135,49,10,23,48,35,42,17,5,5,10,4,0,1,18,2,4,1,8,2,13,13,2,2,6,0,0,6,6,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,17,8,5,1,1,4,2,0,0,0,0,2,1,0,0,1,1,0,1,0,17,9,6,2,5,5,0,1,3,1,4,2
12 - Ημαθίας,141 E.T. Δήμου Βέροιας,518,315,7,3,10,305,96,12,26,31,23,23,17,120,29,13,19,51,31,45,8,2,2,2,2,0,2,26,9,6,7,2,3,9,6,1,1,0,0,0,2,9,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,2,2,4,1,0,1,3,8,4
12 - Ημαθίας,142 E.T. Δήμου Βέροιας,518,317,7,2,9,308,77,9,13,17,18,19,19,135,39,8,24,39,45,46,21,11,2,5,1,1,2,19,3,1,2,2,0,13,16,1,2,13,0,2,4,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,4,5,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,2,0,0,0,0,8,5
12 - Ημαθίας,143 E.T. Δήμου Βέροιας,520,333,4,1,5,328,86,10,19,22,24,22,20,152,48,10,30,53,47,57,6,0,1,1,3,0,1,26,5,2,5,3,5,15,19,1,1,6,0,1,3,6,2,1,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,8,0,2,0,1,4,5,0,0,0,0,1,0,0,0,0,2,1,1,1,12,5,5,2,2,4,0,0,2,0,5,3
12 - Ημαθίας,144 E.T. Δήμου Βέροιας,521,323,6,1,7,316,70,5,19,14,20,21,16,166,55,10,26,59,32,66,5,1,1,2,0,0,2,17,3,4,5,3,0,10,10,0,3,6,1,3,1,9,0,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,15,7,4,0,3,4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,9,3,4,1,2,7,1,1,4,1,5,2
12 - Ημαθίας,145 E.T. Δήμου Βέροιας,518,330,8,1,9,321,102,6,37,23,21,28,15,127,38,8,19,54,32,52,11,5,1,5,1,1,4,11,2,2,4,2,0,7,21,4,1,8,0,1,10,3,0,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,17,6,8,1,2,3,0,1,1,0,0,1,0,0,0,0,1,0,0,0,10,1,3,3,0,5,1,0,1,1,9,5
12 - Ημαθίας,146 E.T. Δήμου Βέροιας,523,286,6,3,9,277,78,8,16,22,15,16,22,112,40,8,28,26,35,32,11,3,1,8,1,2,0,27,2,5,7,4,6,11,13,0,0,7,1,2,2,5,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,1,6,0,1,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,8,5,4,1,1,5,0,5,4,1,7,4
12 - Ημαθίας,147 E.T. Δήμου Βέροιας,519,302,4,0,4,298,97,13,28,18,27,17,27,110,39,4,23,33,49,36,17,5,0,5,1,0,2,24,5,2,7,6,2,16,10,1,1,3,0,1,6,7,1,1,2,1,4,0,0,1,0,0,0,0,0,0,0,0,0,13,6,2,5,0,2,2,1,1,0,0,1,1,0,0,1,0,0,0,0,9,5,2,0,3,4,1,0,1,0,4,2
12 - Ημαθίας,148 E.T. Δήμου Βέροιας,527,303,2,2,4,299,86,12,20,14,30,22,16,147,47,11,35,58,35,54,6,5,3,1,1,1,0,14,4,2,2,4,1,9,10,1,3,3,1,1,4,4,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,13,7,2,3,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,4,4,5,0,1,0,0,4,0
12 - Ημαθίας,149 E.T. Δήμου Βέροιας,536,321,11,0,11,310,81,2,23,22,20,21,22,148,37,9,25,65,28,54,7,2,0,2,1,1,3,14,4,3,0,5,2,6,11,0,0,9,0,0,7,5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,6,4,3,1,5,3,0,0,0,0,1,0,0,0,0,1,0,0,0,8,4,1,2,1,7,1,2,4,0,7,4
12 - Ημαθίας,150 E.T. Δήμου Βέροιας,554,325,8,3,11,314,93,20,24,26,24,22,19,143,40,16,39,53,44,40,14,5,5,1,1,1,4,18,3,1,2,6,0,10,10,2,2,7,1,1,4,2,0,0,1,0,1,0,0,3,2,1,2,0,0,0,0,0,0,17,5,9,2,5,2,3,0,0,1,1,2,1,0,0,1,0,0,0,0,10,6,4,2,0,0,0,0,0,0,1,1
12 - Ημαθίας,151 E.T. Δήμου Βέροιας,565,362,6,0,6,356,79,10,31,18,26,12,28,190,47,19,49,65,52,65,10,6,2,1,0,1,2,21,3,6,7,0,1,11,13,1,1,10,1,0,7,3,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,18,7,5,1,3,5,2,0,0,0,0,0,0,0,0,0,2,0,1,1,14,1,3,1,0,1,0,0,0,0,4,3
12 - Ημαθίας,152 E.T. Δήμου Βέροιας,567,348,8,0,8,340,67,5,13,13,23,10,14,187,62,6,37,44,61,71,9,2,1,2,2,1,0,24,7,5,4,1,3,9,6,0,0,4,0,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,2,4,1,2,0,1,0,0,1,0,3,1,1,0,0,0,0,0,0,7,0,0,1,1,8,1,5,3,2,12,6
12 - Ημαθίας,153 E.T. Δήμου Βέροιας,558,350,3,2,5,345,82,16,15,23,27,9,27,169,63,16,43,55,52,55,13,8,4,2,2,1,3,28,11,9,12,4,2,10,5,0,0,3,0,2,3,2,1,0,1,0,0,1,0,2,0,0,0,1,1,0,1,0,0,20,3,3,4,6,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,12,5,1,0,3,1,0,0,0,0,8,4
