ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΑΝΘΟΥΛΑΚΗ ΚΑΦΕΝΙΑ του Αθανασίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ του Φιντία,ΔΕΜΕΡΤΖΗΣ ΜΙΧΑΗΛ του Αθανασίου,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΑΣΠΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ευαγγέλου,ΣΤΑΜΠΟΥΛΗ ΑΦΡΟΔΙΤΗ του Αποστόλου,ΦΩΤΙΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΓΚΟΛΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΜΠΑΤΖΙΟΥ ΙΩΑΝΝΑ του Δημητρίου,ΜΠΙΤΖΙΔΟΥ ΣΟΦΙΑ του Αλέξανδρου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΧΙΩΤΗ ΑΝΔΡΟΜΑΧΗ του Βασιλείου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΙΩΑΝΝΟΥ ΑΓΓΕΛΟΣ του Γεωργίου,ΚΑΛΟΓΕΡΟΥΔΗ ΙΩΑΝΝΑ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΓΕΩΡΓΙΟΣ του Χριστοδούλου,ΠΑΤΣΑΛΗ ΦΩΤΕΙΝΗ του Κυριάκου,ΤΣΩΤΣΟΣ ΙΩΑΝΝΗΣ του Πέτρου,Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΙΧΤΣΗ ΑΝΔΡΟΜΑΧΗ του Δημητρίου,ΜΑΚΚΙΝΑΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΤΟΣΙΟΣ ΠΑΣΧΑΛΗΣ του Θωμά,ΤΣΕΡΒΙΣΤΑΣ ΜΙΧΑΗΛ του Ευαγγέλου,Κ.Κ.Ε.,ΑΓΓΕΛΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΒΕΡΤΖΩΝΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Οδυσσέα,ΜΠΡΟΥΝΤΖΙΟΥ ΖΩΗ του Θεόδωρου,ΠΑΝΑΓΙΩΤΟΥ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταύρου,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαραλάμπους,ΣΠΕΝΤΖΟΥ ΕΥΘΥΜΙΑ (ΕΦΗ) του Γεωργίου,ΦΑΡΜΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΤΑΤΙΑΝΑ του Φωτίου,ΚΩΤΑΝΟΓΛΟΥ ΚΥΡΙΑΖΗΣ του Ιωάννη,ΜΠΟΥΡΑ ΕΥΘΥΜΙΑ του Σταυρογιάννη,ΝΙΚΟΛΑΟΥ ΣΟΦΙΑ του Σωτηρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΣΜΥΡΛΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΡΑΒΑΝΗ ΚΑΤΕΡΙΝΑ του Δημητρίου,ΓΡΗΓΟΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αχιλλέα,ΣΤΟΪΛΙΔΗΣ ΘΕΟΔΩΡΟΣ (ΡΟΡΗΣ) του Ευαγγέλου,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδωνα,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΖΑΓΓΕΛΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Θεοκλήτου,ΚΟΤΣΑΡΙΔΟΥ ΑΝΑΤΟΛΗ του Θωμά,ΝΑΟΥΜ ΣΟΥΛΤΑΝΑ του Στεργίου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΒΕΡΗ ΖΩΓΡΑΦΙΑ του Θεοχάρη,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΠΡΙΛΑΚΗ ΣΟΦΙΑ του Ευαγγέλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΒΑΝΙΤΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Παντελή,ΚΑΛΟΓΡΑΙΑΚΗ ΣΟΦΙΑ του Αθανασίου,ΜΑΥΡΟΜΑΤΗ ΑΓΑΘΩ του Θεοχάρη,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΙΧΑΗΛ του Κωνσταντίνου,Λαϊκή Ενότητα,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΙΑΝΝΙΔΟΥ ΧΡΙΣΤΙΑΝΑ του Χαραλάμπους,ΓΙΑΝΤΣΙΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΓΛΟΥΦΤΣΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΔΑΓΚΟΥΛΗΣ ΧΡΗΣΤΟΣ του Αποστόλου,ΙΩΑΝΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Παύλου,ΛΙΟΥΤΑ ΙΩΑΝΝΑ του Δημητρίου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,Δημιουργία ξανά - Θ. Τζήμερος,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΛΑΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΟΥΡΛΙΟΥΚΑ ΓΕΩΡΓΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΑΡΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου
8 - Σερρών,392 E.T. Δήμου Σερρών,416,196,2,0,2,194,30,6,4,0,1,9,4,9,10,110,33,13,37,17,39,7,28,5,6,0,0,0,0,0,0,9,0,0,1,3,4,7,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,17,3,2,4,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,4,2,0,0,0,1,0,4,0,0,0,5,0
8 - Σερρών,393 E.T. Δήμου Σερρών,451,253,4,2,6,247,61,18,10,1,4,15,2,12,5,122,31,7,68,23,10,13,37,5,6,0,0,2,0,0,1,21,1,0,0,8,4,12,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,5,1,3,2,8,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,1,2,0
8 - Σερρών,394 E.T. Δήμου Σερρών,453,283,5,5,10,273,57,9,9,5,5,13,12,14,17,139,17,10,69,45,10,9,56,9,5,4,1,0,0,1,1,17,0,0,0,5,0,5,4,1,5,1,0,0,2,1,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,6,7,4,0,10,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,10,3,3,1,3,0,2,2,5,0,0,0,4,0
8 - Σερρών,395 E.T. Δήμου Σερρών,463,283,4,3,7,276,64,7,14,4,15,17,7,7,9,132,47,9,68,31,5,4,49,8,13,7,2,8,4,2,0,25,2,1,3,7,1,7,8,4,6,1,0,0,1,2,2,2,0,4,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,18,1,2,2,3,9,0,3,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,4,0
8 - Σερρών,396 E.T. Δήμου Σερρών,481,275,3,3,6,269,82,16,13,3,11,27,18,18,14,124,32,11,55,34,10,10,46,14,9,0,0,0,0,0,0,12,4,2,0,2,1,7,3,1,8,0,1,1,3,1,2,1,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,1,2,3,4,4,1,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,1,1,1,0,1,0,0,0,0,0,4,0
8 - Σερρών,397 E.T. Δήμου Σερρών,496,287,3,1,4,283,66,10,9,7,8,17,3,14,8,126,31,9,62,33,8,10,42,9,13,4,2,5,1,2,0,16,1,1,0,4,2,5,3,2,2,1,0,0,0,1,1,1,0,5,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,1,31,6,4,2,6,12,0,2,0,0,0,0,0,0,3,1,1,0,1,0,0,0,10,3,3,1,2,2,0,1,3,1,1,0,5,3
8 - Σερρών,398 E.T. Δήμου Σιντικής,501,211,7,1,8,203,30,9,4,5,5,11,2,5,3,98,37,12,62,15,6,4,22,1,2,1,0,1,0,0,0,22,0,1,0,14,1,16,3,0,2,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,36,1,0,0,0,36,0,1,0,0,0,0,0,0
8 - Σερρών,399 E.T. Δήμου Σιντικής,498,200,1,0,1,199,34,8,1,2,12,6,4,5,17,98,40,13,65,41,2,0,31,0,7,3,0,1,1,1,0,12,0,2,0,6,1,9,1,0,5,0,1,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,36,1,0,0,0,36,0,1,0,0,0,0,2,2
8 - Σερρών,400 E.T. Δήμου Σιντικής,453,172,3,0,3,169,44,7,6,2,10,7,11,18,2,85,34,6,33,25,6,3,25,1,8,0,0,0,0,0,0,10,3,0,1,4,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,6,1,0,1,3,0,3,0,0,0,0,0
8 - Σερρών,401 E.T. Δήμου Σιντικής,436,132,2,0,2,130,51,8,3,6,15,14,13,16,5,42,10,3,18,21,5,5,11,1,6,3,1,2,0,1,1,10,2,0,0,4,0,5,3,0,4,1,0,1,2,0,2,0,0,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,0,4,1,0,1,0,1,1,1,0
8 - Σερρών,402 E.T. Δήμου Σιντικής,467,209,3,2,5,204,45,8,2,3,17,5,6,9,6,98,41,7,47,27,7,4,17,3,9,3,0,1,0,0,1,28,2,2,1,17,0,20,1,1,3,0,0,0,0,1,2,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,2,2,0,0,3,1,0,0,0,0,0,1,0
8 - Σερρών,403 E.T. Δήμου Σιντικής,253,95,1,0,1,94,10,2,3,0,2,2,2,2,0,56,24,10,25,20,6,1,13,1,6,2,2,3,2,2,0,13,1,0,0,11,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
8 - Σερρών,404 E.T. Δήμου Σιντικής,486,192,1,1,2,190,12,6,1,0,2,0,1,2,2,142,64,14,101,35,35,3,32,0,5,2,0,3,1,1,0,12,0,0,0,9,0,3,0,0,2,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,2,1,2,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0
8 - Σερρών,405 E.T. Δήμου Σιντικής,345,113,1,0,1,112,4,1,0,0,0,1,0,1,1,88,29,6,67,21,4,0,12,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,1,1,1,1,0,0,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
8 - Σερρών,406 E.T. Δήμου Σιντικής,220,98,0,0,0,98,7,2,0,0,1,1,0,1,1,62,4,4,39,19,0,2,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,3,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,1,0
8 - Σερρών,407 E.T. Δήμου Σιντικής,347,164,1,2,3,161,29,3,2,2,15,2,8,5,0,81,34,5,41,10,17,4,28,0,4,0,0,0,0,0,0,16,1,0,0,4,0,13,1,1,7,1,0,1,2,4,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,16,0,4,0,8,1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,0,0,0
8 - Σερρών,408 E.T. Δήμου Σιντικής,488,283,2,1,3,280,49,21,4,4,11,3,4,8,5,161,99,11,76,55,5,5,18,0,7,0,0,0,0,0,0,22,3,1,0,2,0,10,13,1,5,0,0,0,1,3,3,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,18,4,2,2,6,4,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,2,1,1,0,0,0,3,0
8 - Σερρών,409 E.T. Δήμου Σιντικής,478,246,8,1,9,237,36,16,1,6,5,4,1,9,5,137,82,10,70,35,3,2,23,1,5,0,0,0,0,0,0,23,1,0,0,6,2,16,4,0,6,3,1,0,2,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,2,1,0,1,3,0,1,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,0,1,0,1,0,1,0,0,0,5,0
8 - Σερρών,410 E.T. Δήμου Σιντικής,481,260,0,0,0,260,32,11,1,6,7,4,4,5,4,159,90,16,71,39,5,1,28,1,6,4,2,1,1,1,0,20,0,0,1,3,0,12,7,0,6,2,1,2,2,3,0,0,0,4,1,0,2,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,20,2,1,2,3,2,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,2,0,0,0,1,0,3,0,0,0,5,4
8 - Σερρών,411 E.T. Δήμου Σιντικής,573,263,1,1,2,261,50,21,13,13,3,13,0,17,1,151,54,29,78,16,2,11,62,2,19,0,0,0,0,0,0,15,5,0,0,0,0,12,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,4,3,1,1,1,8,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8 - Σερρών,412 E.T. Δήμου Σιντικής,573,260,2,2,4,256,38,9,7,1,3,9,0,16,1,158,37,37,87,25,4,21,74,2,8,0,0,0,0,0,0,17,5,0,0,8,0,12,2,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,1,2,4,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,2,1,0,0,0,2,0
8 - Σερρών,413 E.T. Δήμου Σιντικής,350,156,0,0,0,156,25,12,5,3,2,1,0,6,2,108,44,13,76,37,2,2,19,2,0,0,0,0,0,0,0,8,0,0,1,6,0,5,2,0,4,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1
8 - Σερρών,414 E.T. Δήμου Σιντικής,396,189,6,0,6,183,29,14,3,7,8,5,2,8,2,113,23,20,62,60,0,3,21,1,5,0,0,0,0,0,0,10,2,0,0,8,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,2,0,0,3,9,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,3,0,0,0,1,0
8 - Σερρών,415 E.T. Δήμου Σιντικής,348,165,1,0,1,164,21,3,0,1,2,1,1,5,4,111,38,11,42,63,1,1,15,0,4,0,0,0,0,0,0,8,0,0,0,3,0,4,2,0,3,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,2,1,2,0,0,1,1,1,0,0,0,1,0
8 - Σερρών,416 E.T. Δήμου Σιντικής,144,77,0,0,0,77,13,4,2,0,1,0,1,2,1,47,20,4,28,12,6,1,7,0,1,1,0,0,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0
8 - Σερρών,417 E.T. Δήμου Σιντικής,515,221,4,4,8,213,63,21,3,4,14,11,4,24,2,85,38,10,52,9,3,3,31,1,6,3,1,1,1,0,0,7,0,0,0,2,0,5,1,0,4,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,4,3,0,2,11,0,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0,1,1,1,0,0,1,1,1,0,10,9
8 - Σερρών,418 E.T. Δήμου Σιντικής,516,229,0,1,1,228,55,20,6,6,25,4,4,14,4,120,47,19,60,24,6,8,33,2,3,0,0,0,0,0,0,14,1,1,0,3,1,2,0,0,4,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,21,1,4,2,2,7,0,12,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,2,3,0,0,1,1,0,2,0,0,0,0,0
8 - Σερρών,419 E.T. Δήμου Σιντικής,546,250,4,5,9,241,44,12,6,6,15,10,0,6,6,125,62,13,64,31,2,3,48,2,10,0,0,0,0,0,0,6,0,1,0,4,0,2,0,0,3,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,6,2,2,9,2,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,9,0,2,4,1,0,0,0,0,0,3,0
8 - Σερρών,420 E.T. Δήμου Σιντικής,380,199,2,0,2,197,53,15,7,4,16,10,2,14,1,95,45,15,60,31,7,3,10,2,9,1,5,3,1,0,2,18,7,0,0,4,3,12,1,0,4,1,1,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,4,1,1,0,2,2,0,0,0,0,0,0,3,0
8 - Σερρών,421 E.T. Δήμου Σιντικής,355,167,0,1,1,166,28,15,0,3,4,8,0,5,2,87,41,23,37,26,13,0,0,1,10,0,0,0,0,0,0,21,8,0,0,10,1,13,2,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,1,0,1,1,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0
8 - Σερρών,422 E.T. Δήμου Σιντικής,543,244,1,1,2,242,35,8,2,2,12,1,4,6,6,152,72,17,95,38,8,5,23,2,6,0,0,0,0,0,0,22,3,0,0,6,3,11,7,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,2,1,2,1,3,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0,2,0
8 - Σερρών,423 E.T. Δήμου Σιντικής,551,250,4,0,4,246,37,7,0,1,11,8,3,7,3,140,74,20,80,33,7,4,20,0,6,0,0,0,0,0,0,24,4,0,0,8,1,11,3,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,3,1,3,1,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,0,0,0,0,0,1,0,0,0,4,0
8 - Σερρών,424 E.T. Δήμου Σιντικής,368,169,0,2,2,167,42,10,3,10,10,10,1,14,1,66,16,1,31,38,2,1,9,2,6,0,0,1,0,0,0,12,4,1,0,0,2,8,6,1,9,1,1,1,0,1,1,1,0,4,1,0,1,1,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,16,3,0,2,4,3,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,2,1,2,0,0,0,2,0
8 - Σερρών,425 E.T. Δήμου Σιντικής,388,148,0,1,1,147,28,6,2,3,4,12,12,1,0,72,37,10,41,24,0,0,3,1,9,3,0,2,2,1,0,6,0,0,0,3,1,3,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,3,2,10,0,1,0,0,0,0,1,1,0,0,1,1,1,0,7,0,1,0,1,4,0,0,2,0,1,0,2,0
8 - Σερρών,426 E.T. Δήμου Σιντικής,440,205,4,2,6,199,23,2,3,1,1,5,2,10,1,125,65,23,59,27,3,0,16,5,8,0,0,0,0,0,0,15,0,1,1,3,1,11,3,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,4,3,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,3,0
8 - Σερρών,427 E.T. Δήμου Σιντικής,406,216,1,0,1,215,28,7,8,3,10,3,3,4,1,128,71,38,68,29,5,4,31,2,10,5,2,0,2,1,0,9,3,2,1,4,1,2,1,1,7,0,0,0,0,6,0,6,0,4,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,18,3,2,2,1,1,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,2,0,0,0,3,0
8 - Σερρών,428 E.T. Δήμου Σιντικής,482,285,2,1,3,282,43,14,9,8,12,5,6,10,5,157,38,77,51,32,5,14,28,4,7,0,0,0,0,0,0,19,4,3,0,9,1,11,0,0,13,3,0,0,0,8,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,1,1,7,3,1,26,1,1,0,0,0,0,2,0,0,0,0,0,0,0,4,2,1,0,0,2,1,1,1,0,0,0,1,0
8 - Σερρών,429 E.T. Δήμου Σιντικής,440,188,4,0,4,184,46,18,3,5,6,12,5,10,2,82,33,5,46,20,15,7,19,1,9,0,0,0,0,0,0,15,6,1,1,4,0,5,4,0,10,0,0,0,1,7,2,3,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,1,2,1,1,0,2,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,2,0,1,0,1,0,0,0,0,0,2,0
8 - Σερρών,430 E.T. Δήμου Σιντικής,421,179,2,1,3,176,35,12,4,5,10,7,1,12,1,91,30,9,51,27,0,5,17,1,3,0,0,0,0,0,0,19,9,0,1,6,2,1,9,0,3,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,1,0,1,3,0,13,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,1,0,0,0,4,0
8 - Σερρών,431 E.T. Δήμου Σιντικής,411,181,1,0,1,180,41,17,5,3,10,4,3,8,5,85,19,4,49,16,17,9,27,1,6,3,2,2,1,0,1,16,3,0,0,4,0,5,11,1,3,0,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,2,0,0,10,0,0,0,0,1,1,0,0,0,0,0,2,2,1,9,1,2,0,1,1,1,2,2,1,2,0,2,1
