ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΒΡΑΜΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Αντωνίου,ΑΝΘΟΥΛΑΚΗ ΚΑΦΕΝΙΑ του Αθανασίου,ΒΕΛΛΙΚΗ ΚΥΡΙΑΚΗ του Φιντία,ΔΕΜΕΡΤΖΗΣ ΜΙΧΑΗΛ του Αθανασίου,ΚΑΡΠΟΥΧΤΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ηλία,ΛΑΣΠΑΣ ΑΝΑΣΤΑΣΙΟΣ του Ευαγγέλου,ΣΤΑΜΠΟΥΛΗ ΑΦΡΟΔΙΤΗ του Αποστόλου,ΦΩΤΙΟΥ ΕΥΑΓΓΕΛΟΣ του Γεωργίου,Νέα Δημοκρατία,ΑΡΑΜΠΑΤΖΗ ΦΩΤΕΙΝΗ του Αθανασίου,ΓΚΟΛΕΜΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΑΡΑΜΑΝΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αχιλλέα,ΛΕΟΝΤΑΡΙΔΗΣ ΘΕΟΦΙΛΟΣ του Χρήστου,ΜΠΑΤΖΙΟΥ ΙΩΑΝΝΑ του Δημητρίου,ΜΠΙΤΖΙΔΟΥ ΣΟΦΙΑ του Αλέξανδρου,ΧΑΤΖΗΒΑΣΙΛΕΙΟΥ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Γεωργίου,ΧΙΩΤΗ ΑΝΔΡΟΜΑΧΗ του Βασιλείου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΡΒΑΝΙΤΗΣ ΑΠΟΣΤΟΛΟΣ του Νικολάου,ΙΩΑΝΝΟΥ ΑΓΓΕΛΟΣ του Γεωργίου,ΚΑΛΟΓΕΡΟΥΔΗ ΙΩΑΝΝΑ του Γεωργίου,ΠΑΝΤΑΖΗΣ ΓΕΩΡΓΙΟΣ του Χριστοδούλου,ΠΑΤΣΑΛΗ ΦΩΤΕΙΝΗ του Κυριάκου,ΤΣΩΤΣΟΣ ΙΩΑΝΝΗΣ του Πέτρου,Κίνημα Αλλαγής,ΓΚΙΟΥΡΑ ΒΑΣΙΛΙΚΗ του Παναγιώτη,ΙΧΤΣΗ ΑΝΔΡΟΜΑΧΗ του Δημητρίου,ΜΑΚΚΙΝΑΣ ΚΥΡΙΑΚΟΣ του Νικολάου,ΟΙΚΟΝΟΜΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΣΟΦΙΑΝΟΥ ΦΑΝΟΥΛΑ του Γεωργίου,ΤΖΕΛΕΠΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΤΟΣΙΟΣ ΠΑΣΧΑΛΗΣ του Θωμά,ΤΣΕΡΒΙΣΤΑΣ ΜΙΧΑΗΛ του Ευαγγέλου,Κ.Κ.Ε.,ΑΓΓΕΛΑΚΗΣ ΧΡΗΣΤΟΣ του Αντωνίου,ΒΕΡΤΖΩΝΗΣ ΕΜΜΑΝΟΥΗΛ (ΜΑΝΟΣ) του Οδυσσέα,ΜΠΡΟΥΝΤΖΙΟΥ ΖΩΗ του Θεόδωρου,ΠΑΝΑΓΙΩΤΟΥ ΘΕΜΙΣΤΟΚΛΗΣ (ΘΕΜΗΣ) του Σταύρου,ΣΑΡΑΝΤΙΔΟΥ ΕΡΜΟΦΥΛΗ (ΦΙΛΙΩ) του Χαραλάμπους,ΣΠΕΝΤΖΟΥ ΕΥΘΥΜΙΑ (ΕΦΗ) του Γεωργίου,ΦΑΡΜΑΚΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΧΟΥΒΑΡΔΑΣ ΙΩΑΝΝΗΣ του Κυριάκου,Ένωση Κεντρώων,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΤΑΤΙΑΝΑ του Φωτίου,ΚΩΤΑΝΟΓΛΟΥ ΚΥΡΙΑΖΗΣ του Ιωάννη,ΜΠΟΥΡΑ ΕΥΘΥΜΙΑ του Σταυρογιάννη,ΝΙΚΟΛΑΟΥ ΣΟΦΙΑ του Σωτηρίου,ΤΡΙΑΝΤΑΦΥΛΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΤΣΙΦΤΣΗΣ ΧΡΗΣΤΟΣ του Μιχαήλ,Ο.Κ.Δ.Ε.,ΣΜΥΡΛΗΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΡΑΒΑΝΗ ΚΑΤΕΡΙΝΑ του Δημητρίου,ΓΡΗΓΟΡΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Αχιλλέα,ΣΤΟΪΛΙΔΗΣ ΘΕΟΔΩΡΟΣ (ΡΟΡΗΣ) του Ευαγγέλου,Ελλήνων Συνέλευσις,ΑΛΜΑΣΙΔΗΣ ΛΕΩΝΙΔΑΣ του Σπυρίδωνα,ΓΕΩΡΓΙΑΔΗΣ ΗΛΙΑΣ του Γεωργίου,ΖΑΓΓΕΛΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Θεοκλήτου,ΚΟΤΣΑΡΙΔΟΥ ΑΝΑΤΟΛΗ του Θωμά,ΝΑΟΥΜ ΣΟΥΛΤΑΝΑ του Στεργίου,ΤΖΙΝΤΖΙΟΣ ΣΤΕΡΓΙΟΣ του Ευαγγέλου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΕΡΒΕΡΗ ΖΩΓΡΑΦΙΑ του Θεοχάρη,ΔΗΜΗΤΡΑΚΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΙΑΤΡΟΠΟΥΛΟΥ ΜΑΡΙΑ του Παρασκευά,ΜΠΑΔΕΚΑΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΜΠΟΥΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΠΡΙΛΑΚΗ ΣΟΦΙΑ του Ευαγγέλου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΕΛΕΝΗ του Συμεών,ΣΤΡΕΙΔΟΥ ΠΑΣΧΑΛΙΑ του Αργυρίου,Κ.Κ.Ε. (μ-λ),ΖΑΧΑΡΙΚΟΥ ΔΗΜΗΤΡΑ του Ζαχαρία,ΠΑΥΛΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Θεοδώρου,Μ-Λ Κ.Κ.Ε.,ΜΠΑΤΑΓΙΑ ΑΡΓΥΡΩ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΡΒΑΝΙΤΑΚΗΣ ΑΠΟΣΤΟΛΟΣ του Παντελή,ΚΑΛΟΓΡΑΙΑΚΗ ΣΟΦΙΑ του Αθανασίου,ΜΑΥΡΟΜΑΤΗ ΑΓΑΘΩ του Θεοχάρη,ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΜΙΧΑΗΛ του Κωνσταντίνου,Λαϊκή Ενότητα,ΘΕΟΔΩΡΙΔΟΥ ΑΛΕΞΙΑ του Παντελή,ΠΑΠΑΪΩΑΝΝΟΥ ΣΤΑΥΡΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΙΑΝΝΙΔΟΥ ΧΡΙΣΤΙΑΝΑ του Χαραλάμπους,ΓΙΑΝΤΣΙΟΣ ΙΩΑΝΝΗΣ του Νικολάου,ΓΛΟΥΦΤΣΙΟΣ ΠΑΝΑΓΙΩΤΗΣ του Αναστασίου,ΔΑΓΚΟΥΛΗΣ ΧΡΗΣΤΟΣ του Αποστόλου,ΙΩΑΝΝΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ (ΚΩΣΤΗΣ) του Παύλου,ΛΙΟΥΤΑ ΙΩΑΝΝΑ του Δημητρίου,ΦΛΩΡΟΥ ΣΟΦΙΑ του Αριστείδη,Δημιουργία ξανά - Θ. Τζήμερος,ΚΟΥΦΟΚΩΤΣΙΟΣ ΜΑΛΑΜΑΣ του Δημητρίου,ΛΑΓΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Στυλιανού,ΜΟΥΡΛΙΟΥΚΑ ΓΕΩΡΓΙΑ του Αθανασίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΑΡΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου
8 - Σερρών,472 E.T. Δήμου Σιντικής,253,95,0,1,1,94,37,6,4,3,3,20,3,5,0,13,9,2,4,4,0,2,2,0,0,0,0,0,0,0,0,17,2,0,0,4,3,6,9,0,16,2,0,0,1,10,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,1,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0
8 - Σερρών,473 E.T. Δήμου Σιντικής,229,96,3,0,3,93,28,5,1,2,11,6,9,5,0,34,10,6,23,7,5,1,11,0,3,1,0,1,0,1,1,16,6,1,0,8,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,2,0,0,0,0,0,1,0
8 - Σερρών,474 E.T. Δήμου Σιντικής,123,54,0,2,2,52,14,2,4,0,6,4,3,1,1,24,11,1,8,3,2,0,14,0,0,0,0,0,0,0,0,7,1,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
8 - Σερρών,475 E.T. Δήμου Σιντικής,481,180,1,0,1,179,38,3,4,2,15,5,2,16,4,74,37,4,55,4,7,0,6,0,2,1,1,0,1,0,0,38,7,1,0,15,2,19,2,2,4,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,1,0,0,16,1,2,0,3,2,3,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0
8 - Σερρών,476 E.T. Δήμου Σιντικής,409,153,0,0,0,153,39,4,1,1,17,6,5,12,8,70,21,1,43,18,5,0,18,0,3,0,0,0,0,0,0,15,7,0,0,1,0,10,0,1,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,2,3,0,3,1,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,2,0
8 - Σερρών,477 E.T. Δήμου Σιντικής,463,168,2,1,3,165,32,9,4,2,10,3,2,10,1,101,37,12,60,22,4,0,29,1,4,1,1,1,0,1,0,14,1,0,1,1,0,13,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,2,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,1,0
8 - Σερρών,478 E.T. Δήμου Σιντικής,456,164,10,0,10,154,34,14,2,4,11,3,7,1,3,83,34,8,37,26,4,1,23,2,6,2,2,2,1,2,0,8,1,0,1,3,0,4,3,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,2,1,2,2,3,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,2,0,0,0,0,0,0,1,0
8 - Σερρών,479 E.T. Δήμου Σιντικής,467,189,1,1,2,187,23,7,2,4,5,2,5,2,5,120,35,16,61,29,4,0,37,0,9,1,2,3,1,2,0,6,0,0,0,2,1,5,2,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,2,1,1,0,0,6,1,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,5,0,2,2,2,1,4,1,1,2,2,2
8 - Σερρών,480 E.T. Δήμου Σιντικής,467,167,2,0,2,165,19,2,0,0,9,1,2,2,4,106,31,10,50,24,9,4,36,0,11,3,3,5,1,3,1,3,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,2,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,2,0,0,1,0,0,0,5,0
8 - Σερρών,481 E.T. Δήμου Σιντικής,392,205,1,3,4,201,44,6,1,0,7,3,3,5,14,105,44,7,50,37,3,1,20,1,9,6,0,1,2,1,1,12,3,0,0,1,2,5,0,0,4,0,1,0,2,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,0,2,0,5,1,0,1,0,0,0,0,0,2,0,1,1,1,0,0,0,11,1,7,0,0,0,0,0,1,1,1,0,1,1
8 - Σερρών,482 E.T. Δήμου Σιντικής,491,230,4,0,4,226,57,12,1,2,3,17,3,8,7,117,39,19,53,32,9,0,19,2,2,0,0,0,0,0,0,16,4,0,0,1,0,12,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,1,1,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,6,0,0,1,0,1,1,0,0,0,0,0
8 - Σερρών,Ετερ. Σερρών (από Εφετείο Θράκης),47,26,0,0,0,26,3,0,1,0,0,1,0,2,1,17,14,1,12,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
8 - Σερρών,Ετερ. Σερρών (από 28ο Ε.Τ. Νομ. Θεσσαλονίκης),625,361,6,2,8,353,76,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,2,0,0,0,5,0
8 - Σερρών,Ετερ. Σερρών (από 29ο Ε.Τ. Νομ. Θεσσαλονίκης),585,351,10,0,10,341,96,21,22,23,10,10,10,28,7,153,60,9,70,38,15,9,26,11,10,0,0,0,0,0,0,19,4,3,2,2,3,6,3,4,21,3,1,1,3,5,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,7,7,2,4,5,2,5,2,1,0,0,0,0,2,0,0,0,0,0,0,0,7,0,2,0,1,0,1,0,2,0,0,0,6,0
8 - Σερρών,Ετερ. Σερρών (από Εφετείο Θεσσαλονίκης),54,31,1,0,1,30,9,0,2,2,1,0,0,4,0,12,4,1,8,2,0,3,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8 - Σερρών,Ε.Τ. ΚΑΤΑΣΤΗΜΑ ΝΙΓΡΙΤΑΣ,165,148,18,0,18,130,86,28,21,10,9,4,15,15,30,28,23,0,3,0,1,1,19,0,3,2,2,0,0,0,0,4,1,1,0,0,0,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
8 - Σερρών,Ετερ. Σερρών (από 131ο Ε.Τ. Νομ. Αττικής-Αθηνών),431,249,6,1,7,242,77,9,7,14,9,6,4,29,9,93,40,8,49,13,10,9,11,5,2,0,0,0,0,0,0,10,2,2,0,1,2,3,1,0,28,6,6,3,7,13,0,5,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,3,3,3,3,9,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,1,1,0,1,1,1,1,0,0,0,6,0
8 - Σερρών,Ετερ. Σερρών (από 132ο Ε.Τ. Νομ. Αττικής-Αθηνών),442,283,4,0,4,279,85,15,14,18,13,3,4,25,16,116,46,6,67,18,10,13,21,3,10,0,0,0,0,0,0,14,3,1,0,2,5,7,3,1,27,3,3,3,5,11,2,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,5,4,1,3,4,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,5,3,1,0,0,0,3,1,0,0,0,0,2,0
8 - Σερρών,Ετερ. Σερρών (από 133ο Ε.Τ. Νομ. Αττικής-Αθηνών),438,264,2,3,5,259,75,8,10,14,6,9,1,19,9,118,36,14,62,27,12,7,26,4,4,0,0,0,0,0,0,14,2,1,0,1,4,6,2,1,18,2,0,2,3,9,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,3,1,0,3,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,9,1,0,0,0,2,0,0,1,0,0,0,5,0
8 - Σερρών,Ετερ. Σερρών (από 25ο Ε.Τ. Νομ. Αττικής-Πειραιώς),114,69,1,0,1,68,18,4,4,2,2,1,1,2,2,37,14,2,23,9,5,0,4,0,0,0,0,0,0,0,0,4,1,0,0,1,3,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,2,2,1,0,0,0,0,0
8 - Σερρών,Ετερ. Σερρών (από 5ο Ε.Τ. Νομ. Δωδεκανήσου),99,34,0,0,0,34,14,2,3,0,4,0,1,9,1,11,1,1,8,1,1,0,4,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Σύνολο,,227771,114286,1490,731,2221,112065,26055,6102,2266,2416,3680,5579,3793,5724,3261,53839,18307,7873,25215,12014,3114,2366,16433,2178,3299,889,498,593,329,305,124,9725,776,371,344,2608,986,5245,2205,718,3818,626,334,520,549,1159,553,528,490,1370,112,49,58,48,54,59,34,4,298,37,16,10,384,23,26,25,16,6,33,6829,970,1342,965,1001,2249,377,872,412,106,14,8,26,2,500,42,39,23,24,167,23,17,3508,808,885,218,227,492,466,425,882,88,79,69,1218,193
