ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΡΑ ΓΙΟΥΣΟΥΦ ΑΪΧΑΝ του Μεμέτ,ΜΑΡΚΟΥ ΣΤΑΥΡΟΥΛΑ του Γεωργίου,ΤΣΙΟΥΜΑΚΑ (ΤΣΑΤΣΑΡΙΔΟΥ) ΜΑΓΔΑΛΗΝΗ του Ζαχαρία,ΦΕΡΧΑΤ ΟΖΓΚΙΟΥΡ του Ναζήφ,ΧΑΡΙΤΟΥ ΔΗΜΗΤΡΙΟΣ (ΤΑΚΗΣ) του Αθανασίου,Νέα Δημοκρατία,ΑΛΗ ΟΓΛΟΥ  ΦΕΡΑΛ του Ιμπράμ,ΕΛΕΥΘΕΡΙΑΔΟΥ ΠΑΡΑΣΚΕΥΗ (ΒΟΥΛΑ) του Πολέμαρχου,ΙΑΤΡΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου,ΚΑΤΡΑΝΤΖΗ ΜΟΥΣΤΑΦΑ του Χασάν,ΣΤΥΛΙΑΝΙΔΗΣ ΕΥΡΙΠΙΔΗΣ του Στυλιανού,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΕΩΡΓΙΟΥ ΧΡΗΣΤΟΣ του Βασιλείου,ΝΑΣΟΥΔΗΣ ΕΥΡΙΠΙΔΗΣ του Αθανασίου,ΤΣΟΥΡΝΑΚΑΚΗ ΓΕΩΡΓΙΑ του Νικολάου,Κίνημα Αλλαγής,ΑΧΜΕΤ ΙΛΧΑΝ του Σαμπρή,ΓΟΛΓΑΚΗ ΚΥΡΙΑΚΗ του Βασιλείου,ΜΑΝΑΝΑΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου,ΟΣΜΑΝ ΟΓΛΟΥ ΣΙΠΕΛ του Ζεκή,ΤΣΙΤΗΡΙΔΗΣ ΑΛΕΞΑΝΔΡΟΣ του Σάββα,Κ.Κ.Ε.,ΑΡΝΑΟΥΤ ΜΟΥΣΤΑΦΑ ΜΟΥΜΙΝ ΤΖΕΛΑΕΤΙΝ του Μουχαρέμ,ΚΑΣΑΠΑΝΤΩΝΙΟΥ ΑΜΑΛΙΑ του Γεωργίου,ΤΑΞΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Παναγιώτη,ΦΑΚΙΡΙΔΗΣ ΝΙΚΟΛΑΟΣ του Σπύρου,ΧΑΤΣΗ ΑΛΗ ΑΛΗ του Καμπέρ,Ένωση Κεντρώων,ΚΑΣΤΡΙΝΗΣ ΛΕΩΝΙΔΑΣ του Γρηγορίου,ΜΠΑΡΔΑ ΕΛΙΣΑΒΕΤ (ΕΛΣΑ) του Ιωάννη,ΧΑΤΖΗ ΧΟΥΣΕΪΝ ΑΛΗΜ του Μουμίν,Ο.Κ.Δ.Ε.,ΓΚΙΩΡΓΚΑΣ ΔΗΜΗΤΡΙΟΣ του Σταύρου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΤΖΙΑΡΑΣ ΘΡΑΣΥΒΟΥΛΟΣ του Χρήσιμου,Ελλήνων Συνέλευσις,ΓΙΑΔΑΝΟΥ ΕΥΑΓΓΕΛΙΑ του Βασιλείου,ΦΑΡΑΣΟΠΟΥΛΟΣ ΓΑΒΡΙΗΛ του Ευθυμίου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΣΙΟΡΟΚΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,Ελληνική Λύση - Κ. Βελόπουλος,ΔΑΜΙΑΝΙΔΗΣ ΚΩΣΤΑΣ του Μιχαήλ,ΠΟΥΡΤΣΙΔΗΣ ΝΙΚΟΛΑΟΣ του Στεφάνου,ΣΑΚΑΛΗ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΛΑΜΠΡΟΥ ΜΑΡΙΑ του Αντωνίου,ΜΟΥΣΤΑΦΑ ΕΡΧΑΝ του Αλή,Μ-Λ Κ.Κ.Ε.,ΜΑΤΘΑΙΟΠΟΥΛΟΣ ΘΕΟΦΙΛΟΣ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΚΑΛΟΓΙΑΝΝΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ιωάννη,Λαϊκή Ενότητα,ΚΑΛΑΜΠΟΥΚΑΣ ΧΡΗΣΤΟΣ του Γρηγορίου,ΜέΡΑ25,ΚΡΙΘΑΡΙΔΗ ΒΑΛΕΝΤΙΝΑ του Ιβάν,ΜΙΜΙΡΙΝΗΣ ΜΙΧΑΗΛ του Κωνσταντίνου,Δημιουργία ξανά - Θ. Τζήμερος,ΜΑΝΩΛΑΤΟΣ ΣΠΥΡΙΔΩΝ του Διονυσίου,ΜΑΡΚΟΥ ΣΤΕΦΑΝΟΣ του Γεωργίου,ΣΤΥΛΙΔΟΥ ΟΛΓΑ του Ανέστη,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΔΑΜΟΥΛΗΣ ΙΩΑΝΝΗΣ του Ευαγγέλου
2 - Ροδόπης,1 E.T. Δήμου Αρριανών,567,357,0,5,5,352,46,17,0,0,20,1,85,6,5,5,57,7,0,0,0,0,201,193,0,0,5,0,18,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,2 E.T. Δήμου Αρριανών,567,303,3,1,4,299,61,21,0,0,26,1,57,6,6,1,39,2,0,0,0,0,167,162,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,3 E.T. Δήμου Αρριανών,222,167,0,2,2,165,24,9,0,0,12,1,65,9,0,0,32,20,0,0,0,0,68,65,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,4 E.T. Δήμου Αρριανών,293,197,6,0,6,191,25,6,0,0,15,0,61,1,0,0,56,2,1,0,1,0,97,96,0,1,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,5 E.T. Δήμου Αρριανών,354,219,0,3,3,216,46,4,0,0,39,0,77,2,0,0,72,3,1,1,0,0,79,79,0,0,0,0,10,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,6 E.T. Δήμου Αρριανών,279,187,1,6,7,180,20,12,0,0,3,2,66,1,0,0,65,0,0,0,0,0,92,91,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,7 E.T. Δήμου Αρριανών,183,117,3,2,5,112,26,11,0,1,14,0,14,1,0,0,12,0,0,0,0,0,72,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,8 E.T. Δήμου Αρριανών,490,284,1,1,2,282,75,31,1,0,21,9,54,12,3,5,19,13,1,0,0,1,131,125,3,0,0,0,14,1,0,0,0,11,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0
2 - Ροδόπης,9 E.T. Δήμου Αρριανών,537,313,3,4,7,306,87,40,2,0,24,3,53,9,1,4,27,6,2,0,0,0,154,150,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0
2 - Ροδόπης,10 E.T. Δήμου Αρριανών,285,139,1,0,1,138,35,6,1,0,12,5,26,4,0,0,22,0,0,0,0,0,66,65,0,0,0,0,5,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,11 E.T. Δήμου Αρριανών,286,156,0,0,0,156,48,7,0,0,23,4,36,10,0,0,20,1,0,0,0,0,56,56,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1
2 - Ροδόπης,12 E.T. Δήμου Αρριανών,477,286,0,9,9,277,72,6,0,0,57,1,39,0,1,1,34,1,0,0,0,0,144,143,0,0,0,0,13,0,0,0,1,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0
2 - Ροδόπης,13 E.T. Δήμου Αρριανών,221,166,1,3,4,162,14,2,0,0,11,0,38,3,0,0,29,3,0,0,0,0,103,101,0,0,0,1,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,14 E.T. Δήμου Αρριανών,112,72,1,2,3,69,14,5,0,0,5,1,14,0,0,0,9,5,1,0,0,0,39,38,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,15 E.T. Δήμου Αρριανών,307,200,0,2,2,198,26,10,0,0,15,0,37,3,0,0,34,0,0,0,0,0,122,122,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,16 E.T. Δήμου Αρριανών,396,232,2,1,3,229,78,25,1,0,45,2,26,3,0,2,16,4,0,0,0,0,113,112,0,0,0,0,11,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,17 E.T. Δήμου Αρριανών,375,268,0,1,1,267,38,22,0,0,11,3,92,0,7,0,37,46,0,0,0,0,133,130,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2 - Ροδόπης,18 E.T. Δήμου Αρριανών,305,135,2,2,4,131,12,2,0,0,5,3,23,1,0,0,14,6,0,0,0,0,92,87,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,19 E.T. Δήμου Αρριανών,550,278,4,4,8,270,29,2,0,0,9,11,79,2,1,0,63,10,0,0,0,0,159,156,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
2 - Ροδόπης,20 E.T. Δήμου Αρριανών,318,157,5,1,6,151,21,1,0,0,5,11,25,2,5,0,12,2,0,0,0,0,100,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,21 E.T. Δήμου Αρριανών,321,166,3,4,7,159,8,2,0,0,1,1,63,3,1,1,42,11,0,0,0,0,83,82,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,22 E.T. Δήμου Αρριανών,481,243,1,1,2,241,23,3,0,0,15,1,54,0,0,0,37,15,0,0,0,0,159,157,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,23 E.T. Δήμου Αρριανών,395,228,0,0,0,228,26,1,0,0,17,6,48,0,7,8,20,11,0,0,0,0,145,144,0,0,0,0,6,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,24 E.T. Δήμου Αρριανών,392,222,2,1,3,219,39,1,0,0,17,1,62,6,5,8,23,11,0,0,0,0,107,105,0,0,0,0,8,1,0,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,25 E.T. Δήμου Αρριανών,325,165,1,0,1,164,37,1,0,0,25,0,22,1,4,0,8,1,1,0,0,0,96,90,0,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0
2 - Ροδόπης,26 E.T. Δήμου Αρριανών,322,192,2,2,4,188,27,1,2,0,19,0,26,1,0,0,19,4,0,0,0,0,131,129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
2 - Ροδόπης,27 E.T. Δήμου Αρριανών,451,198,3,5,8,190,32,7,1,0,19,0,60,5,2,3,39,9,0,0,0,0,91,89,0,0,1,0,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
2 - Ροδόπης,28 E.T. Δήμου Αρριανών,339,172,5,4,9,163,9,1,0,0,4,0,33,1,0,1,28,0,0,0,0,0,111,109,0,0,0,0,5,0,0,0,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,29 E.T. Δήμου Αρριανών,312,173,3,0,3,170,39,6,6,0,20,0,62,3,1,28,10,16,0,0,0,0,64,59,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,30 E.T. Δήμου Αρριανών,387,225,10,14,24,201,46,7,0,0,24,0,115,0,2,4,96,8,0,0,0,0,31,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,2,2
2 - Ροδόπης,31 E.T. Δήμου Αρριανών,192,106,0,4,4,102,4,1,0,0,3,0,54,1,16,0,25,9,0,0,0,0,32,32,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,32 E.T. Δήμου Αρριανών,488,276,4,5,9,267,56,24,0,0,24,0,92,3,3,4,74,5,0,0,0,0,109,108,0,0,0,0,5,0,0,0,0,5,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,33 E.T. Δήμου Αρριανών,487,282,1,3,4,278,67,32,0,0,29,0,91,6,5,3,59,12,0,0,0,0,103,99,0,0,2,0,15,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,34 E.T. Δήμου Αρριανών,288,141,2,3,5,136,44,13,0,0,27,0,41,1,1,0,37,1,0,0,0,0,49,49,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,35 E.T. Δήμου Αρριανών,185,87,0,0,0,87,5,1,0,0,1,0,30,2,0,1,20,3,0,0,0,0,35,35,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,36 E.T. Δήμου Αρριανών,433,164,0,6,6,158,45,13,1,1,18,4,56,3,6,6,27,13,1,0,1,0,41,39,0,0,0,0,13,1,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2 - Ροδόπης,37 E.T. Δήμου Αρριανών,432,139,6,2,8,131,45,27,1,0,9,0,32,0,7,4,15,3,0,0,0,0,50,44,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,38 E.T. Δήμου Αρριανών,433,136,1,2,3,133,52,19,4,0,17,5,39,5,1,6,20,5,0,0,0,0,33,30,0,0,0,1,4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2 - Ροδόπης,39 E.T. Δήμου Αρριανών,434,167,2,1,3,164,59,30,0,3,11,4,33,5,1,2,16,5,1,1,0,0,66,61,0,1,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,40 E.T. Δήμου Αρριανών,121,69,5,0,5,64,3,0,0,0,2,0,26,1,0,0,25,0,0,0,0,0,34,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,41 E.T. Δήμου Αρριανών,493,238,1,3,4,234,44,18,1,0,21,0,57,0,0,0,40,13,0,0,0,0,99,90,0,0,0,0,31,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,42 E.T. Δήμου Αρριανών,310,164,3,2,5,159,40,16,0,0,17,1,66,2,0,0,53,9,0,0,0,0,36,36,0,0,0,0,15,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
2 - Ροδόπης,43 E.T. Δήμου Αρριανών,276,130,1,0,1,129,35,9,0,0,14,1,52,3,1,0,32,13,0,0,0,0,29,28,0,0,0,0,6,0,0,0,0,6,2,0,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,44 E.T. Δήμου Αρριανών,517,300,2,3,5,295,58,17,0,0,33,0,72,2,1,0,64,2,0,0,0,0,155,154,0,0,0,0,4,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,45 E.T. Δήμου Αρριανών,516,282,4,0,4,278,44,19,0,0,23,1,90,0,0,0,82,4,0,0,0,0,132,128,0,0,1,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2 - Ροδόπης,46 E.T. Δήμου Αρριανών,281,185,2,8,10,175,13,5,0,0,7,0,47,2,1,1,40,3,0,0,0,0,111,108,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,47 E.T. Δήμου Αρριανών,355,225,2,5,7,218,24,6,0,0,3,2,75,1,1,0,71,1,0,0,0,0,97,95,1,0,0,0,19,0,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,48 E.T. Δήμου Αρριανών,425,288,5,9,14,274,41,9,2,0,9,0,120,0,4,6,86,16,0,0,0,0,99,96,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,0,2,0,2,0,0,2,0,0,0,2,1,0,2,2,0,0,0,0
2 - Ροδόπης,49 E.T. Δήμου Αρριανών,290,170,4,1,5,165,27,1,0,0,25,0,30,3,0,0,24,0,0,0,0,0,92,92,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,50 E.T. Δήμου Αρριανών,116,47,0,0,0,47,9,3,0,0,5,0,6,0,0,1,5,0,0,0,0,0,27,27,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,51 E.T. Δήμου Αρριανών,294,167,0,4,4,163,25,4,0,0,18,1,33,1,0,0,25,2,0,0,0,0,76,75,0,0,0,0,26,2,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,52 E.T. Δήμου Αρριανών,294,145,3,5,8,137,18,7,0,0,7,1,25,0,0,0,21,1,0,0,0,0,71,71,0,0,0,0,21,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
2 - Ροδόπης,53 E.T. Δήμου Αρριανών,235,114,2,0,2,112,83,21,0,0,29,1,3,0,0,0,0,0,15,13,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
2 - Ροδόπης,54 E.T. Δήμου Αρριανών,376,215,4,6,10,205,32,3,0,0,0,0,68,9,3,0,47,7,0,0,0,0,82,82,0,0,0,0,23,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,55 E.T. Δήμου Αρριανών,145,85,1,6,7,78,10,3,0,0,6,0,21,0,0,0,21,0,0,0,0,0,42,38,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,56 E.T. Δήμου Αρριανών,337,225,3,5,8,217,34,5,0,0,24,0,66,5,0,3,53,0,0,0,0,0,96,94,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2 - Ροδόπης,57 E.T. Δήμου Αρριανών,402,215,7,2,9,206,29,6,1,0,17,0,59,1,0,0,50,5,0,0,0,0,82,79,0,0,1,0,33,25,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,58 E.T. Δήμου Αρριανών,369,238,1,0,1,237,30,5,0,0,18,0,77,1,0,0,61,5,0,0,0,0,125,123,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,59 E.T. Δήμου Αρριανών,126,80,0,0,0,80,14,8,0,0,6,0,19,0,0,0,18,1,0,0,0,0,36,36,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,60 E.T. Δήμου Ιάσμου,505,289,3,3,6,283,133,6,1,1,111,8,60,1,15,9,10,22,6,1,2,0,59,56,0,0,1,1,3,0,0,0,0,2,10,0,0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,5,2,3,1,1,0,0,1,0
2 - Ροδόπης,61 E.T. Δήμου Ιάσμου,510,290,7,7,14,276,136,5,1,0,115,2,55,1,11,6,24,9,6,2,0,0,59,55,0,1,0,0,2,0,0,0,0,2,7,0,0,5,0,0,0,0,1,0,0,0,0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0
2 - Ροδόπης,62 E.T. Δήμου Ιάσμου,507,282,6,6,12,270,162,7,2,1,138,4,29,3,9,2,6,4,2,0,2,0,66,63,0,0,0,0,5,0,0,0,0,4,4,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2 - Ροδόπης,63 E.T. Δήμου Ιάσμου,508,259,2,5,7,252,142,2,1,1,132,0,35,0,10,2,17,2,4,1,0,0,58,54,1,0,0,0,4,0,0,0,0,4,7,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,64 E.T. Δήμου Ιάσμου,411,166,4,1,5,161,35,4,4,1,5,12,95,0,29,9,4,47,4,2,1,1,13,5,1,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
2 - Ροδόπης,65 E.T. Δήμου Ιάσμου,410,154,5,1,6,148,31,2,4,2,10,8,99,0,16,12,6,60,2,1,0,1,7,5,1,0,0,0,2,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 - Ροδόπης,66 E.T. Δήμου Ιάσμου,411,137,7,2,9,128,31,2,0,1,21,3,66,4,12,7,4,33,5,1,3,1,13,10,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2 - Ροδόπης,67 E.T. Δήμου Ιάσμου,502,311,2,4,6,305,59,20,4,1,24,3,214,5,47,16,10,131,5,0,3,0,16,7,5,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,2,0,0,2,1,0,2,0,1,0,0,0
